,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
BARI_nn,0.2755446951301102,0.9950369908095394,0.9881139501536012,0.9778780650280176,0.9179851579446758,0.7400959201103738,0.9981430525352113,1.0,1.0,0.7400975609756097,0.7400975609756097,0.7400975609756097,0.7403374329655531,0.7400975609756097,0.7400975609756097,0.7400975609756097,0.7400975609756097,0.1553170731707317,0.1553170731707317,0.1553170731707317,0.1553170731707317,1.0
