,labels_glass_MeanShift_params1,labels_glass_MeanShift_params10,labels_glass_MeanShift_params11,labels_glass_MeanShift_params12,labels_glass_MeanShift_params13,labels_glass_MeanShift_params14,labels_glass_MeanShift_params15,labels_glass_MeanShift_params16,labels_glass_MeanShift_params17,labels_glass_MeanShift_params18,labels_glass_MeanShift_params19,labels_glass_MeanShift_params2,labels_glass_MeanShift_params20,labels_glass_MeanShift_params21,labels_glass_MeanShift_params22,labels_glass_MeanShift_params23,labels_glass_MeanShift_params24,labels_glass_MeanShift_params25,labels_glass_MeanShift_params26,labels_glass_MeanShift_params27,labels_glass_MeanShift_params28,labels_glass_MeanShift_params29,labels_glass_MeanShift_params3,labels_glass_MeanShift_params30,labels_glass_MeanShift_params31,labels_glass_MeanShift_params32,labels_glass_MeanShift_params4,labels_glass_MeanShift_params5,labels_glass_MeanShift_params6,labels_glass_MeanShift_params7,labels_glass_MeanShift_params8,labels_glass_MeanShift_params9
ARI,0.15894164647825706,0.25336372286926895,0.24692475626986984,0.255439654783875,0.17494205249775208,0.19440455722167566,0.2519727867557189,0.25336372286926895,0.2580362664792621,0.2546153723543659,0.2665886322499305,0.14417983393779035,0.2827465745243917,0.25770286518796737,0.255100048056711,0.2766247837992738,0.2856581320006185,0.23980203437324146,0.24781359905039999,0.2623122012615022,0.2623122012615022,0.2302352523015758,0.17550344089959385,0.2302352523015758,0.2623122012615022,0.2623122012615022,0.18857112517381933,0.17552729423874192,0.17503383969490258,0.17494205249775208,0.19440455722167566,0.2519727867557189
