,labels_parabolic_DBSCAN_params11,labels_parabolic_DBSCAN_params12,labels_parabolic_DBSCAN_params16,labels_parabolic_DBSCAN_params17,labels_parabolic_DBSCAN_params18,labels_parabolic_DBSCAN_params19,labels_parabolic_DBSCAN_params21,labels_parabolic_DBSCAN_params23,labels_parabolic_DBSCAN_params24,labels_parabolic_DBSCAN_params28,labels_parabolic_DBSCAN_params29,labels_parabolic_DBSCAN_params30,labels_parabolic_DBSCAN_params35,labels_parabolic_DBSCAN_params40,labels_parabolic_DBSCAN_params6
ARI,0.0028926582219805535,0.0008057057394693693,0.4480447230361878,0.35515308853177596,0.08559779487414429,0.006039023535946529,-0.00012042056828198414,0.5617081964158334,0.133456926949058,0.9310695169225818,0.4695961330529539,0.07042051124648759,0.30038119280382025,0.6560872229522485,0.0007796619352583939
