,labels_yeast_KMeans_params1,labels_yeast_KMeans_params10,labels_yeast_KMeans_params11,labels_yeast_KMeans_params12,labels_yeast_KMeans_params13,labels_yeast_KMeans_params14,labels_yeast_KMeans_params15,labels_yeast_KMeans_params16,labels_yeast_KMeans_params17,labels_yeast_KMeans_params18,labels_yeast_KMeans_params19,labels_yeast_KMeans_params2,labels_yeast_KMeans_params20,labels_yeast_KMeans_params21,labels_yeast_KMeans_params22,labels_yeast_KMeans_params23,labels_yeast_KMeans_params24,labels_yeast_KMeans_params25,labels_yeast_KMeans_params26,labels_yeast_KMeans_params27,labels_yeast_KMeans_params28,labels_yeast_KMeans_params29,labels_yeast_KMeans_params3,labels_yeast_KMeans_params30,labels_yeast_KMeans_params31,labels_yeast_KMeans_params32,labels_yeast_KMeans_params33,labels_yeast_KMeans_params34,labels_yeast_KMeans_params35,labels_yeast_KMeans_params36,labels_yeast_KMeans_params37,labels_yeast_KMeans_params38,labels_yeast_KMeans_params39,labels_yeast_KMeans_params4,labels_yeast_KMeans_params40,labels_yeast_KMeans_params41,labels_yeast_KMeans_params42,labels_yeast_KMeans_params43,labels_yeast_KMeans_params44,labels_yeast_KMeans_params45,labels_yeast_KMeans_params46,labels_yeast_KMeans_params47,labels_yeast_KMeans_params48,labels_yeast_KMeans_params49,labels_yeast_KMeans_params5,labels_yeast_KMeans_params50,labels_yeast_KMeans_params51,labels_yeast_KMeans_params52,labels_yeast_KMeans_params53,labels_yeast_KMeans_params54,labels_yeast_KMeans_params55,labels_yeast_KMeans_params56,labels_yeast_KMeans_params57,labels_yeast_KMeans_params58,labels_yeast_KMeans_params59,labels_yeast_KMeans_params6,labels_yeast_KMeans_params60,labels_yeast_KMeans_params61,labels_yeast_KMeans_params62,labels_yeast_KMeans_params63,labels_yeast_KMeans_params64,labels_yeast_KMeans_params65,labels_yeast_KMeans_params66,labels_yeast_KMeans_params67,labels_yeast_KMeans_params68,labels_yeast_KMeans_params69,labels_yeast_KMeans_params7,labels_yeast_KMeans_params70,labels_yeast_KMeans_params71,labels_yeast_KMeans_params72,labels_yeast_KMeans_params73,labels_yeast_KMeans_params74,labels_yeast_KMeans_params75,labels_yeast_KMeans_params76,labels_yeast_KMeans_params77,labels_yeast_KMeans_params78,labels_yeast_KMeans_params79,labels_yeast_KMeans_params8,labels_yeast_KMeans_params80,labels_yeast_KMeans_params81,labels_yeast_KMeans_params82,labels_yeast_KMeans_params83,labels_yeast_KMeans_params84,labels_yeast_KMeans_params85,labels_yeast_KMeans_params86,labels_yeast_KMeans_params87,labels_yeast_KMeans_params88,labels_yeast_KMeans_params89,labels_yeast_KMeans_params9,labels_yeast_KMeans_params90
cSIL,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.677337684801439,0.6618357200623871,0.677337684801439,0.6618357200623871,0.6646788220621667,0.6646788220621667,0.6638314267946499,0.6638314267946499,0.6618357200623871,0.6618357200623871,0.6646788220621667,0.6646788220621667,0.6638314267946499,0.677337684801439,0.6638314267946499,0.6618357200623871,0.6618357200623871,0.6646788220621667,0.6646788220621667,0.6638314267946499,0.6638314267946499,0.6274608884165195,0.6274608884165195,0.6277344409192208,0.677337684801439,0.6277344409192208,0.6277344409192208,0.6277344409192208,0.6274608884165195,0.6274608884165195,0.6277344409192208,0.6277344409192208,0.6277344409192208,0.6277344409192208,0.6274608884165195,0.677337684801439,0.6274608884165195,0.6277344409192208,0.6277344409192208,0.6277344409192208,0.6277344409192208,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.677337684801439,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.677337684801439,0.6083687454222048,0.6083687454222048,0.6083687454222048,0.5969050711004563,0.5969050711004563,0.5975611037466161,0.5975611037466161,0.5975611037466161,0.5975611037466161,0.5969050711004563,0.677337684801439,0.5969050711004563,0.5975611037466161,0.5975611037466161,0.5975611037466161,0.5975611037466161,0.5969050711004563,0.5969050711004563,0.5975611037466161,0.5975611037466161,0.5975611037466161,0.677337684801439,0.5975611037466161
GD43,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4799759843930602,0.4075700303690301,0.4799759843930602,0.4075700303690301,0.40737168123471895,0.40737168123471895,0.40494186325414544,0.40494186325414544,0.4075700303690301,0.4075700303690301,0.40737168123471895,0.40737168123471895,0.40494186325414544,0.4799759843930602,0.40494186325414544,0.4075700303690301,0.4075700303690301,0.40737168123471895,0.40737168123471895,0.40494186325414544,0.40494186325414544,0.38636033093630184,0.38636033093630184,0.38581215145709663,0.4799759843930602,0.38581215145709663,0.38581215145709663,0.38581215145709663,0.38636033093630184,0.38636033093630184,0.38581215145709663,0.38581215145709663,0.38581215145709663,0.38581215145709663,0.38636033093630184,0.4799759843930602,0.38636033093630184,0.38581215145709663,0.38581215145709663,0.38581215145709663,0.38581215145709663,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4799759843930602,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.4799759843930602,0.4325285867905035,0.4325285867905035,0.4325285867905035,0.3673058015202299,0.3673058015202299,0.36825339143982466,0.36825339143982466,0.36825339143982466,0.36825339143982466,0.3673058015202299,0.4799759843930602,0.3673058015202299,0.36825339143982466,0.36825339143982466,0.36825339143982466,0.36825339143982466,0.3673058015202299,0.3673058015202299,0.36825339143982466,0.36825339143982466,0.36825339143982466,0.4799759843930602,0.36825339143982466
GD53,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.13095843395255383,0.12357107407135627,0.13095843395255383,0.12357107407135627,0.12339060243554133,0.12339060243554133,0.12315363971706585,0.12315363971706585,0.12357107407135627,0.12357107407135627,0.12339060243554133,0.12339060243554133,0.12315363971706585,0.13095843395255383,0.12315363971706585,0.12357107407135627,0.12357107407135627,0.12339060243554133,0.12339060243554133,0.12315363971706585,0.12315363971706585,0.11176659657235626,0.11176659657235626,0.11214738601533024,0.13095843395255383,0.11214738601533024,0.11214738601533024,0.11214738601533024,0.11176659657235626,0.11176659657235626,0.11214738601533024,0.11214738601533024,0.11214738601533024,0.11214738601533024,0.11176659657235626,0.13095843395255383,0.11176659657235626,0.11214738601533024,0.11214738601533024,0.11214738601533024,0.11214738601533024,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.13095843395255383,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.13095843395255383,0.1039873256624206,0.1039873256624206,0.1039873256624206,0.0924304482066584,0.0924304482066584,0.09387186229474338,0.09387186229474338,0.09387186229474338,0.09387186229474338,0.0924304482066584,0.13095843395255383,0.0924304482066584,0.09387186229474338,0.09387186229474338,0.09387186229474338,0.09387186229474338,0.0924304482066584,0.0924304482066584,0.09387186229474338,0.09387186229474338,0.09387186229474338,0.13095843395255383,0.09387186229474338
PS,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.7001360977767535,-0.8148805554578364,-0.7001360977767535,-0.8148805554578364,-0.841014004688071,-0.841014004688071,-0.8057111548918232,-0.8057111548918232,-0.8148805554578364,-0.8148805554578364,-0.841014004688071,-0.841014004688071,-0.8057111548918232,-0.7001360977767535,-0.8057111548918232,-0.8148805554578364,-0.8148805554578364,-0.841014004688071,-0.841014004688071,-0.8057111548918232,-0.8057111548918232,-1.4561156682714387,-1.4561156682714387,-1.4694603699411755,-0.7001360977767535,-1.4694603699411755,-1.4694603699411755,-1.4694603699411755,-1.4561156682714387,-1.4561156682714387,-1.4694603699411755,-1.4694603699411755,-1.4694603699411755,-1.4694603699411755,-1.4561156682714387,-0.7001360977767535,-1.4561156682714387,-1.4694603699411755,-1.4694603699411755,-1.4694603699411755,-1.4694603699411755,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-0.7001360977767535,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-0.7001360977767535,-2.2217561393900014,-2.2217561393900014,-2.2217561393900014,-1.5086653396078775,-1.5086653396078775,-1.3704212094927732,-1.3704212094927732,-1.3704212094927732,-1.3704212094927732,-1.5086653396078775,-0.7001360977767535,-1.5086653396078775,-1.3704212094927732,-1.3704212094927732,-1.3704212094927732,-1.3704212094927732,-1.5086653396078775,-1.5086653396078775,-1.3704212094927732,-1.3704212094927732,-1.3704212094927732,-0.7001360977767535,-1.3704212094927732
rCIP,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,15.993247118189455,25.857943688662104,15.993247118189455,25.857943688662104,25.748336313379543,25.748336313379543,25.79010565982986,25.79010565982986,25.857943688662104,25.857943688662104,25.748336313379543,25.748336313379543,25.79010565982986,15.993247118189455,25.79010565982986,25.857943688662104,25.857943688662104,25.748336313379543,25.748336313379543,25.79010565982986,25.79010565982986,36.620893353533305,36.620893353533305,36.54353675939554,15.993247118189455,36.54353675939554,36.54353675939554,36.54353675939554,36.620893353533305,36.620893353533305,36.54353675939554,36.54353675939554,36.54353675939554,36.54353675939554,36.620893353533305,15.993247118189455,36.620893353533305,36.54353675939554,36.54353675939554,36.54353675939554,36.54353675939554,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,15.993247118189455,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,45.234372030479946,15.993247118189455,45.234372030479946,45.234372030479946,45.234372030479946,67.35127008985661,67.35127008985661,66.83031550503661,66.83031550503661,66.83031550503661,66.83031550503661,67.35127008985661,15.993247118189455,67.35127008985661,66.83031550503661,66.83031550503661,66.83031550503661,66.83031550503661,67.35127008985661,67.35127008985661,66.83031550503661,66.83031550503661,66.83031550503661,15.993247118189455,66.83031550503661
WB,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.033277922643863,5.239455367553283,5.033277922643863,5.239455367553283,5.237642311713641,5.237642311713641,5.237325227106752,5.237325227106752,5.239455367553283,5.239455367553283,5.237642311713641,5.237642311713641,5.237325227106752,5.033277922643863,5.237325227106752,5.239455367553283,5.239455367553283,5.237642311713641,5.237642311713641,5.237325227106752,5.237325227106752,5.39765470663297,5.39765470663297,5.396203652521001,5.033277922643863,5.396203652521001,5.396203652521001,5.396203652521001,5.39765470663297,5.39765470663297,5.396203652521001,5.396203652521001,5.396203652521001,5.396203652521001,5.39765470663297,5.033277922643863,5.39765470663297,5.396203652521001,5.396203652521001,5.396203652521001,5.396203652521001,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.033277922643863,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.033277922643863,5.6368707347754805,5.6368707347754805,5.6368707347754805,5.818087060335676,5.818087060335676,5.812561965303183,5.812561965303183,5.812561965303183,5.812561965303183,5.818087060335676,5.033277922643863,5.818087060335676,5.812561965303183,5.812561965303183,5.812561965303183,5.812561965303183,5.818087060335676,5.818087060335676,5.812561965303183,5.812561965303183,5.812561965303183,5.033277922643863,5.812561965303183
XB,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,0.7801564628818103,1.0308886409557692,0.7801564628818103,1.0308886409557692,1.0316670471363854,1.0316670471363854,1.0440450900592557,1.0440450900592557,1.0308886409557692,1.0308886409557692,1.0316670471363854,1.0316670471363854,1.0440450900592557,0.7801564628818103,1.0440450900592557,1.0308886409557692,1.0308886409557692,1.0316670471363854,1.0316670471363854,1.0440450900592557,1.0440450900592557,1.092921413378832,1.092921413378832,1.0958379890134935,0.7801564628818103,1.0958379890134935,1.0958379890134935,1.0958379890134935,1.092921413378832,1.092921413378832,1.0958379890134935,1.0958379890134935,1.0958379890134935,1.0958379890134935,1.092921413378832,0.7801564628818103,1.092921413378832,1.0958379890134935,1.0958379890134935,1.0958379890134935,1.0958379890134935,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.7801564628818103,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.842869370856271,0.7801564628818103,0.842869370856271,0.842869370856271,0.842869370856271,1.1263854565100235,1.1263854565100235,1.1198791746999517,1.1198791746999517,1.1198791746999517,1.1198791746999517,1.1263854565100235,0.7801564628818103,1.1263854565100235,1.1198791746999517,1.1198791746999517,1.1198791746999517,1.1198791746999517,1.1263854565100235,1.1263854565100235,1.1198791746999517,1.1198791746999517,1.1198791746999517,0.7801564628818103,1.1198791746999517
SSE,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,246.52047987136663,234.88133990168078,246.52047987136663,234.88133990168078,234.82996180851913,234.82996180851913,234.82097497008255,234.82097497008255,234.88133990168078,234.88133990168078,234.82996180851913,234.82996180851913,234.82097497008255,246.52047987136663,234.82097497008255,234.88133990168078,234.88133990168078,234.82996180851913,234.82996180851913,234.82097497008255,234.82097497008255,223.77227220454068,223.77227220454068,223.7331997104592,246.52047987136663,223.7331997104592,223.7331997104592,223.7331997104592,223.77227220454068,223.77227220454068,223.7331997104592,223.7331997104592,223.7331997104592,223.7331997104592,223.77227220454068,246.52047987136663,223.77227220454068,223.7331997104592,223.7331997104592,223.7331997104592,223.7331997104592,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,246.52047987136663,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,216.28289926103855,246.52047987136663,216.28289926103855,216.28289926103855,216.28289926103855,208.43703573121576,208.43703573121576,208.3036868787012,208.3036868787012,208.3036868787012,208.3036868787012,208.43703573121576,246.52047987136663,208.43703573121576,208.3036868787012,208.3036868787012,208.3036868787012,208.3036868787012,208.43703573121576,208.43703573121576,208.3036868787012,208.3036868787012,208.3036868787012,246.52047987136663,208.3036868787012
RS,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.2945748637087156,-3.5075157695434376,-3.2945748637087156,-3.5075157695434376,-3.5002541298737624,-3.5002541298737624,-3.4999496250010433,-3.4999496250010433,-3.5075157695434376,-3.5075157695434376,-3.5002541298737624,-3.5002541298737624,-3.4999496250010433,-3.2945748637087156,-3.4999496250010433,-3.5075157695434376,-3.5075157695434376,-3.5002541298737624,-3.5002541298737624,-3.4999496250010433,-3.4999496250010433,-3.7397116797219407,-3.7397116797219407,-3.738825783223957,-3.2945748637087156,-3.738825783223957,-3.738825783223957,-3.738825783223957,-3.7397116797219407,-3.7397116797219407,-3.738825783223957,-3.738825783223957,-3.738825783223957,-3.738825783223957,-3.7397116797219407,-3.2945748637087156,-3.7397116797219407,-3.738825783223957,-3.738825783223957,-3.738825783223957,-3.738825783223957,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-3.2945748637087156,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.182024520639588,-3.2945748637087156,-4.182024520639588,-4.182024520639588,-4.182024520639588,-4.287585438099678,-4.287585438099678,-4.30497561150687,-4.30497561150687,-4.30497561150687,-4.30497561150687,-4.287585438099678,-3.2945748637087156,-4.287585438099678,-4.30497561150687,-4.30497561150687,-4.30497561150687,-4.30497561150687,-4.287585438099678,-4.287585438099678,-4.30497561150687,-4.30497561150687,-4.30497561150687,-3.2945748637087156,-4.30497561150687
DH,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05925201180194784,0.05265465179487554,0.05925201180194784,0.05265465179487554,0.05260281283932618,0.05260281283932618,0.0526028456094161,0.0526028456094161,0.05265465179487554,0.05265465179487554,0.05260281283932618,0.05260281283932618,0.0526028456094161,0.05925201180194784,0.0526028456094161,0.05265465179487554,0.05265465179487554,0.05260281283932618,0.05260281283932618,0.0526028456094161,0.0526028456094161,0.04713916560386739,0.04713916560386739,0.0471352364551918,0.05925201180194784,0.0471352364551918,0.0471352364551918,0.0471352364551918,0.04713916560386739,0.04713916560386739,0.0471352364551918,0.0471352364551918,0.0471352364551918,0.0471352364551918,0.04713916560386739,0.05925201180194784,0.04713916560386739,0.0471352364551918,0.0471352364551918,0.0471352364551918,0.0471352364551918,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.05925201180194784,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.05925201180194784,0.043353578273270625,0.043353578273270625,0.043353578273270625,0.039764598780236436,0.039764598780236436,0.03978923423275017,0.03978923423275017,0.03978923423275017,0.03978923423275017,0.039764598780236436,0.05925201180194784,0.039764598780236436,0.03978923423275017,0.03978923423275017,0.03978923423275017,0.03978923423275017,0.039764598780236436,0.039764598780236436,0.03978923423275017,0.03978923423275017,0.03978923423275017,0.05925201180194784,0.03978923423275017
