,labels_x1_SpectralClustering_params1,labels_x1_SpectralClustering_params10,labels_x1_SpectralClustering_params11,labels_x1_SpectralClustering_params12,labels_x1_SpectralClustering_params13,labels_x1_SpectralClustering_params14,labels_x1_SpectralClustering_params15,labels_x1_SpectralClustering_params16,labels_x1_SpectralClustering_params17,labels_x1_SpectralClustering_params18,labels_x1_SpectralClustering_params19,labels_x1_SpectralClustering_params2,labels_x1_SpectralClustering_params20,labels_x1_SpectralClustering_params21,labels_x1_SpectralClustering_params22,labels_x1_SpectralClustering_params23,labels_x1_SpectralClustering_params24,labels_x1_SpectralClustering_params25,labels_x1_SpectralClustering_params26,labels_x1_SpectralClustering_params27,labels_x1_SpectralClustering_params28,labels_x1_SpectralClustering_params29,labels_x1_SpectralClustering_params3,labels_x1_SpectralClustering_params30,labels_x1_SpectralClustering_params31,labels_x1_SpectralClustering_params32,labels_x1_SpectralClustering_params33,labels_x1_SpectralClustering_params34,labels_x1_SpectralClustering_params35,labels_x1_SpectralClustering_params36,labels_x1_SpectralClustering_params37,labels_x1_SpectralClustering_params38,labels_x1_SpectralClustering_params39,labels_x1_SpectralClustering_params4,labels_x1_SpectralClustering_params40,labels_x1_SpectralClustering_params41,labels_x1_SpectralClustering_params42,labels_x1_SpectralClustering_params43,labels_x1_SpectralClustering_params44,labels_x1_SpectralClustering_params45,labels_x1_SpectralClustering_params46,labels_x1_SpectralClustering_params47,labels_x1_SpectralClustering_params48,labels_x1_SpectralClustering_params5,labels_x1_SpectralClustering_params6,labels_x1_SpectralClustering_params7,labels_x1_SpectralClustering_params8,labels_x1_SpectralClustering_params9
ARI,0.665938864628821,0.61661223981445,0.61661223981445,0.61661223981445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.665938864628821,1.0,1.0,1.0,1.0,1.0,0.7926684786396264,0.7940818872274241,0.7958469799255843,0.7930219420824166,0.7958469799255843,0.4798951048951049,0.7958469799255843,0.7983150012569772,0.7253412442079228,0.7983150012569772,0.7253412442079228,0.7983150012569772,0.7253412442079228,0.7428041204449356,0.38044610072888696,0.7329464156524814,0.4798951048951049,0.7270779237388086,0.6485321591640245,0.7089310205728117,0.5861116527884092,0.5496947433022404,0.5861116527884092,0.5496947433022404,0.5861116527884092,0.5496947433022404,0.4798951048951049,0.4798951048951049,0.61661223981445,0.61661223981445,0.61661223981445
