,labels_a3_DBSCAN_params10,labels_a3_DBSCAN_params13,labels_a3_DBSCAN_params14,labels_a3_DBSCAN_params15,labels_a3_DBSCAN_params16,labels_a3_DBSCAN_params17,labels_a3_DBSCAN_params18,labels_a3_DBSCAN_params19,labels_a3_DBSCAN_params20,labels_a3_DBSCAN_params5,labels_a3_DBSCAN_params9
BARI,5.171681884606309e-05,0.8721661597868902,0.6698186069473041,0.05392890804640731,0.00021811318435007305,0.24288356933537059,0.4274451571687187,0.6025980306623613,0.692278551441739,1.7129569896508143e-05,2.318344141656778e-05
