,labels_s3_DBSCAN_params1,labels_s3_DBSCAN_params10,labels_s3_DBSCAN_params11,labels_s3_DBSCAN_params12,labels_s3_DBSCAN_params13,labels_s3_DBSCAN_params14,labels_s3_DBSCAN_params15,labels_s3_DBSCAN_params16,labels_s3_DBSCAN_params17,labels_s3_DBSCAN_params18,labels_s3_DBSCAN_params19,labels_s3_DBSCAN_params20,labels_s3_DBSCAN_params5,labels_s3_DBSCAN_params6,labels_s3_DBSCAN_params9
AMI,0.0060046126229257625,0.19592211737987195,0.15772544919298007,0.09863068912753245,0.5298469856717887,0.416980928579809,0.3425134358649896,0.3109442926792922,0.014730739168620392,0.3002658920820451,0.519056058235571,0.6158982612843372,0.12796555513148045,0.06221294490406485,0.28522334105693525
