,labels_wingnut_SpectralClustering_params1,labels_wingnut_SpectralClustering_params10,labels_wingnut_SpectralClustering_params11,labels_wingnut_SpectralClustering_params12,labels_wingnut_SpectralClustering_params13,labels_wingnut_SpectralClustering_params14,labels_wingnut_SpectralClustering_params15,labels_wingnut_SpectralClustering_params16,labels_wingnut_SpectralClustering_params17,labels_wingnut_SpectralClustering_params18,labels_wingnut_SpectralClustering_params19,labels_wingnut_SpectralClustering_params2,labels_wingnut_SpectralClustering_params20,labels_wingnut_SpectralClustering_params21,labels_wingnut_SpectralClustering_params22,labels_wingnut_SpectralClustering_params23,labels_wingnut_SpectralClustering_params24,labels_wingnut_SpectralClustering_params25,labels_wingnut_SpectralClustering_params26,labels_wingnut_SpectralClustering_params27,labels_wingnut_SpectralClustering_params28,labels_wingnut_SpectralClustering_params29,labels_wingnut_SpectralClustering_params3,labels_wingnut_SpectralClustering_params30,labels_wingnut_SpectralClustering_params31,labels_wingnut_SpectralClustering_params32,labels_wingnut_SpectralClustering_params33,labels_wingnut_SpectralClustering_params34,labels_wingnut_SpectralClustering_params35,labels_wingnut_SpectralClustering_params36,labels_wingnut_SpectralClustering_params4,labels_wingnut_SpectralClustering_params5,labels_wingnut_SpectralClustering_params6,labels_wingnut_SpectralClustering_params7,labels_wingnut_SpectralClustering_params8,labels_wingnut_SpectralClustering_params9
ARI_nn,1.0,0.4087152034320979,0.4087152034320979,0.4087152034320979,0.7462155669167184,0.36956454500884806,0.4429467518920193,0.4547694345357001,0.4616245771011882,0.532297771308791,0.41777605329159745,1.0,0.49750051452838917,0.41777605329159745,0.49750051452838917,0.41777605329159745,0.49750051452838917,0.5047150944245231,0.5041132886422242,0.49938423515362557,0.4954491971211057,0.49563548816878,0.8522049693978143,0.4935281697539108,0.45586622690680934,0.465929688640712,0.45586622690680934,0.465929688640712,0.45586622690680934,0.465929688640712,0.8522049693978143,0.6963342151536374,0.6963342151536374,0.4087152034320979,0.4087152034320979,0.4087152034320979
