,labels_x2_SpectralClustering_params1,labels_x2_SpectralClustering_params10,labels_x2_SpectralClustering_params11,labels_x2_SpectralClustering_params12,labels_x2_SpectralClustering_params13,labels_x2_SpectralClustering_params14,labels_x2_SpectralClustering_params15,labels_x2_SpectralClustering_params16,labels_x2_SpectralClustering_params17,labels_x2_SpectralClustering_params18,labels_x2_SpectralClustering_params19,labels_x2_SpectralClustering_params2,labels_x2_SpectralClustering_params20,labels_x2_SpectralClustering_params21,labels_x2_SpectralClustering_params22,labels_x2_SpectralClustering_params23,labels_x2_SpectralClustering_params24,labels_x2_SpectralClustering_params25,labels_x2_SpectralClustering_params26,labels_x2_SpectralClustering_params27,labels_x2_SpectralClustering_params28,labels_x2_SpectralClustering_params29,labels_x2_SpectralClustering_params3,labels_x2_SpectralClustering_params30,labels_x2_SpectralClustering_params31,labels_x2_SpectralClustering_params32,labels_x2_SpectralClustering_params33,labels_x2_SpectralClustering_params34,labels_x2_SpectralClustering_params35,labels_x2_SpectralClustering_params36,labels_x2_SpectralClustering_params37,labels_x2_SpectralClustering_params38,labels_x2_SpectralClustering_params39,labels_x2_SpectralClustering_params4,labels_x2_SpectralClustering_params40,labels_x2_SpectralClustering_params41,labels_x2_SpectralClustering_params42,labels_x2_SpectralClustering_params43,labels_x2_SpectralClustering_params44,labels_x2_SpectralClustering_params45,labels_x2_SpectralClustering_params46,labels_x2_SpectralClustering_params47,labels_x2_SpectralClustering_params48,labels_x2_SpectralClustering_params5,labels_x2_SpectralClustering_params6,labels_x2_SpectralClustering_params7,labels_x2_SpectralClustering_params8,labels_x2_SpectralClustering_params9
cSIL,0.740554512179092,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.7603139565457399,0.7603139565457399,0.7603139565457399,0.7603139565457399,0.7603139565457399,0.7603139565457399,0.8785182846360136,0.7416029732620409,0.859529429426913,0.8785182846360136,0.859529429426913,0.8785182846360136,0.859529429426913,0.6713028307841509,0.6713028307841509,0.7162597588588862,0.7140857875306648,0.7149706448384339,0.8411177743056416,0.709365336442094,0.8368750406650969,0.8380797588062692,0.8368750406650969,0.8380797588062692,0.8368750406650969,0.8380797588062692,0.7061359708687911,0.7061359708687911,0.7882853250501463,0.8411177743056416,0.7829529859771902,0.7791474746782756,0.7631451602970054,0.8178105946094105,0.807033319869338,0.8178105946094105,0.807033319869338,0.8178105946094105,0.807033319869338,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416
GD43,1.2754393960203645,1.8856494138322382,1.8856494138322382,1.8856494138322382,0.8204409268438235,0.8204409268438235,0.8204409268438235,0.8204409268438235,0.8204409268438235,0.8204409268438235,3.394064905381345,1.289297335115689,2.7863941099799114,3.394064905381345,2.7863941099799114,3.394064905381345,2.7863941099799114,0.42193790629703426,0.42193790629703426,0.5252738148582701,0.5214911255237983,0.5267570488685228,1.8856494138322382,0.5172068083730094,2.129840599851603,2.0443987563537656,2.129840599851603,2.0443987563537656,2.129840599851603,2.0443987563537656,0.42193790629703426,0.42193790629703426,1.0712826674113043,1.8856494138322382,1.0666878589807949,1.0840875684615965,0.9065745538906665,1.8588229957389553,1.5572308025839117,1.8588229957389553,1.5572308025839117,1.8588229957389553,1.5572308025839117,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382
GD53,0.3830634900682166,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.08064189241067599,0.08064189241067599,0.08064189241067599,0.08064189241067599,0.08064189241067599,0.08064189241067599,0.38644621949315955,0.38324761891289894,0.2925998793140973,0.38644621949315955,0.2925998793140973,0.38644621949315955,0.2925998793140973,0.031701589016316464,0.031701589016316464,0.05025703894255872,0.05031169969311885,0.04853335601776674,0.2665958277999349,0.04865042127030849,0.21484538323105043,0.23284581626156065,0.21484538323105043,0.23284581626156065,0.21484538323105043,0.23284581626156065,0.031701589016316464,0.031701589016316464,0.10249796051437501,0.2665958277999349,0.10291043624842773,0.09988363331368376,0.08466294304149724,0.15764507833537386,0.1268235622593225,0.15764507833537386,0.1268235622593225,0.15764507833537386,0.1268235622593225,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349
PS,1.3116833289641046,1.409151854752652,1.409151854752652,1.409151854752652,1.2123184300098298,1.2123184300098298,1.2123184300098298,1.2123184300098298,1.2123184300098298,1.2123184300098298,1.1112619653450984,1.3270050858588953,1.1786129465544182,1.1112619653450984,1.1786129465544182,1.1112619653450984,1.1786129465544182,-0.12371771031914203,-0.12371771031914203,1.3636600003635393,1.347702225099664,1.3389730673387676,1.409151854752652,1.3136227737762685,0.5922993724815319,0.6706638586246433,0.5922993724815319,0.6706638586246433,0.5922993724815319,0.6706638586246433,0.2091985121251591,0.20919851212515905,1.4245646844393587,1.409151854752652,1.3984422740288434,1.5147727604426713,1.4719970630496957,0.10166279949579315,0.14560109335040816,0.10166279949579315,0.14560109335040816,0.10166279949579315,0.14560109335040816,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652
rCIP,0.2415226987288679,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.1321350465881228,0.1321350465881228,0.1321350465881228,0.1321350465881228,0.1321350465881228,0.1321350465881228,0.12921694441483642,0.2337561826089066,0.15015651905103974,0.12921694441483642,0.15015651905103974,0.12921694441483642,0.15015651905103974,0.7388171925261143,0.7388171925261143,2.5633118672272075,2.5163397022109626,2.3166121258629513,0.011616547820151533,2.3171140480411467,0.47664646186111226,0.4500892569118576,0.47664646186111226,0.4500892569118576,0.47664646186111226,0.4500892569118576,3.136860869606475,3.136860869606475,2.68917052319237,0.011616547820151533,2.6760698271879613,2.523912260341019,2.5507855095685805,0.8973774923603647,1.4905691645369494,0.8973774923603647,1.4905691645369494,0.8973774923603647,1.4905691645369494,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533
WB,4.08200444988524,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3965984705251133,1.396598470525113,1.3965984705251133,1.396598470525113,1.3965984705251133,1.396598470525113,1.247293197968434,3.957993697414984,1.2056971329606898,1.247293197968434,1.2056971329606898,1.247293197968434,1.2056971329606898,1.7855068262428933,1.7855068262428933,1.669332055732782,1.6706305127799774,1.667890386042818,1.3521670151094083,1.6743001480072417,1.2232835428220272,1.0761451578766366,1.2232835428220272,1.0761451578766366,1.2232835428220272,1.0761451578766366,1.986793454258323,1.986793454258323,1.024110987664705,1.3521670151094083,1.0410429341041478,1.055273220593636,1.1017450636772246,1.6747222892827396,1.2182610566996874,1.6747222892827396,1.2182610566996874,1.6747222892827396,1.2182610566996874,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083
XB,0.39105035684838113,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.599784174262692,0.599784174262692,0.599784174262692,0.599784174262692,0.599784174262692,0.599784174262692,0.1439862034455045,0.3870038281916873,0.150463138271867,0.1439862034455045,0.150463138271867,0.1439862034455045,0.150463138271867,2.2032201529122086,2.2032201529122086,1.3563576253849359,1.376860979955841,1.3479079316061773,0.14418419803475668,1.4019335293255721,0.3098858958281083,0.3141957950434944,0.3098858958281083,0.3141957950434944,0.3098858958281083,0.3141957950434944,2.0300774479253887,2.0300774479253887,0.7831003820363641,0.14418419803475668,0.8053742724024586,0.7982617864618867,0.8541266481212199,0.39993124222555176,0.49982809037182,0.39993124222555176,0.49982809037182,0.39993124222555176,0.49982809037182,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668
SSE,27.680276691587224,16.63597947589759,16.63597947589759,16.63597947589759,13.100818935267178,13.100818935267178,13.100818935267178,13.100818935267178,13.100818935267178,13.100818935267178,12.111557590307775,27.39799269855031,11.82344187126052,12.111557590307775,11.82344187126052,12.111557590307775,11.82344187126052,12.72810622983248,12.72810622983248,12.143797740170767,12.150460712671407,12.136396302116689,16.63597947589759,12.169274789768036,9.65888995108515,8.743403274591948,9.65888995108515,8.743403274591948,9.65888995108515,8.743403274591948,11.727852696802728,11.727852696802728,7.01128704680756,16.63597947589759,7.107230576129947,7.187450393435094,7.4468180307458685,10.34792533034825,8.080069524209986,10.34792533034825,8.080069524209986,10.34792533034825,8.080069524209986,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759
RS,0.04100755878674749,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,0.015225835529344962,0.015225835529344962,0.015225835529344962,0.015225835529344962,0.015225835529344962,0.015225835529344962,0.05773506221634301,0.02552684240507552,-0.0382255078612913,0.05773506221634301,-0.0382255078612913,0.05773506221634301,-0.0382255078612913,0.0027744950960659227,0.0027744950960659227,-0.02900466809018388,-0.027651531014846464,-0.02556541880803855,-0.0024640547795846787,-0.02514129519557243,-0.010070779015957662,0.03356040187530026,-0.010070779015957662,0.03356040187530026,-0.010070779015957662,0.03356040187530026,-0.041565430671541705,-0.041565430671541705,0.046288922098442084,-0.0024640547795846787,0.019764699133385057,-0.0035192899801581266,-0.05239057832558828,-0.2856073810771599,-0.05218077866798902,-0.2856073810771599,-0.05218077866798902,-0.2856073810771599,-0.05218077866798902,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787
DH,0.5179943957710789,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4040656284569559,0.4040656284569558,0.4040656284569559,0.4040656284569558,0.4040656284569559,0.4040656284569558,0.3677842829752598,0.5259262987761869,0.39431325086379376,0.3677842829752598,0.39431325086379376,0.3677842829752598,0.39431325086379376,0.352305581831372,0.35230558183137206,0.3857940411440706,0.3849324947197614,0.3844227333048442,0.4437981247994458,0.38371506759367985,0.35812580656138937,0.35736730412933404,0.35812580656138937,0.35736730412933404,0.35812580656138937,0.35736730412933404,0.3443656562064028,0.3443656562064028,0.34177905341643333,0.4437981247994458,0.3460718195346905,0.3514556628408769,0.35956732938165603,0.3739457686441065,0.3535615233906931,0.3739457686441065,0.3535615233906931,0.3739457686441065,0.3535615233906931,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458
