,labels_line_HDBSCAN_params1,labels_line_HDBSCAN_params10,labels_line_HDBSCAN_params11,labels_line_HDBSCAN_params12,labels_line_HDBSCAN_params13,labels_line_HDBSCAN_params14,labels_line_HDBSCAN_params15,labels_line_HDBSCAN_params16,labels_line_HDBSCAN_params17,labels_line_HDBSCAN_params18,labels_line_HDBSCAN_params19,labels_line_HDBSCAN_params2,labels_line_HDBSCAN_params20,labels_line_HDBSCAN_params21,labels_line_HDBSCAN_params22,labels_line_HDBSCAN_params23,labels_line_HDBSCAN_params24,labels_line_HDBSCAN_params25,labels_line_HDBSCAN_params26,labels_line_HDBSCAN_params27,labels_line_HDBSCAN_params28,labels_line_HDBSCAN_params29,labels_line_HDBSCAN_params3,labels_line_HDBSCAN_params30,labels_line_HDBSCAN_params31,labels_line_HDBSCAN_params32,labels_line_HDBSCAN_params33,labels_line_HDBSCAN_params34,labels_line_HDBSCAN_params35,labels_line_HDBSCAN_params36,labels_line_HDBSCAN_params37,labels_line_HDBSCAN_params38,labels_line_HDBSCAN_params39,labels_line_HDBSCAN_params4,labels_line_HDBSCAN_params40,labels_line_HDBSCAN_params41,labels_line_HDBSCAN_params42,labels_line_HDBSCAN_params43,labels_line_HDBSCAN_params44,labels_line_HDBSCAN_params45,labels_line_HDBSCAN_params46,labels_line_HDBSCAN_params47,labels_line_HDBSCAN_params48,labels_line_HDBSCAN_params49,labels_line_HDBSCAN_params5,labels_line_HDBSCAN_params50,labels_line_HDBSCAN_params51,labels_line_HDBSCAN_params52,labels_line_HDBSCAN_params53,labels_line_HDBSCAN_params54,labels_line_HDBSCAN_params55,labels_line_HDBSCAN_params56,labels_line_HDBSCAN_params57,labels_line_HDBSCAN_params58,labels_line_HDBSCAN_params59,labels_line_HDBSCAN_params6,labels_line_HDBSCAN_params60,labels_line_HDBSCAN_params61,labels_line_HDBSCAN_params62,labels_line_HDBSCAN_params63,labels_line_HDBSCAN_params7,labels_line_HDBSCAN_params8,labels_line_HDBSCAN_params9
B,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524,1.9383654825920524
BH,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024,62.063324850504024
D,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244,0.1650640228902244
H,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.6269518790318538
DBCV,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266,0.8876429964716266
I,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249,0.13356870944962249
C,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.49110723379951754
CDbw,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128,0.2201332635522128
VIASCKDE,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.7386916651225692
COP,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.21067086244491617
