,labels_line_HDBSCAN_params1,labels_line_HDBSCAN_params10,labels_line_HDBSCAN_params11,labels_line_HDBSCAN_params12,labels_line_HDBSCAN_params13,labels_line_HDBSCAN_params14,labels_line_HDBSCAN_params15,labels_line_HDBSCAN_params16,labels_line_HDBSCAN_params17,labels_line_HDBSCAN_params18,labels_line_HDBSCAN_params19,labels_line_HDBSCAN_params2,labels_line_HDBSCAN_params20,labels_line_HDBSCAN_params21,labels_line_HDBSCAN_params22,labels_line_HDBSCAN_params23,labels_line_HDBSCAN_params24,labels_line_HDBSCAN_params25,labels_line_HDBSCAN_params26,labels_line_HDBSCAN_params27,labels_line_HDBSCAN_params28,labels_line_HDBSCAN_params29,labels_line_HDBSCAN_params3,labels_line_HDBSCAN_params30,labels_line_HDBSCAN_params31,labels_line_HDBSCAN_params32,labels_line_HDBSCAN_params33,labels_line_HDBSCAN_params34,labels_line_HDBSCAN_params35,labels_line_HDBSCAN_params36,labels_line_HDBSCAN_params37,labels_line_HDBSCAN_params38,labels_line_HDBSCAN_params39,labels_line_HDBSCAN_params4,labels_line_HDBSCAN_params40,labels_line_HDBSCAN_params41,labels_line_HDBSCAN_params42,labels_line_HDBSCAN_params43,labels_line_HDBSCAN_params44,labels_line_HDBSCAN_params45,labels_line_HDBSCAN_params46,labels_line_HDBSCAN_params47,labels_line_HDBSCAN_params48,labels_line_HDBSCAN_params49,labels_line_HDBSCAN_params5,labels_line_HDBSCAN_params50,labels_line_HDBSCAN_params51,labels_line_HDBSCAN_params52,labels_line_HDBSCAN_params53,labels_line_HDBSCAN_params54,labels_line_HDBSCAN_params55,labels_line_HDBSCAN_params56,labels_line_HDBSCAN_params57,labels_line_HDBSCAN_params58,labels_line_HDBSCAN_params59,labels_line_HDBSCAN_params6,labels_line_HDBSCAN_params60,labels_line_HDBSCAN_params61,labels_line_HDBSCAN_params62,labels_line_HDBSCAN_params63,labels_line_HDBSCAN_params7,labels_line_HDBSCAN_params8,labels_line_HDBSCAN_params9
cSIL,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123
GD43,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424
GD53,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428
PS,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316
rCIP,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21
WB,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185
XB,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946
SSE,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806
RS,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833
DH,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872
