,labels_wingnut_KMeans_params1,labels_wingnut_KMeans_params10,labels_wingnut_KMeans_params11,labels_wingnut_KMeans_params12,labels_wingnut_KMeans_params13,labels_wingnut_KMeans_params14,labels_wingnut_KMeans_params15,labels_wingnut_KMeans_params16,labels_wingnut_KMeans_params17,labels_wingnut_KMeans_params18,labels_wingnut_KMeans_params19,labels_wingnut_KMeans_params2,labels_wingnut_KMeans_params20,labels_wingnut_KMeans_params21,labels_wingnut_KMeans_params22,labels_wingnut_KMeans_params23,labels_wingnut_KMeans_params24,labels_wingnut_KMeans_params25,labels_wingnut_KMeans_params26,labels_wingnut_KMeans_params27,labels_wingnut_KMeans_params28,labels_wingnut_KMeans_params29,labels_wingnut_KMeans_params3,labels_wingnut_KMeans_params30,labels_wingnut_KMeans_params31,labels_wingnut_KMeans_params32,labels_wingnut_KMeans_params33,labels_wingnut_KMeans_params34,labels_wingnut_KMeans_params35,labels_wingnut_KMeans_params36,labels_wingnut_KMeans_params37,labels_wingnut_KMeans_params38,labels_wingnut_KMeans_params39,labels_wingnut_KMeans_params4,labels_wingnut_KMeans_params40,labels_wingnut_KMeans_params41,labels_wingnut_KMeans_params42,labels_wingnut_KMeans_params43,labels_wingnut_KMeans_params44,labels_wingnut_KMeans_params45,labels_wingnut_KMeans_params46,labels_wingnut_KMeans_params47,labels_wingnut_KMeans_params48,labels_wingnut_KMeans_params49,labels_wingnut_KMeans_params5,labels_wingnut_KMeans_params50,labels_wingnut_KMeans_params51,labels_wingnut_KMeans_params52,labels_wingnut_KMeans_params53,labels_wingnut_KMeans_params54,labels_wingnut_KMeans_params6,labels_wingnut_KMeans_params7,labels_wingnut_KMeans_params8,labels_wingnut_KMeans_params9
B,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.3883524246047727,0.5259735972090329,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.5259735972090329,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.3883524246047727,0.2560748856179486,0.2560748856179486,0.256024446153984,0.5259735972090329,0.256024446153984,0.25618320118256677,0.25618320118256677,0.2560748856179486,0.2560748856179486,0.256024446153984,0.256024446153984,0.25618320118256677,0.25618320118256677,0.2560748856179486,0.5259735972090329,0.2560748856179486,0.256024446153984,0.256024446153984,0.25618320118256677,0.25618320118256677,0.5259735972090329,0.5259735972090329,0.5259735972090329,0.5259735972090329
BH,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913,75.30525868755899,159.5341696011913,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,159.5341696011913,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,75.30525868755899,37.858345825312924,37.858345825312924,37.85365152759613,159.5341696011913,37.85365152759613,37.85328784473212,37.85328784473212,37.858345825312924,37.858345825312924,37.85365152759613,37.85365152759613,37.85328784473212,37.85328784473212,37.858345825312924,159.5341696011913,37.858345825312924,37.85365152759613,37.85365152759613,37.85328784473212,37.85328784473212,159.5341696011913,159.5341696011913,159.5341696011913,159.5341696011913
D,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.2426108616439426,0.22268295661581552,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.22268295661581552,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.2426108616439426,0.327681104670958,0.327681104670958,0.327681104670958,0.22268295661581552,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.22268295661581552,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.327681104670958,0.22268295661581552,0.22268295661581552,0.22268295661581552,0.22268295661581552
H,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.5825150399692633,0.4158028206491731,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.4158028206491731,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.5825150399692633,0.61312877014745,0.61312877014745,0.6136246521282855,0.4158028206491731,0.6136246521282855,0.6152950030988316,0.6152950030988316,0.61312877014745,0.61312877014745,0.6136246521282855,0.6136246521282855,0.6152950030988316,0.6152950030988316,0.61312877014745,0.4158028206491731,0.61312877014745,0.6136246521282855,0.6136246521282855,0.6152950030988316,0.6152950030988316,0.4158028206491731,0.4158028206491731,0.4158028206491731,0.4158028206491731
DBCV,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.9211771565829148,-0.8961104337175932,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.8961104337175932,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9211771565829148,-0.9423338923588968,-0.9423338923588968,-0.9442468514017888,-0.8961104337175932,-0.9442468514017888,-0.9509826173919373,-0.9509826173919373,-0.9423338923588968,-0.9423338923588968,-0.9442468514017888,-0.9442468514017888,-0.9509826173919373,-0.9509826173919373,-0.9423338923588968,-0.8961104337175932,-0.9423338923588968,-0.9442468514017888,-0.9442468514017888,-0.9509826173919373,-0.9509826173919373,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932,-0.8961104337175932
I,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.5027738030245067,0.6455839700585708,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.6455839700585708,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5027738030245067,0.5683720259395393,0.5683720259395393,0.5724364678933399,0.6455839700585708,0.5724364678933399,0.5719025422634,0.5719025422634,0.5683720259395393,0.5683720259395393,0.5724364678933399,0.5724364678933399,0.5719025422634,0.5719025422634,0.5683720259395393,0.6455839700585708,0.5683720259395393,0.5724364678933399,0.5724364678933399,0.5719025422634,0.5719025422634,0.6455839700585708,0.6455839700585708,0.6455839700585708,0.6455839700585708
C,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.11579606210386424,0.14600615983957888,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.14600615983957888,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.11579606210386424,0.07392296820240518,0.07392296820240518,0.07426367813878745,0.14600615983957888,0.07426367813878745,0.07411487355001156,0.07411487355001156,0.07392296820240518,0.07392296820240518,0.07426367813878745,0.07426367813878745,0.07411487355001156,0.07411487355001156,0.07392296820240518,0.14600615983957888,0.07392296820240518,0.07426367813878745,0.07426367813878745,0.07411487355001156,0.07411487355001156,0.14600615983957888,0.14600615983957888,0.14600615983957888,0.14600615983957888
CDbw,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.010856501326208199,0.01315071861901854,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.01315071861901854,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.010856501326208199,0.03232115110036284,0.03232115110036284,0.03028004427348356,0.01315071861901854,0.03028004427348356,0.02401853467249441,0.02401853467249441,0.03232115110036284,0.03232115110036284,0.03028004427348356,0.03028004427348356,0.02401853467249441,0.02401853467249441,0.03232115110036284,0.01315071861901854,0.03232115110036284,0.03028004427348356,0.03028004427348356,0.02401853467249441,0.02401853467249441,0.01315071861901854,0.01315071861901854,0.01315071861901854,0.01315071861901854
VIASCKDE,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5600132193316651,0.5613741890322443,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5613741890322443,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5600132193316651,0.5422675426947745,0.5422675426947745,0.5404941591960858,0.5613741890322443,0.5404941591960858,0.5410166745245021,0.5410166745245021,0.5422675426947745,0.5422675426947745,0.5404941591960858,0.5404941591960858,0.5410166745245021,0.5410166745245021,0.5422675426947745,0.5613741890322443,0.5422675426947745,0.5404941591960858,0.5404941591960858,0.5410166745245021,0.5410166745245021,0.5613741890322443,0.5613741890322443,0.5613741890322443,0.5613741890322443
COP,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23532156466461224,0.23833376246101873,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23833376246101873,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.23532156466461224,0.25096682716722324,0.25096682716722324,0.2501541811248248,0.23833376246101873,0.2501541811248248,0.25006432220685176,0.25006432220685176,0.25096682716722324,0.25096682716722324,0.2501541811248248,0.2501541811248248,0.25006432220685176,0.25006432220685176,0.25096682716722324,0.23833376246101873,0.25096682716722324,0.2501541811248248,0.2501541811248248,0.25006432220685176,0.25006432220685176,0.23833376246101873,0.23833376246101873,0.23833376246101873,0.23833376246101873
Sym,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.011749323208423049,0.00893349475801317,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.00893349475801317,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.011749323208423049,0.015785121546048435,0.015785121546048435,0.0157224762197433,0.00893349475801317,0.0157224762197433,0.015747414750677605,0.015747414750677605,0.015785121546048435,0.015785121546048435,0.0157224762197433,0.0157224762197433,0.015747414750677605,0.015747414750677605,0.015785121546048435,0.00893349475801317,0.015785121546048435,0.0157224762197433,0.0157224762197433,0.015747414750677605,0.015747414750677605,0.00893349475801317,0.00893349475801317,0.00893349475801317,0.00893349475801317
CS,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.4026181184242992,1.5877276317217852,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.5877276317217852,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.4026181184242992,1.1251874621583973,1.1251874621583973,1.1264106863911492,1.5877276317217852,1.1264106863911492,1.128359828894958,1.128359828894958,1.1251874621583973,1.1251874621583973,1.1264106863911492,1.1264106863911492,1.128359828894958,1.128359828894958,1.1251874621583973,1.5877276317217852,1.1251874621583973,1.1264106863911492,1.1264106863911492,1.128359828894958,1.128359828894958,1.5877276317217852,1.5877276317217852,1.5877276317217852,1.5877276317217852
SF,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.27579635979238104,0.35101120540959707,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.35101120540959707,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.27579635979238104,0.2315263122856277,0.2315263122856277,0.23165432107623374,0.35101120540959707,0.23165432107623374,0.23182535233901458,0.23182535233901458,0.2315263122856277,0.2315263122856277,0.23165432107623374,0.23165432107623374,0.23182535233901458,0.23182535233901458,0.2315263122856277,0.35101120540959707,0.2315263122856277,0.23165432107623374,0.23165432107623374,0.23182535233901458,0.23182535233901458,0.35101120540959707,0.35101120540959707,0.35101120540959707,0.35101120540959707
SD,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661,4383798.799554244,5904985.448512661,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,5904985.448512661,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,4383798.799554244,2941333.814594326,2941333.814594326,2941956.6659167,5904985.448512661,2941956.6659167,2940730.9651908125,2940730.9651908125,2941333.814594326,2941333.814594326,2941956.6659167,2941956.6659167,2940730.9651908125,2940730.9651908125,2941333.814594326,5904985.448512661,2941333.814594326,2941956.6659167,2941956.6659167,2940730.9651908125,2940730.9651908125,5904985.448512661,5904985.448512661,5904985.448512661,5904985.448512661
SDbw,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551,1.1832438341086842,1.379904276649551,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.379904276649551,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,1.1832438341086842,0.9616303406136113,0.9616303406136113,0.960654049112664,1.379904276649551,0.960654049112664,0.9569462714595418,0.9569462714595418,0.9616303406136113,0.9616303406136113,0.960654049112664,0.960654049112664,0.9569462714595418,0.9569462714595418,0.9616303406136113,1.379904276649551,0.9616303406136113,0.960654049112664,0.960654049112664,0.9569462714595418,0.9569462714595418,1.379904276649551,1.379904276649551,1.379904276649551,1.379904276649551
