,labels_wingnut_KMeans_params1,labels_wingnut_KMeans_params10,labels_wingnut_KMeans_params11,labels_wingnut_KMeans_params12,labels_wingnut_KMeans_params13,labels_wingnut_KMeans_params14,labels_wingnut_KMeans_params15,labels_wingnut_KMeans_params16,labels_wingnut_KMeans_params17,labels_wingnut_KMeans_params18,labels_wingnut_KMeans_params19,labels_wingnut_KMeans_params2,labels_wingnut_KMeans_params20,labels_wingnut_KMeans_params21,labels_wingnut_KMeans_params22,labels_wingnut_KMeans_params23,labels_wingnut_KMeans_params24,labels_wingnut_KMeans_params25,labels_wingnut_KMeans_params26,labels_wingnut_KMeans_params27,labels_wingnut_KMeans_params28,labels_wingnut_KMeans_params29,labels_wingnut_KMeans_params3,labels_wingnut_KMeans_params30,labels_wingnut_KMeans_params31,labels_wingnut_KMeans_params32,labels_wingnut_KMeans_params33,labels_wingnut_KMeans_params34,labels_wingnut_KMeans_params35,labels_wingnut_KMeans_params36,labels_wingnut_KMeans_params37,labels_wingnut_KMeans_params38,labels_wingnut_KMeans_params39,labels_wingnut_KMeans_params4,labels_wingnut_KMeans_params40,labels_wingnut_KMeans_params41,labels_wingnut_KMeans_params42,labels_wingnut_KMeans_params43,labels_wingnut_KMeans_params44,labels_wingnut_KMeans_params45,labels_wingnut_KMeans_params46,labels_wingnut_KMeans_params47,labels_wingnut_KMeans_params48,labels_wingnut_KMeans_params49,labels_wingnut_KMeans_params5,labels_wingnut_KMeans_params50,labels_wingnut_KMeans_params51,labels_wingnut_KMeans_params52,labels_wingnut_KMeans_params53,labels_wingnut_KMeans_params54,labels_wingnut_KMeans_params6,labels_wingnut_KMeans_params7,labels_wingnut_KMeans_params8,labels_wingnut_KMeans_params9
cSIL,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.8040256943205986,0.7920985896754135,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.7920985896754135,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8040256943205986,0.8454025348439995,0.8454025348439995,0.8451979637839614,0.7920985896754135,0.8451979637839614,0.8448431596535022,0.8448431596535022,0.8454025348439995,0.8454025348439995,0.8451979637839614,0.8451979637839614,0.8448431596535022,0.8448431596535022,0.8454025348439995,0.7920985896754135,0.8454025348439995,0.8451979637839614,0.8451979637839614,0.8448431596535022,0.8448431596535022,0.7920985896754135,0.7920985896754135,0.7920985896754135,0.7920985896754135
GD43,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977,2.04844300912262,1.7415498183383977,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,1.7415498183383977,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.04844300912262,2.5413913826326695,2.5413913826326695,2.5208165174115464,1.7415498183383977,2.5208165174115464,2.5443866764618033,2.5443866764618033,2.5413913826326695,2.5413913826326695,2.5208165174115464,2.5208165174115464,2.5443866764618033,2.5443866764618033,2.5413913826326695,1.7415498183383977,2.5413913826326695,2.5208165174115464,2.5208165174115464,2.5443866764618033,2.5443866764618033,1.7415498183383977,1.7415498183383977,1.7415498183383977,1.7415498183383977
GD53,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.469734241076087,0.4999999971977971,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.4999999971977971,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.469734241076087,0.3571880151840978,0.3571880151840978,0.3521915317610572,0.4999999971977971,0.3521915317610572,0.35677326863775216,0.35677326863775216,0.3571880151840978,0.3571880151840978,0.3521915317610572,0.3521915317610572,0.35677326863775216,0.35677326863775216,0.3571880151840978,0.4999999971977971,0.3571880151840978,0.3521915317610572,0.3521915317610572,0.35677326863775216,0.35677326863775216,0.4999999971977971,0.4999999971977971,0.4999999971977971,0.4999999971977971
PS,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,2.126062496904139,1.9633687222225316,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,1.9633687222225316,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.126062496904139,2.6257777909429874,2.6257777909429874,2.654454154411897,1.9633687222225316,2.654454154411897,2.651426551962766,2.651426551962766,2.6257777909429874,2.6257777909429874,2.654454154411897,2.654454154411897,2.651426551962766,2.651426551962766,2.6257777909429874,1.9633687222225316,2.6257777909429874,2.654454154411897,2.654454154411897,2.651426551962766,2.651426551962766,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316
rCIP,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.11781478248191256,0.03626786975529512,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.03626786975529512,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.11781478248191256,0.2737405391462866,0.2737405391462866,0.27459289040209545,0.03626786975529512,0.27459289040209545,0.2738512007800572,0.2738512007800572,0.2737405391462866,0.2737405391462866,0.27459289040209545,0.27459289040209545,0.2738512007800572,0.2738512007800572,0.2737405391462866,0.03626786975529512,0.2737405391462866,0.27459289040209545,0.27459289040209545,0.2738512007800572,0.2738512007800572,0.03626786975529512,0.03626786975529512,0.03626786975529512,0.03626786975529512
WB,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659,1.706901512942462,2.099752864448659,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,2.099752864448659,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.706901512942462,1.2845711636964208,1.2845711636964208,1.2843607375849053,2.099752864448659,1.2843607375849053,1.284344435873305,1.284344435873305,1.2845711636964208,1.2845711636964208,1.2843607375849053,1.2843607375849053,1.284344435873305,1.284344435873305,1.2845711636964208,2.099752864448659,1.2845711636964208,1.2843607375849053,1.2843607375849053,1.284344435873305,1.284344435873305,2.099752864448659,2.099752864448659,2.099752864448659,2.099752864448659
XB,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.2481124659836787,0.26246910805608237,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.26246910805608237,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.2481124659836787,0.1755939306430229,0.1755939306430229,0.1756664995911993,0.26246910805608237,0.1756664995911993,0.17524476605456793,0.17524476605456793,0.1755939306430229,0.1755939306430229,0.1756664995911993,0.1756664995911993,0.17524476605456793,0.17524476605456793,0.1755939306430229,0.26246910805608237,0.1755939306430229,0.1756664995911993,0.1756664995911993,0.17524476605456793,0.17524476605456793,0.26246910805608237,0.26246910805608237,0.26246910805608237,0.26246910805608237
SSE,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256,225.915776062677,319.06833920238256,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,319.06833920238256,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,225.915776062677,151.4333833012517,151.4333833012517,151.4146061103845,319.06833920238256,151.4146061103845,151.41315137892852,151.41315137892852,151.4333833012517,151.4333833012517,151.4146061103845,151.4146061103845,151.41315137892852,151.41315137892852,151.4333833012517,319.06833920238256,151.4333833012517,151.4146061103845,151.4146061103845,151.41315137892852,151.41315137892852,319.06833920238256,319.06833920238256,319.06833920238256,319.06833920238256
RS,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.07012734360948077,-0.024331433563634007,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.024331433563634007,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.07012734360948077,-0.013500333878492836,-0.013500333878492836,-0.013225211989634498,-0.024331433563634007,-0.013225211989634498,-0.01285133543059583,-0.01285133543059583,-0.013500333878492836,-0.013500333878492836,-0.013225211989634498,-0.013225211989634498,-0.01285133543059583,-0.01285133543059583,-0.013500333878492836,-0.024331433563634007,-0.013500333878492836,-0.013225211989634498,-0.013225211989634498,-0.01285133543059583,-0.01285133543059583,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007,-0.024331433563634007
DH,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.48454620153706374,0.5415673164689762,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.5415673164689762,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.48454620153706374,0.4281231582821599,0.4281231582821599,0.4280694568013993,0.5415673164689762,0.4280694568013993,0.4279499425564403,0.4279499425564403,0.4281231582821599,0.4281231582821599,0.4280694568013993,0.4280694568013993,0.4279499425564403,0.4279499425564403,0.4281231582821599,0.5415673164689762,0.4281231582821599,0.4280694568013993,0.4280694568013993,0.4279499425564403,0.4279499425564403,0.5415673164689762,0.5415673164689762,0.5415673164689762,0.5415673164689762
