,labels_mk1_SpectralClustering_params1,labels_mk1_SpectralClustering_params10,labels_mk1_SpectralClustering_params11,labels_mk1_SpectralClustering_params12,labels_mk1_SpectralClustering_params13,labels_mk1_SpectralClustering_params14,labels_mk1_SpectralClustering_params15,labels_mk1_SpectralClustering_params16,labels_mk1_SpectralClustering_params17,labels_mk1_SpectralClustering_params18,labels_mk1_SpectralClustering_params19,labels_mk1_SpectralClustering_params2,labels_mk1_SpectralClustering_params20,labels_mk1_SpectralClustering_params21,labels_mk1_SpectralClustering_params22,labels_mk1_SpectralClustering_params23,labels_mk1_SpectralClustering_params24,labels_mk1_SpectralClustering_params25,labels_mk1_SpectralClustering_params26,labels_mk1_SpectralClustering_params27,labels_mk1_SpectralClustering_params28,labels_mk1_SpectralClustering_params29,labels_mk1_SpectralClustering_params3,labels_mk1_SpectralClustering_params30,labels_mk1_SpectralClustering_params31,labels_mk1_SpectralClustering_params32,labels_mk1_SpectralClustering_params33,labels_mk1_SpectralClustering_params34,labels_mk1_SpectralClustering_params35,labels_mk1_SpectralClustering_params36,labels_mk1_SpectralClustering_params37,labels_mk1_SpectralClustering_params38,labels_mk1_SpectralClustering_params39,labels_mk1_SpectralClustering_params4,labels_mk1_SpectralClustering_params40,labels_mk1_SpectralClustering_params41,labels_mk1_SpectralClustering_params42,labels_mk1_SpectralClustering_params43,labels_mk1_SpectralClustering_params44,labels_mk1_SpectralClustering_params45,labels_mk1_SpectralClustering_params46,labels_mk1_SpectralClustering_params47,labels_mk1_SpectralClustering_params48,labels_mk1_SpectralClustering_params5,labels_mk1_SpectralClustering_params6,labels_mk1_SpectralClustering_params7,labels_mk1_SpectralClustering_params8,labels_mk1_SpectralClustering_params9
VMI,0.6906468513044546,0.733680436651212,0.6764502670123277,0.733680436651212,0.982992973307664,0.9829929733076642,0.9659698982538926,0.9659698982538926,0.9659698982538926,0.9659698982538926,0.9659698982538926,0.6906468513044546,0.9659698982538926,0.9659698982538926,0.9659698982538926,0.9659698982538926,0.9659698982538926,0.8982122543916095,0.8973265840391093,0.881679516788856,0.881679516788856,0.895869038880007,0.733680436651212,0.895869038880007,0.6990366781772039,0.7302674913473604,0.6990366781772039,0.7302674913473604,0.6990366781772039,0.7302674913473604,0.8205318268205449,0.8024751819919578,0.8064482021492255,0.733680436651212,0.8066337871456334,0.8194804841912815,0.8190002509464094,0.5841004795845985,0.5975101213397278,0.5841004795845985,0.5975101213397278,0.5841004795845985,0.5975101213397278,0.733680436651212,0.733680436651212,0.6764502670123277,0.733680436651212,0.6764502670123277
