,labels_flame_DBSCAN_params21,labels_flame_DBSCAN_params26,labels_flame_DBSCAN_params27,labels_flame_DBSCAN_params33,labels_flame_DBSCAN_params38,labels_flame_DBSCAN_params44
BARI_nn,0.16386362519978992,0.4449842978233195,0.5070690777162432,1.0,0.9660055257405425,0.84860369964778
