,labels_x1_KMeans_params1,labels_x1_KMeans_params10,labels_x1_KMeans_params11,labels_x1_KMeans_params12,labels_x1_KMeans_params13,labels_x1_KMeans_params14,labels_x1_KMeans_params15,labels_x1_KMeans_params16,labels_x1_KMeans_params17,labels_x1_KMeans_params18,labels_x1_KMeans_params19,labels_x1_KMeans_params2,labels_x1_KMeans_params20,labels_x1_KMeans_params21,labels_x1_KMeans_params22,labels_x1_KMeans_params23,labels_x1_KMeans_params24,labels_x1_KMeans_params25,labels_x1_KMeans_params26,labels_x1_KMeans_params27,labels_x1_KMeans_params28,labels_x1_KMeans_params29,labels_x1_KMeans_params3,labels_x1_KMeans_params30,labels_x1_KMeans_params31,labels_x1_KMeans_params32,labels_x1_KMeans_params33,labels_x1_KMeans_params34,labels_x1_KMeans_params35,labels_x1_KMeans_params36,labels_x1_KMeans_params37,labels_x1_KMeans_params38,labels_x1_KMeans_params39,labels_x1_KMeans_params4,labels_x1_KMeans_params40,labels_x1_KMeans_params41,labels_x1_KMeans_params42,labels_x1_KMeans_params43,labels_x1_KMeans_params44,labels_x1_KMeans_params45,labels_x1_KMeans_params46,labels_x1_KMeans_params47,labels_x1_KMeans_params48,labels_x1_KMeans_params49,labels_x1_KMeans_params5,labels_x1_KMeans_params50,labels_x1_KMeans_params51,labels_x1_KMeans_params52,labels_x1_KMeans_params53,labels_x1_KMeans_params54,labels_x1_KMeans_params55,labels_x1_KMeans_params56,labels_x1_KMeans_params57,labels_x1_KMeans_params58,labels_x1_KMeans_params59,labels_x1_KMeans_params6,labels_x1_KMeans_params60,labels_x1_KMeans_params61,labels_x1_KMeans_params62,labels_x1_KMeans_params63,labels_x1_KMeans_params64,labels_x1_KMeans_params65,labels_x1_KMeans_params66,labels_x1_KMeans_params67,labels_x1_KMeans_params68,labels_x1_KMeans_params69,labels_x1_KMeans_params7,labels_x1_KMeans_params70,labels_x1_KMeans_params71,labels_x1_KMeans_params72,labels_x1_KMeans_params8,labels_x1_KMeans_params9
cSIL,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.939534721888388,0.9593422711859748,0.939534721888388,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.939534721888388,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.939534721888388,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.939534721888388,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.8579208070119315,0.7798286962485658,0.7798286962485658,0.7747218097306654,0.7747218097306654,0.7747218097306654,0.939534721888388,0.7747218097306654,0.7798286962485658,0.7798286962485658,0.7747218097306654,0.7747218097306654,0.7747218097306654,0.7747218097306654,0.7798286962485658,0.7798286962485658,0.7747218097306654,0.939534721888388,0.7747218097306654,0.7747218097306654,0.7747218097306654,0.939534721888388,0.939534721888388
GD43,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,3.1496955734109955,6.856792571588086,3.1496955734109955,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,3.1496955734109955,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.1496955734109955,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.1496955734109955,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.8117714010230603,3.220408859284522,3.220408859284522,3.260695386863642,3.260695386863642,3.260695386863642,3.1496955734109955,3.260695386863642,3.220408859284522,3.220408859284522,3.260695386863642,3.260695386863642,3.260695386863642,3.260695386863642,3.220408859284522,3.220408859284522,3.260695386863642,3.1496955734109955,3.260695386863642,3.260695386863642,3.260695386863642,3.1496955734109955,3.1496955734109955
GD53,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.333149649750209,0.23831401088648665,0.333149649750209,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.333149649750209,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.333149649750209,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.333149649750209,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.21737267969088986,0.19369277915385436,0.19369277915385436,0.19611582847157105,0.19611582847157105,0.19611582847157105,0.333149649750209,0.19611582847157105,0.19369277915385436,0.19369277915385436,0.19611582847157105,0.19611582847157105,0.19611582847157105,0.19611582847157105,0.19369277915385436,0.19369277915385436,0.19611582847157105,0.333149649750209,0.19611582847157105,0.19611582847157105,0.19611582847157105,0.333149649750209,0.333149649750209
PS,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.7024991570051402,1.633995685964443,1.7024991570051402,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.7024991570051402,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,1.633995685964443,0.29581056779700243,0.29581056779700243,0.29581056779700243,1.7024991570051402,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,1.7024991570051402,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.29581056779700243,0.20212608774537166,0.20212608774537166,0.16005919852241068,0.16005919852241068,0.16005919852241068,1.7024991570051402,0.16005919852241068,0.20212608774537166,0.20212608774537166,0.16005919852241068,0.16005919852241068,0.16005919852241068,0.16005919852241068,0.20212608774537166,0.20212608774537166,0.16005919852241068,1.7024991570051402,0.16005919852241068,0.16005919852241068,0.16005919852241068,1.7024991570051402,1.7024991570051402
rCIP,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.01572419705938687,0.00041055496104145295,0.01572419705938687,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.01572419705938687,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.01572419705938687,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.01572419705938687,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.3364447180488427,0.772747925562976,0.772747925562976,0.8906704881248382,0.8906704881248382,0.8906704881248382,0.01572419705938687,0.8906704881248382,0.772747925562976,0.772747925562976,0.8906704881248382,0.8906704881248382,0.8906704881248382,0.8906704881248382,0.772747925562976,0.772747925562976,0.8906704881248382,0.01572419705938687,0.8906704881248382,0.8906704881248382,0.8906704881248382,0.01572419705938687,0.01572419705938687
WB,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.5621483602283736,0.18859816251038417,0.5621483602283736,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.5621483602283736,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.5621483602283736,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.5621483602283736,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.1972411261330901,0.19472699683302566,0.19472699683302566,0.19432620625267458,0.19432620625267458,0.19432620625267458,0.5621483602283736,0.19432620625267458,0.19472699683302566,0.19472699683302566,0.19432620625267458,0.19432620625267458,0.19432620625267458,0.19432620625267458,0.19472699683302566,0.19472699683302566,0.19432620625267458,0.5621483602283736,0.19432620625267458,0.19432620625267458,0.19432620625267458,0.5621483602283736,0.5621483602283736
XB,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.06868750276540439,0.051335642705118395,0.06868750276540439,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.06868750276540439,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.06868750276540439,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.06868750276540439,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.2931918468011353,0.40478571949447845,0.40478571949447845,0.40398375100101086,0.40398375100101086,0.40398375100101086,0.06868750276540439,0.40398375100101086,0.40478571949447845,0.40478571949447845,0.40398375100101086,0.40398375100101086,0.40398375100101086,0.40398375100101086,0.40478571949447845,0.40478571949447845,0.40398375100101086,0.06868750276540439,0.40398375100101086,0.40398375100101086,0.40398375100101086,0.06868750276540439,0.06868750276540439
SSE,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,19.54542330784666,5.269095523013269,19.54542330784666,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,19.54542330784666,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,4.186315543023178,4.186315543023178,4.186315543023178,19.54542330784666,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,19.54542330784666,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,4.186315543023178,3.3393492578344786,3.3393492578344786,3.3327332811226222,3.3327332811226222,3.3327332811226222,19.54542330784666,3.3327332811226222,3.3393492578344786,3.3393492578344786,3.3327332811226222,3.3327332811226222,3.3327332811226222,3.3327332811226222,3.3393492578344786,3.3393492578344786,3.3327332811226222,19.54542330784666,3.3327332811226222,3.3327332811226222,3.3327332811226222,19.54542330784666,19.54542330784666
RS,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.5999724305375548,0.8343243760152184,0.5999724305375548,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.5999724305375548,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.5999724305375548,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.5999724305375548,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8167979856196597,0.8029517360767006,0.8029517360767006,0.8030071154118558,0.8030071154118558,0.8030071154118558,0.5999724305375548,0.8030071154118558,0.8029517360767006,0.8029517360767006,0.8030071154118558,0.8030071154118558,0.8030071154118558,0.8030071154118558,0.8029517360767006,0.8029517360767006,0.8030071154118558,0.5999724305375548,0.8030071154118558,0.8030071154118558,0.8030071154118558,0.5999724305375548,0.5999724305375548
DH,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.2779457111293339,0.17049143996010255,0.2779457111293339,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.2779457111293339,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.2779457111293339,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.2779457111293339,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.1763099308950206,0.17223069903165103,0.17223069903165103,0.17275738118230438,0.17275738118230438,0.17275738118230438,0.2779457111293339,0.17275738118230438,0.17223069903165103,0.17223069903165103,0.17275738118230438,0.17275738118230438,0.17275738118230438,0.17275738118230438,0.17223069903165103,0.17223069903165103,0.17275738118230438,0.2779457111293339,0.17275738118230438,0.17275738118230438,0.17275738118230438,0.2779457111293339,0.2779457111293339
