,labels_sonar_MeanShift_params1,labels_sonar_MeanShift_params11,labels_sonar_MeanShift_params13,labels_sonar_MeanShift_params15,labels_sonar_MeanShift_params17,labels_sonar_MeanShift_params19,labels_sonar_MeanShift_params2,labels_sonar_MeanShift_params21,labels_sonar_MeanShift_params23,labels_sonar_MeanShift_params25,labels_sonar_MeanShift_params3,labels_sonar_MeanShift_params4,labels_sonar_MeanShift_params5,labels_sonar_MeanShift_params7,labels_sonar_MeanShift_params8,labels_sonar_MeanShift_params9
BARI_nn,-0.0002800535871767771,-0.004639375758057782,-0.004753573568698695,-0.004343924761536169,-0.0038614040917752447,-0.0038213825943028126,0.00111350815501991,-0.0038759581548127773,-0.0037856258257984617,-0.00308088908341123,-0.00469347960631898,-0.0014763492190035213,-0.004753573568698695,-0.004657791221467845,-0.0014763492190035213,-0.004753573568698695
