,labels_zigzag_KMeans_params1,labels_zigzag_KMeans_params10,labels_zigzag_KMeans_params11,labels_zigzag_KMeans_params12,labels_zigzag_KMeans_params13,labels_zigzag_KMeans_params14,labels_zigzag_KMeans_params15,labels_zigzag_KMeans_params16,labels_zigzag_KMeans_params17,labels_zigzag_KMeans_params18,labels_zigzag_KMeans_params19,labels_zigzag_KMeans_params2,labels_zigzag_KMeans_params20,labels_zigzag_KMeans_params21,labels_zigzag_KMeans_params22,labels_zigzag_KMeans_params23,labels_zigzag_KMeans_params24,labels_zigzag_KMeans_params25,labels_zigzag_KMeans_params26,labels_zigzag_KMeans_params27,labels_zigzag_KMeans_params28,labels_zigzag_KMeans_params29,labels_zigzag_KMeans_params3,labels_zigzag_KMeans_params30,labels_zigzag_KMeans_params31,labels_zigzag_KMeans_params32,labels_zigzag_KMeans_params33,labels_zigzag_KMeans_params34,labels_zigzag_KMeans_params35,labels_zigzag_KMeans_params36,labels_zigzag_KMeans_params37,labels_zigzag_KMeans_params38,labels_zigzag_KMeans_params39,labels_zigzag_KMeans_params4,labels_zigzag_KMeans_params40,labels_zigzag_KMeans_params41,labels_zigzag_KMeans_params42,labels_zigzag_KMeans_params43,labels_zigzag_KMeans_params44,labels_zigzag_KMeans_params45,labels_zigzag_KMeans_params46,labels_zigzag_KMeans_params47,labels_zigzag_KMeans_params48,labels_zigzag_KMeans_params49,labels_zigzag_KMeans_params5,labels_zigzag_KMeans_params50,labels_zigzag_KMeans_params51,labels_zigzag_KMeans_params52,labels_zigzag_KMeans_params53,labels_zigzag_KMeans_params54,labels_zigzag_KMeans_params55,labels_zigzag_KMeans_params56,labels_zigzag_KMeans_params57,labels_zigzag_KMeans_params58,labels_zigzag_KMeans_params59,labels_zigzag_KMeans_params6,labels_zigzag_KMeans_params60,labels_zigzag_KMeans_params61,labels_zigzag_KMeans_params62,labels_zigzag_KMeans_params63,labels_zigzag_KMeans_params64,labels_zigzag_KMeans_params65,labels_zigzag_KMeans_params66,labels_zigzag_KMeans_params67,labels_zigzag_KMeans_params68,labels_zigzag_KMeans_params69,labels_zigzag_KMeans_params7,labels_zigzag_KMeans_params70,labels_zigzag_KMeans_params71,labels_zigzag_KMeans_params72,labels_zigzag_KMeans_params8,labels_zigzag_KMeans_params9
B,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.47310191085330205,0.31607177183599156,0.47310191085330205,0.31607177183599156,0.3160717718359915,0.3160717718359915,0.3160717718359915,0.3160717718359915,0.31607177183599156,0.31607177183599156,0.3160717718359915,0.3160717718359915,0.3160717718359915,0.47310191085330205,0.3160717718359915,0.31607177183599156,0.31607177183599156,0.3160717718359915,0.3160717718359915,0.3160717718359915,0.3160717718359915,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.47310191085330205,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.47310191085330205,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.18616897857928819,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.47310191085330205,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.47310191085330205,0.13557707209202796,0.13557707209202796,0.13557707209202796,0.47310191085330205,0.47310191085330205
BH,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,30.854095637006044,13.753460972573672,30.854095637006044,13.753460972573672,13.75346097257367,13.75346097257367,13.75346097257367,13.75346097257367,13.753460972573672,13.753460972573672,13.75346097257367,13.75346097257367,13.75346097257367,30.854095637006044,13.75346097257367,13.753460972573672,13.753460972573672,13.75346097257367,13.75346097257367,13.75346097257367,13.75346097257367,6.075933748491256,6.075933748491256,6.075933748491256,30.854095637006044,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,30.854095637006044,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,6.075933748491256,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,30.854095637006044,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,3.9811986538462074,30.854095637006044,3.9811986538462074,3.9811986538462074,3.9811986538462074,30.854095637006044,30.854095637006044
D,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3189512654436291,0.3567427170583913,0.3189512654436291,0.3567427170583913,0.35796525259869755,0.35796525259869755,0.35796525259869755,0.35796525259869755,0.3567427170583913,0.3567427170583913,0.35796525259869755,0.35796525259869755,0.35796525259869755,0.3189512654436291,0.35796525259869755,0.3567427170583913,0.3567427170583913,0.35796525259869755,0.35796525259869755,0.35796525259869755,0.35796525259869755,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.3189512654436291,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.3189512654436291,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.5107042091854962,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3189512654436291,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3189512654436291,0.3589605267438704,0.3589605267438704,0.3589605267438704,0.3189512654436291,0.3189512654436291
H,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.37994718899002017,0.45835012222534965,0.37994718899002017,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.37994718899002017,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.45835012222534965,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.37994718899002017,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.37994718899002017,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.5073643219045116,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.37994718899002017,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.37994718899002017,0.7357962232583601,0.7357962232583601,0.7357962232583601,0.37994718899002017,0.37994718899002017
DBCV,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.9381191018493893,-0.7648815950079941,-0.9381191018493893,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.9381191018493893,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7648815950079941,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.9381191018493893,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.9381191018493893,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.7698554898596041,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.9381191018493893,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.9381191018493893,-0.5220446628027021,-0.5220446628027021,-0.5220446628027021,-0.9381191018493893,-0.9381191018493893
I,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.6781492918214435,0.5366983365192844,0.6781492918214435,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.6781492918214435,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.5366983365192844,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6781492918214435,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6781492918214435,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.6578918733629213,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.6781492918214435,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.6781492918214435,0.7616300041168405,0.7616300041168405,0.7616300041168405,0.6781492918214435,0.6781492918214435
C,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.11815282973251418,0.09157422411958051,0.11815282973251418,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.11815282973251418,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.09157422411958051,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.11815282973251418,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.11815282973251418,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.04263119331535329,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.11815282973251418,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.11815282973251418,0.03893301359964153,0.03893301359964153,0.03893301359964153,0.11815282973251418,0.11815282973251418
CDbw,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.011840041707579043,0.06860727290603161,0.011840041707579043,0.06860727290603161,0.07052099338109385,0.07052099338109385,0.07052099338109385,0.07052099338109385,0.06860727290603161,0.06860727290603161,0.07052099338109385,0.07052099338109385,0.07052099338109385,0.011840041707579043,0.07052099338109385,0.06860727290603161,0.06860727290603161,0.07052099338109385,0.07052099338109385,0.07052099338109385,0.07052099338109385,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.011840041707579043,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.011840041707579043,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.3575752709041952,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.011840041707579043,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.011840041707579043,0.20933301174374827,0.20933301174374827,0.20933301174374827,0.011840041707579043,0.011840041707579043
VIASCKDE,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.45792836614032545,0.5043017662369123,0.45792836614032545,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.45792836614032545,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5043017662369123,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.45792836614032545,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.45792836614032545,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5504049961108277,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.45792836614032545,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.45792836614032545,0.5778075460251263,0.5778075460251263,0.5778075460251263,0.45792836614032545,0.45792836614032545
COP,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.20752655828906943,0.18709116027229075,0.20752655828906943,0.18709116027229075,0.18709116027229072,0.18709116027229072,0.18709116027229072,0.18709116027229072,0.18709116027229075,0.18709116027229075,0.18709116027229072,0.18709116027229072,0.18709116027229072,0.20752655828906943,0.18709116027229072,0.18709116027229075,0.18709116027229075,0.18709116027229072,0.18709116027229072,0.18709116027229072,0.18709116027229072,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.20752655828906943,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.20752655828906943,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.18096100509951996,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.20752655828906943,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.20752655828906943,0.1771263047312984,0.1771263047312984,0.1771263047312984,0.20752655828906943,0.20752655828906943
Sym,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.028461576824460856,0.02623083000353299,0.028461576824460856,0.02623083000353299,0.026230830003532983,0.026230830003532983,0.026230830003532983,0.026230830003532983,0.02623083000353299,0.02623083000353299,0.026230830003532983,0.026230830003532983,0.026230830003532983,0.028461576824460856,0.026230830003532983,0.02623083000353299,0.02623083000353299,0.026230830003532983,0.026230830003532983,0.026230830003532983,0.026230830003532983,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.028461576824460856,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.028461576824460856,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.02665371093536102,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.028461576824460856,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.028461576824460856,0.034593428445355574,0.034593428445355574,0.034593428445355574,0.028461576824460856,0.028461576824460856
CS,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.1647892199157832,1.0619883356811113,1.1647892199157832,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.1647892199157832,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,1.0619883356811113,0.9574555856676525,0.9574555856676525,0.9574555856676525,1.1647892199157832,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,1.1647892199157832,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,0.9574555856676525,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.1647892199157832,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.1647892199157832,1.0336726680005799,1.0336726680005799,1.0336726680005799,1.1647892199157832,1.1647892199157832
SF,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.3900281369218509,0.33353225455325375,0.3900281369218509,0.33353225455325375,0.33353225455325386,0.33353225455325386,0.33353225455325386,0.33353225455325386,0.33353225455325375,0.33353225455325375,0.33353225455325386,0.33353225455325386,0.33353225455325386,0.3900281369218509,0.33353225455325386,0.33353225455325375,0.33353225455325375,0.33353225455325386,0.33353225455325386,0.33353225455325386,0.33353225455325386,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.3900281369218509,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.3900281369218509,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.2974625440377824,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.3900281369218509,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.3900281369218509,0.27140718309732215,0.27140718309732215,0.27140718309732215,0.3900281369218509,0.3900281369218509
SD,605427.749317112,605427.749317112,605427.749317112,605427.749317112,605427.749317112,605427.749317112,605427.749317112,605427.749317112,605427.749317112,605427.749317112,373941.31390135485,605427.749317112,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,605427.749317112,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,373941.31390135485,233002.07879041063,233002.07879041063,233002.07879041063,605427.749317112,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,605427.749317112,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,233002.07879041063,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,605427.749317112,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,194414.58501047932,605427.749317112,194414.58501047932,194414.58501047932,194414.58501047932,605427.749317112,605427.749317112
SDbw,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.3697019548105893,1.0260575447220106,1.3697019548105893,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.3697019548105893,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,1.0260575447220106,0.753971860071347,0.753971860071347,0.753971860071347,1.3697019548105893,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,1.3697019548105893,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.753971860071347,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,1.3697019548105893,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,0.5706570907156656,1.3697019548105893,0.5706570907156656,0.5706570907156656,0.5706570907156656,1.3697019548105893,1.3697019548105893
XB*,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.24396157797459228,0.2916344608257962,0.24396157797459228,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.24396157797459228,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.2916344608257962,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.24396157797459228,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.24396157797459228,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.16959332104678237,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.24396157797459228,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.24396157797459228,0.3252538619383211,0.3252538619383211,0.3252538619383211,0.24396157797459228,0.24396157797459228
S,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.47328287590806056,0.4798373686938003,0.47328287590806056,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.47328287590806056,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.4798373686938003,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.47328287590806056,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.47328287590806056,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.5311859494871467,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.47328287590806056,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.53153200339168,0.47328287590806056,0.53153200339168,0.53153200339168,0.53153200339168,0.47328287590806056,0.47328287590806056
DB,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.8151440745883829,0.7195363440240353,0.8151440745883829,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.8151440745883829,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.7195363440240353,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.8151440745883829,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.8151440745883829,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.6949708193480066,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.8151440745883829,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.8151440745883829,0.7084694348752901,0.7084694348752901,0.7084694348752901,0.8151440745883829,0.8151440745883829
CH,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,264.1798694038442,257.95854218993094,264.1798694038442,257.95854218993094,257.958542189931,257.958542189931,257.958542189931,257.958542189931,257.95854218993094,257.95854218993094,257.958542189931,257.958542189931,257.958542189931,264.1798694038442,257.958542189931,257.95854218993094,257.95854218993094,257.958542189931,257.958542189931,257.958542189931,257.958542189931,347.9861555145422,347.9861555145422,347.9861555145422,264.1798694038442,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,264.1798694038442,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,347.9861555145422,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,264.1798694038442,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,330.88524778582126,264.1798694038442,330.88524778582126,330.88524778582126,330.88524778582126,264.1798694038442,264.1798694038442
AD-S,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.38051817093900786,0.20297100066570367,0.38051817093900786,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.38051817093900786,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.20297100066570367,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.38051817093900786,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.38051817093900786,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.3013971962177505,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.38051817093900786,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.38051817093900786,0.36208033220773034,0.36208033220773034,0.36208033220773034,0.38051817093900786,0.38051817093900786
