,labels_zigzag_KMeans_params1,labels_zigzag_KMeans_params10,labels_zigzag_KMeans_params11,labels_zigzag_KMeans_params12,labels_zigzag_KMeans_params13,labels_zigzag_KMeans_params14,labels_zigzag_KMeans_params15,labels_zigzag_KMeans_params16,labels_zigzag_KMeans_params17,labels_zigzag_KMeans_params18,labels_zigzag_KMeans_params19,labels_zigzag_KMeans_params2,labels_zigzag_KMeans_params20,labels_zigzag_KMeans_params21,labels_zigzag_KMeans_params22,labels_zigzag_KMeans_params23,labels_zigzag_KMeans_params24,labels_zigzag_KMeans_params25,labels_zigzag_KMeans_params26,labels_zigzag_KMeans_params27,labels_zigzag_KMeans_params28,labels_zigzag_KMeans_params29,labels_zigzag_KMeans_params3,labels_zigzag_KMeans_params30,labels_zigzag_KMeans_params31,labels_zigzag_KMeans_params32,labels_zigzag_KMeans_params33,labels_zigzag_KMeans_params34,labels_zigzag_KMeans_params35,labels_zigzag_KMeans_params36,labels_zigzag_KMeans_params37,labels_zigzag_KMeans_params38,labels_zigzag_KMeans_params39,labels_zigzag_KMeans_params4,labels_zigzag_KMeans_params40,labels_zigzag_KMeans_params41,labels_zigzag_KMeans_params42,labels_zigzag_KMeans_params43,labels_zigzag_KMeans_params44,labels_zigzag_KMeans_params45,labels_zigzag_KMeans_params46,labels_zigzag_KMeans_params47,labels_zigzag_KMeans_params48,labels_zigzag_KMeans_params49,labels_zigzag_KMeans_params5,labels_zigzag_KMeans_params50,labels_zigzag_KMeans_params51,labels_zigzag_KMeans_params52,labels_zigzag_KMeans_params53,labels_zigzag_KMeans_params54,labels_zigzag_KMeans_params55,labels_zigzag_KMeans_params56,labels_zigzag_KMeans_params57,labels_zigzag_KMeans_params58,labels_zigzag_KMeans_params59,labels_zigzag_KMeans_params6,labels_zigzag_KMeans_params60,labels_zigzag_KMeans_params61,labels_zigzag_KMeans_params62,labels_zigzag_KMeans_params63,labels_zigzag_KMeans_params64,labels_zigzag_KMeans_params65,labels_zigzag_KMeans_params66,labels_zigzag_KMeans_params67,labels_zigzag_KMeans_params68,labels_zigzag_KMeans_params69,labels_zigzag_KMeans_params7,labels_zigzag_KMeans_params70,labels_zigzag_KMeans_params71,labels_zigzag_KMeans_params72,labels_zigzag_KMeans_params8,labels_zigzag_KMeans_params9
cSIL,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8099113716787779,0.8409070576209418,0.8099113716787779,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8099113716787779,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.8409070576209418,0.872973643296044,0.872973643296044,0.872973643296044,0.8099113716787779,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.8099113716787779,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.872973643296044,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8099113716787779,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8099113716787779,0.8488409621480324,0.8488409621480324,0.8488409621480324,0.8099113716787779,0.8099113716787779
GD43,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9983854210394005,1.9895673881881173,1.9983854210394005,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9983854210394005,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,1.9895673881881173,3.604690302366167,3.604690302366167,3.604690302366167,1.9983854210394005,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,1.9983854210394005,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,3.604690302366167,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,1.9983854210394005,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,2.759906325106598,1.9983854210394005,2.759906325106598,2.759906325106598,2.759906325106598,1.9983854210394005,1.9983854210394005
GD53,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.48096419091603076,0.27807414024127297,0.48096419091603076,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.48096419091603076,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.27807414024127297,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.48096419091603076,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.48096419091603076,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.4050107397279858,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.48096419091603076,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.48096419091603076,0.26848915366475795,0.26848915366475795,0.26848915366475795,0.48096419091603076,0.48096419091603076
PS,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.9474957063495157,1.8790184608196896,1.9474957063495157,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.9474957063495157,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,1.8790184608196896,2.5604718921598537,2.5604718921598537,2.5604718921598537,1.9474957063495157,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,1.9474957063495157,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,2.5604718921598537,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.9474957063495157,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.327293368595008,1.9474957063495157,1.327293368595008,1.327293368595008,1.327293368595008,1.9474957063495157,1.9474957063495157
rCIP,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.01412103711199605,0.047513881649836234,0.01412103711199605,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.01412103711199605,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.047513881649836234,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.01412103711199605,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.01412103711199605,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.1397842496631252,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.01412103711199605,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.01412103711199605,0.08632153266422465,0.08632153266422465,0.08632153266422465,0.01412103711199605,0.01412103711199605
WB,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.8775086879983995,1.436277305859507,1.8775086879983995,1.436277305859507,1.4362773058595069,1.4362773058595069,1.4362773058595069,1.4362773058595069,1.436277305859507,1.436277305859507,1.4362773058595069,1.4362773058595069,1.4362773058595069,1.8775086879983995,1.4362773058595069,1.436277305859507,1.436277305859507,1.4362773058595069,1.4362773058595069,1.4362773058595069,1.4362773058595069,0.9425662337486097,0.9425662337486097,0.9425662337486097,1.8775086879983995,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,1.8775086879983995,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9425662337486097,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,1.8775086879983995,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,0.9255474580668903,1.8775086879983995,0.9255474580668903,0.9255474580668903,0.9255474580668903,1.8775086879983995,1.8775086879983995
XB,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.23467356593029598,0.22225330392306789,0.23467356593029598,0.22225330392306789,0.22225330392306786,0.22225330392306786,0.22225330392306786,0.22225330392306786,0.22225330392306789,0.22225330392306789,0.22225330392306786,0.22225330392306786,0.22225330392306786,0.23467356593029598,0.22225330392306786,0.22225330392306789,0.22225330392306789,0.22225330392306786,0.22225330392306786,0.22225330392306786,0.22225330392306786,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.23467356593029598,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.23467356593029598,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.14532703385036055,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.23467356593029598,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.23467356593029598,0.2566477391968397,0.2566477391968397,0.2566477391968397,0.23467356593029598,0.23467356593029598
SSE,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,61.70819127401209,41.26038291772102,61.70819127401209,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,61.70819127401209,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,41.26038291772102,24.303734993965023,24.303734993965023,24.303734993965023,61.70819127401209,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,61.70819127401209,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,24.303734993965023,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,61.70819127401209,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,19.905993269231036,61.70819127401209,19.905993269231036,19.905993269231036,19.905993269231036,61.70819127401209,61.70819127401209
RS,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.03189930747476199,0.11197759620637414,0.03189930747476199,0.11197759620637414,0.11197759620637425,0.11197759620637425,0.11197759620637425,0.11197759620637425,0.11197759620637414,0.11197759620637414,0.11197759620637425,0.11197759620637425,0.11197759620637425,0.03189930747476199,0.11197759620637425,0.11197759620637414,0.11197759620637414,0.11197759620637425,0.11197759620637425,0.11197759620637425,0.11197759620637425,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.03189930747476199,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.03189930747476199,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22657400500032682,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.03189930747476199,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.03189930747476199,0.22303981591878314,0.22303981591878314,0.22303981591878314,0.03189930747476199,0.03189930747476199
DH,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.5063979525019875,0.41325738738399026,0.5063979525019875,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.5063979525019875,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.41325738738399026,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.5063979525019875,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.5063979525019875,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3487699296716301,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.5063979525019875,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.5063979525019875,0.3064893767269422,0.3064893767269422,0.3064893767269422,0.5063979525019875,0.5063979525019875
