,labels_a1_MeanShift_params1,labels_a1_MeanShift_params10,labels_a1_MeanShift_params11,labels_a1_MeanShift_params12,labels_a1_MeanShift_params13,labels_a1_MeanShift_params14,labels_a1_MeanShift_params15,labels_a1_MeanShift_params16,labels_a1_MeanShift_params17,labels_a1_MeanShift_params18,labels_a1_MeanShift_params19,labels_a1_MeanShift_params2,labels_a1_MeanShift_params20,labels_a1_MeanShift_params3,labels_a1_MeanShift_params4,labels_a1_MeanShift_params5,labels_a1_MeanShift_params6,labels_a1_MeanShift_params7,labels_a1_MeanShift_params8,labels_a1_MeanShift_params9
VMI,0.9206361312403574,0.664709619932026,0.651093275350649,0.651093275350649,0.7862315614874719,0.73159536196496,0.6570695663617642,0.664709619932026,0.5083596267746988,0.3489119928168875,0.3464616789212282,0.9207069331930583,0.3460407846839779,0.7866136853053173,0.7783498786805851,0.7853859933134143,0.7818015139162021,0.7862315614874719,0.73159536196496,0.6570695663617642
