,labels_zigzag_outliers_KMeans_params1,labels_zigzag_outliers_KMeans_params10,labels_zigzag_outliers_KMeans_params11,labels_zigzag_outliers_KMeans_params12,labels_zigzag_outliers_KMeans_params13,labels_zigzag_outliers_KMeans_params14,labels_zigzag_outliers_KMeans_params15,labels_zigzag_outliers_KMeans_params16,labels_zigzag_outliers_KMeans_params17,labels_zigzag_outliers_KMeans_params18,labels_zigzag_outliers_KMeans_params19,labels_zigzag_outliers_KMeans_params2,labels_zigzag_outliers_KMeans_params20,labels_zigzag_outliers_KMeans_params21,labels_zigzag_outliers_KMeans_params22,labels_zigzag_outliers_KMeans_params23,labels_zigzag_outliers_KMeans_params24,labels_zigzag_outliers_KMeans_params25,labels_zigzag_outliers_KMeans_params26,labels_zigzag_outliers_KMeans_params27,labels_zigzag_outliers_KMeans_params28,labels_zigzag_outliers_KMeans_params29,labels_zigzag_outliers_KMeans_params3,labels_zigzag_outliers_KMeans_params30,labels_zigzag_outliers_KMeans_params31,labels_zigzag_outliers_KMeans_params32,labels_zigzag_outliers_KMeans_params33,labels_zigzag_outliers_KMeans_params34,labels_zigzag_outliers_KMeans_params35,labels_zigzag_outliers_KMeans_params36,labels_zigzag_outliers_KMeans_params37,labels_zigzag_outliers_KMeans_params38,labels_zigzag_outliers_KMeans_params39,labels_zigzag_outliers_KMeans_params4,labels_zigzag_outliers_KMeans_params40,labels_zigzag_outliers_KMeans_params41,labels_zigzag_outliers_KMeans_params42,labels_zigzag_outliers_KMeans_params43,labels_zigzag_outliers_KMeans_params44,labels_zigzag_outliers_KMeans_params45,labels_zigzag_outliers_KMeans_params46,labels_zigzag_outliers_KMeans_params47,labels_zigzag_outliers_KMeans_params48,labels_zigzag_outliers_KMeans_params49,labels_zigzag_outliers_KMeans_params5,labels_zigzag_outliers_KMeans_params50,labels_zigzag_outliers_KMeans_params51,labels_zigzag_outliers_KMeans_params52,labels_zigzag_outliers_KMeans_params53,labels_zigzag_outliers_KMeans_params54,labels_zigzag_outliers_KMeans_params55,labels_zigzag_outliers_KMeans_params56,labels_zigzag_outliers_KMeans_params57,labels_zigzag_outliers_KMeans_params58,labels_zigzag_outliers_KMeans_params59,labels_zigzag_outliers_KMeans_params6,labels_zigzag_outliers_KMeans_params60,labels_zigzag_outliers_KMeans_params61,labels_zigzag_outliers_KMeans_params62,labels_zigzag_outliers_KMeans_params63,labels_zigzag_outliers_KMeans_params64,labels_zigzag_outliers_KMeans_params65,labels_zigzag_outliers_KMeans_params66,labels_zigzag_outliers_KMeans_params67,labels_zigzag_outliers_KMeans_params68,labels_zigzag_outliers_KMeans_params69,labels_zigzag_outliers_KMeans_params7,labels_zigzag_outliers_KMeans_params70,labels_zigzag_outliers_KMeans_params71,labels_zigzag_outliers_KMeans_params72,labels_zigzag_outliers_KMeans_params73,labels_zigzag_outliers_KMeans_params74,labels_zigzag_outliers_KMeans_params75,labels_zigzag_outliers_KMeans_params76,labels_zigzag_outliers_KMeans_params77,labels_zigzag_outliers_KMeans_params78,labels_zigzag_outliers_KMeans_params79,labels_zigzag_outliers_KMeans_params8,labels_zigzag_outliers_KMeans_params80,labels_zigzag_outliers_KMeans_params81,labels_zigzag_outliers_KMeans_params82,labels_zigzag_outliers_KMeans_params83,labels_zigzag_outliers_KMeans_params84,labels_zigzag_outliers_KMeans_params85,labels_zigzag_outliers_KMeans_params86,labels_zigzag_outliers_KMeans_params87,labels_zigzag_outliers_KMeans_params88,labels_zigzag_outliers_KMeans_params89,labels_zigzag_outliers_KMeans_params9,labels_zigzag_outliers_KMeans_params90
cSIL,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.7896229275219886,0.8189891198542801,0.7896229275219886,0.8189891198542801,0.8194603133082387,0.8194603133082387,0.8194603133082387,0.8194603133082387,0.8189891198542801,0.8189891198542801,0.8194603133082387,0.8194603133082387,0.8194603133082387,0.7896229275219886,0.8194603133082387,0.8189891198542801,0.8189891198542801,0.8194603133082387,0.8194603133082387,0.8194603133082387,0.8194603133082387,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.7896229275219886,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.7896229275219886,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8277470733153822,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.7896229275219886,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.7896229275219886,0.8545204500357674,0.8545204500357674,0.8545204500357674,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.7896229275219886,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.8889759340098328,0.7896229275219886,0.8889759340098328
GD43,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.9977553856403487,1.715014251490461,1.9977553856403487,1.715014251490461,1.721776321557943,1.721776321557943,1.721776321557943,1.721776321557943,1.715014251490461,1.715014251490461,1.721776321557943,1.721776321557943,1.721776321557943,1.9977553856403487,1.721776321557943,1.715014251490461,1.715014251490461,1.721776321557943,1.721776321557943,1.721776321557943,1.721776321557943,2.629675857795135,2.629675857795135,2.629675857795135,1.9977553856403487,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,1.9977553856403487,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,2.629675857795135,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9977553856403487,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9449711148291642,1.9977553856403487,1.9449711148291642,1.9449711148291642,1.9449711148291642,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,1.9977553856403487,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,3.820096731488698,1.9977553856403487,3.820096731488698
GD53,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.4876589625692259,0.22396227999055834,0.4876589625692259,0.22396227999055834,0.22394896822298122,0.22394896822298122,0.22394896822298122,0.22394896822298122,0.22396227999055834,0.22396227999055834,0.22394896822298122,0.22394896822298122,0.22394896822298122,0.4876589625692259,0.22394896822298122,0.22396227999055834,0.22396227999055834,0.22394896822298122,0.22394896822298122,0.22394896822298122,0.22394896822298122,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.4876589625692259,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.4876589625692259,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.3266074635252568,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.4876589625692259,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.4876589625692259,0.19806946818134913,0.19806946818134913,0.19806946818134913,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.4876589625692259,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.0017983098175535772,0.4876589625692259,0.0017983098175535772
PS,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.9633687222225316,1.6101631879237928,1.9633687222225316,1.6101631879237928,1.6121782059858862,1.6121782059858862,1.6121782059858862,1.6121782059858862,1.6101631879237928,1.6101631879237928,1.6121782059858862,1.6121782059858862,1.6121782059858862,1.9633687222225316,1.6121782059858862,1.6101631879237928,1.6101631879237928,1.6121782059858862,1.6121782059858862,1.6121782059858862,1.6121782059858862,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.9633687222225316,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.9633687222225316,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.8812391228059273,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.9633687222225316,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.3400733713461124,1.9633687222225316,1.3400733713461124,1.3400733713461124,1.3400733713461124,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,1.9633687222225316,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,0.2941755118031726,1.9633687222225316,0.2941755118031726
rCIP,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.02065789785139685,0.12094324959879652,0.02065789785139685,0.12094324959879652,0.11620925931975007,0.11620925931975007,0.11620925931975007,0.11620925931975007,0.12094324959879652,0.12094324959879652,0.11620925931975007,0.11620925931975007,0.11620925931975007,0.02065789785139685,0.11620925931975007,0.12094324959879652,0.12094324959879652,0.11620925931975007,0.11620925931975007,0.11620925931975007,0.11620925931975007,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.02065789785139685,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.02065789785139685,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.3217200717177056,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.02065789785139685,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.02065789785139685,0.34411410799009223,0.34411410799009223,0.34411410799009223,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.02065789785139685,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.24058700796063887,0.02065789785139685,0.24058700796063887
WB,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,2.1309780484841534,1.7766723903841322,2.1309780484841534,1.7766723903841322,1.7766234052555747,1.7766234052555747,1.7766234052555747,1.7766234052555747,1.7766723903841322,1.7766723903841322,1.7766234052555747,1.7766234052555747,1.7766234052555747,2.1309780484841534,1.7766234052555747,1.7766723903841322,1.7766723903841322,1.7766234052555747,1.7766234052555747,1.7766234052555747,1.7766234052555747,1.2635982478840178,1.2635982478840178,1.2635982478840178,2.1309780484841534,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,2.1309780484841534,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.2635982478840178,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,2.1309780484841534,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,1.098933505340591,2.1309780484841534,1.098933505340591,1.098933505340591,1.098933505340591,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,2.1309780484841534,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,0.8753163069639802,2.1309780484841534,0.8753163069639802
XB,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2663722560605192,0.2852992287226728,0.2663722560605192,0.2852992287226728,0.28305777061771037,0.28305777061771037,0.28305777061771037,0.28305777061771037,0.2852992287226728,0.2852992287226728,0.28305777061771037,0.28305777061771037,0.28305777061771037,0.2663722560605192,0.28305777061771037,0.2852992287226728,0.2852992287226728,0.28305777061771037,0.28305777061771037,0.28305777061771037,0.28305777061771037,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.2663722560605192,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.2663722560605192,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.20461667528842736,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.2663722560605192,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.2663722560605192,0.28994170153840804,0.28994170153840804,0.28994170153840804,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.2663722560605192,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.18838867676384702,0.2663722560605192,0.18838867676384702
SSE,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,62.634965552277976,45.16194644865837,62.634965552277976,45.16194644865837,45.161164407153834,45.161164407153834,45.161164407153834,45.161164407153834,45.16194644865837,45.16194644865837,45.161164407153834,45.161164407153834,45.161164407153834,62.634965552277976,45.161164407153834,45.16194644865837,45.16194644865837,45.161164407153834,45.161164407153834,45.161164407153834,45.161164407153834,29.148555360896076,29.148555360896076,29.148555360896076,62.634965552277976,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,62.634965552277976,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,29.148555360896076,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,62.634965552277976,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,21.878032868261986,62.634965552277976,21.878032868261986,21.878032868261986,21.878032868261986,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,62.634965552277976,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,15.458348367079834,62.634965552277976,15.458348367079834
RS,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,-0.03170630464429968,0.0052557000181503,-0.03170630464429968,0.0052557000181503,0.003611071540826262,0.003611071540826262,0.003611071540826262,0.003611071540826262,0.0052557000181503,0.0052557000181503,0.003611071540826262,0.003611071540826262,0.003611071540826262,-0.03170630464429968,0.003611071540826262,0.0052557000181503,0.0052557000181503,0.003611071540826262,0.003611071540826262,0.003611071540826262,0.003611071540826262,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.03170630464429968,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.03170630464429968,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,-0.010579999111034744,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,-0.03170630464429968,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.20154994479438482,-0.03170630464429968,0.20154994479438482,0.20154994479438482,0.20154994479438482,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,-0.03170630464429968,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,0.45890014777441657,-0.03170630464429968,0.45890014777441657
DH,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.5276599005799408,0.42537612844683514,0.5276599005799408,0.42537612844683514,0.4255338934769275,0.4255338934769275,0.4255338934769275,0.4255338934769275,0.42537612844683514,0.42537612844683514,0.4255338934769275,0.4255338934769275,0.4255338934769275,0.5276599005799408,0.4255338934769275,0.42537612844683514,0.42537612844683514,0.4255338934769275,0.4255338934769275,0.4255338934769275,0.4255338934769275,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.5276599005799408,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.5276599005799408,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.3825942142378265,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.5276599005799408,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.5276599005799408,0.26842021550306083,0.26842021550306083,0.26842021550306083,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.5276599005799408,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.1876344371586373,0.5276599005799408,0.1876344371586373
