,labels_lsun_SpectralClustering_params1,labels_lsun_SpectralClustering_params10,labels_lsun_SpectralClustering_params11,labels_lsun_SpectralClustering_params12,labels_lsun_SpectralClustering_params13,labels_lsun_SpectralClustering_params14,labels_lsun_SpectralClustering_params15,labels_lsun_SpectralClustering_params16,labels_lsun_SpectralClustering_params17,labels_lsun_SpectralClustering_params18,labels_lsun_SpectralClustering_params19,labels_lsun_SpectralClustering_params2,labels_lsun_SpectralClustering_params20,labels_lsun_SpectralClustering_params21,labels_lsun_SpectralClustering_params22,labels_lsun_SpectralClustering_params23,labels_lsun_SpectralClustering_params24,labels_lsun_SpectralClustering_params25,labels_lsun_SpectralClustering_params26,labels_lsun_SpectralClustering_params27,labels_lsun_SpectralClustering_params28,labels_lsun_SpectralClustering_params29,labels_lsun_SpectralClustering_params3,labels_lsun_SpectralClustering_params30,labels_lsun_SpectralClustering_params31,labels_lsun_SpectralClustering_params32,labels_lsun_SpectralClustering_params33,labels_lsun_SpectralClustering_params34,labels_lsun_SpectralClustering_params35,labels_lsun_SpectralClustering_params36,labels_lsun_SpectralClustering_params37,labels_lsun_SpectralClustering_params38,labels_lsun_SpectralClustering_params39,labels_lsun_SpectralClustering_params4,labels_lsun_SpectralClustering_params40,labels_lsun_SpectralClustering_params41,labels_lsun_SpectralClustering_params42,labels_lsun_SpectralClustering_params43,labels_lsun_SpectralClustering_params44,labels_lsun_SpectralClustering_params45,labels_lsun_SpectralClustering_params46,labels_lsun_SpectralClustering_params47,labels_lsun_SpectralClustering_params48,labels_lsun_SpectralClustering_params5,labels_lsun_SpectralClustering_params6,labels_lsun_SpectralClustering_params7,labels_lsun_SpectralClustering_params8,labels_lsun_SpectralClustering_params9
B,1.2769054329982483,0.4036345954131945,0.349348576525631,0.4036345954131945,0.537161743819889,0.5501098795619989,0.3825545875021267,0.40302713424355113,0.3825545875021267,0.3825545875021267,0.20015761716055663,1.2769054329982483,0.21006106965305388,0.20015761716055663,0.21006106965305388,0.20015761716055663,0.21006106965305388,0.2191780602485569,0.4625416157720159,0.28818666587456526,0.3705883942455198,0.1658475930619278,1.2769054329982483,0.17243077703992038,0.13227345054653758,0.12937248258244122,0.13227345054653758,0.12937248258244122,0.13227345054653758,0.12937248258244122,0.17090667537173837,0.21818403489405028,0.10651240381368303,0.77647590149932,0.10579179432382847,0.13635038466510752,0.13826525792232328,0.13856372222437807,0.12560037172649402,0.13856372222437807,0.12560037172649402,0.13856372222437807,0.12560037172649402,1.2769054329982483,1.2769054329982483,0.349348576525631,0.4036345954131945,0.349348576525631
BH,90.69289165313161,69.97852454610369,70.77652968867372,69.97852454610369,36.292042153233695,35.955721320648216,29.089670902054195,30.274899246983466,29.089670902054195,29.089670902054195,20.624233288058992,90.69289165313161,20.285284966737287,20.624233288058992,20.285284966737287,20.624233288058992,20.285284966737287,13.886224454290202,26.251186154950073,18.165423076555136,18.364256057256668,10.310198945762679,90.69289165313161,10.493069919225391,9.555724932361144,8.953531261051134,9.555724932361144,8.953531261051134,9.555724932361144,8.953531261051134,9.286860885933194,11.80122615657241,5.4972506004737465,68.06071538510571,5.474606477922046,6.636366135339924,6.6918106470763075,8.031292194697125,6.911855941034777,8.031292194697125,6.911855941034777,8.031292194697125,6.911855941034777,90.69289165313161,90.69289165313161,70.77652968867372,69.97852454610369,70.77652968867372
D,0.15974869823005153,0.28555345977788577,0.36933065081432725,0.28555345977788577,0.21090047459602224,0.2853327323587376,0.25004027251194766,0.24669855270110627,0.25004027251194766,0.31516578634148246,0.3731760196543655,0.24672457437269293,0.40151049212356693,0.3731760196543655,0.40151049212356693,0.3731760196543655,0.40151049212356693,0.2942031755897201,0.10671420608399929,0.22122828735047426,0.19548718298258472,0.3162496415067013,0.15974869823005153,0.34730678679421123,0.4395082228025161,0.4130400674096426,0.4395082228025161,0.4130400674096426,0.4395082228025161,0.4130400674096426,0.1321365663317812,0.2050353896223352,0.33945531029924253,0.38655363268708975,0.34200713889945533,0.21067112594993423,0.20199595906702764,0.24237745197370902,0.19074406439287697,0.24237745197370902,0.19074406439287697,0.24237745197370902,0.19074406439287697,0.15974869823005153,0.24672457437269293,0.36933065081432725,0.28555345977788577,0.36933065081432725
H,0.5972653726998842,0.33259869656796337,0.2809559933663386,0.33259869656796337,0.5311465155774621,0.5506326118839814,0.5048902271027874,0.40974541434673695,0.5048902271027874,0.5048902271027875,0.3431221036086882,0.5972653726998842,0.34426964247873804,0.3431221036086882,0.34426964247873804,0.3431221036086882,0.34426964247873804,0.5809504403958973,1.0722510111639785,0.5741356014055421,0.7640314140969267,0.43342831661118725,0.5972653726998842,0.45323100296199526,0.3769504405757592,0.3889885116278082,0.3769504405757592,0.3889885116278082,0.3769504405757592,0.3889885116278082,0.7509600747399657,0.7586346951239414,0.5661732777656002,0.5560465442667782,0.5646018468449229,0.5743686942032115,0.5743864611490754,0.6962156336119569,0.7467976353141865,0.6962156336119569,0.7467976353141865,0.6962156336119569,0.7467976353141865,0.5972653726998842,0.5972653726998842,0.2809559933663386,0.33259869656796337,0.2809559933663386
DBCV,0.7315485618828181,-0.6587167435993915,-0.5378640297664757,-0.6587167435993915,-0.2501648889759696,-0.4881973428461512,0.5688046467423006,-0.4807295632555175,0.5688046467423006,0.5688046467423007,-0.688915915483998,0.7315485618828181,-0.7002837254340742,-0.688915915483998,-0.7002837254340742,-0.688915915483998,-0.7002837254340742,-0.5568895888653824,-0.6678374139287934,0.3274851376467729,-0.46710992564462417,-0.1676572090050754,0.7315485618828181,0.09257279301231858,-0.11550540891178494,-0.2324247140996631,-0.11550540891178494,-0.2324247140996631,-0.11550540891178494,-0.2324247140996631,-0.42640703671787605,-0.604872781747626,-0.10600611139184946,-0.050981812489524395,-0.1495737588773988,0.1562250225157064,0.0275321608827446,-0.16720434534146555,-0.3796673932098703,-0.16720434534146555,-0.3796673932098703,-0.16720434534146555,-0.3796673932098703,0.7315485618828181,0.7315485618828181,-0.5378640297664757,-0.6587167435993915,-0.5378640297664757
I,0.21472698099569437,0.5425524926311689,0.5946585644359241,0.5425524926311689,0.3566222538603684,0.3457590503721769,0.49053726394597524,0.3673623142003107,0.49053726394597524,0.49053726394597524,0.7550562503283225,0.21472698099569437,0.7087145473854272,0.7550562503283225,0.7087145473854272,0.7550562503283225,0.7087145473854272,0.5273790824502983,0.4300025269431855,0.5550536297988258,0.35115872780335666,0.9439881452853187,0.21472698099569437,0.8778075869283216,1.2357587311583729,1.2106951631228864,1.2357587311583729,1.2106951631228864,1.2357587311583729,1.2106951631228864,0.765451772079443,0.5943470153642986,1.1014169835072833,0.38253742301962423,1.0995103301322486,0.82379066958666,0.8120926572188597,0.9227906389246557,0.9700577039913859,0.9227906389246557,0.9700577039913859,0.9227906389246557,0.9700577039913859,0.21472698099569437,0.21472698099569437,0.5946585644359241,0.5425524926311689,0.5946585644359241
C,0.3813822024007571,0.17613804263083127,0.1618279147711235,0.17613804263083127,0.21561954021630905,0.21240580259762243,0.1370362483507201,0.17313547731710097,0.1370362483507201,0.1370362483507201,0.06106058673061722,0.3813822024007571,0.05994675246414321,0.06106058673061722,0.05994675246414321,0.06106058673061722,0.05994675246414321,0.08880748441391118,0.24257628082434685,0.1379477236117449,0.14196477529731885,0.04825777775638319,0.3813822024007571,0.0514117686277151,0.04422512874641787,0.03552149682474812,0.04422512874641787,0.03552149682474812,0.04422512874641787,0.03552149682474812,0.09378884264894924,0.14759660409273126,0.02964170703734711,0.19880117315309223,0.029346747990128867,0.05649651883858151,0.05769996868155479,0.08844471708322942,0.06606775297855322,0.08844471708322942,0.06606775297855322,0.08844471708322942,0.06606775297855322,0.3813822024007571,0.3813822024007571,0.1618279147711235,0.17613804263083127,0.1618279147711235
CDbw,0.07976601078034791,0.024852131902213418,0.06467670881900645,0.024852131902213418,0.06979947088110142,0.1408899894163109,0.1493889060947319,0.1060422981664455,0.1493889060947319,0.1877805231218789,0.04301537236167376,0.2137476379447905,0.04504166462894684,0.04301537236167376,0.04504166462894684,0.04301537236167376,0.04504166462894684,0.1321143712954268,0.19740751010381546,0.11840338822725194,0.12994965468867947,0.1450569535503397,0.07976601078034791,0.15386867986377697,0.10400538781758893,0.10412056186863025,0.10400538781758893,0.10412056186863025,0.10400538781758893,0.10412056186863025,0.18470882945278547,0.138418473495837,0.1621389015405335,0.05591174908486249,0.14967543299566194,0.1079655643339564,0.18131842928352565,0.05608861511913696,0.279022089691442,0.05608861511913696,0.279022089691442,0.05608861511913696,0.279022089691442,0.07976601078034791,0.2137476379447905,0.06467670881900645,0.024852131902213418,0.06467670881900645
VIASCKDE,0.5266545815693315,0.5852943585234569,0.5763050376185954,0.5852943585234569,0.5333136476040944,0.5303533738482573,0.552856095886352,0.5335677666759836,0.552856095886352,0.552856095886352,0.5471457704253817,0.5266545815693315,0.5607216705185402,0.5471457704253817,0.5607216705185402,0.5471457704253817,0.5607216705185402,0.5346290285438462,0.56487612223358,0.5449072417609604,0.5303917017507972,0.54092242055707,0.5266545815693315,0.5449028264281084,0.5471221660532506,0.5467136642069856,0.5471221660532506,0.5467136642069856,0.5471221660532506,0.5467136642069856,0.5223101787503378,0.512427426687661,0.5450028576396844,0.5415210361342272,0.533725482488785,0.5291564972242305,0.5289549167528791,0.5137508281871354,0.5178204119019483,0.5137508281871354,0.5178204119019483,0.5137508281871354,0.5178204119019483,0.5266545815693315,0.5266545815693315,0.5763050376185954,0.5852943585234569,0.5763050376185954
COP,0.3058662411363814,0.338191427661543,0.34286745674069635,0.338191427661543,0.29509531671852485,0.2992598503602399,0.2558583964165147,0.3241307768406111,0.2558583964165147,0.2558583964165147,0.3204430173248707,0.3058662411363814,0.35594151320455475,0.3204430173248707,0.35594151320455475,0.3204430173248707,0.35594151320455475,0.33051432801734437,0.3399506394041945,0.24451263929575165,0.3088946917019364,0.2717404684411582,0.3058662411363814,0.2792602565883974,0.27776598022861987,0.28195233831659633,0.27776598022861987,0.28195233831659633,0.27776598022861987,0.28195233831659633,0.312773813499245,0.36250725857673594,0.2601563896763464,0.29981005207037753,0.2632181321406674,0.3062622827741641,0.3091923075434618,0.2831582447610356,0.2763705783932537,0.2831582447610356,0.2763705783932537,0.2831582447610356,0.2763705783932537,0.3058662411363814,0.3058662411363814,0.34286745674069635,0.338191427661543,0.34286745674069635
Sym,0.004456608382921983,0.027211405397783175,0.033692197621662465,0.027211405397783175,0.013631893716250723,0.014861057811907408,0.05461819554255423,0.01881058600032817,0.05461819554255423,0.05461819554255423,0.0381474666889465,0.004456608382921983,0.0401290940145676,0.0381474666889465,0.0401290940145676,0.0381474666889465,0.0401290940145676,0.051239781453798934,0.04672044079223937,0.05833192077111671,0.024427547648756626,0.06633892541285911,0.004456608382921983,0.06797387919093636,0.041132960695379986,0.04832175671380824,0.041132960695379986,0.04832175671380824,0.041132960695379986,0.04832175671380824,0.05176550437103306,0.047609840269776105,0.07624962000370589,0.022574732695847567,0.07508653946911377,0.05607349180887549,0.05708768604346137,0.03882538583358685,0.04679120807959514,0.03882538583358685,0.04679120807959514,0.03882538583358685,0.04679120807959514,0.004456608382921983,0.004456608382921983,0.033692197621662465,0.027211405397783175,0.033692197621662465
CS,1.7701167885298466,1.11841586134192,0.9844229315490347,1.11841586134192,1.264790882071422,1.2874388653306688,1.1670866462779372,1.004034409110485,1.1670866462779372,1.1670866462779372,0.8663730589771955,1.7701167885298466,0.8711173997224908,0.8663730589771955,0.8711173997224908,0.8663730589771955,0.8711173997224908,1.0152702693482158,1.4797021741810916,1.0282115261335636,1.1794587099231555,0.9319148705140047,1.7701167885298466,0.9459054775004538,0.8422523589447329,0.863187991665321,0.8422523589447329,0.863187991665321,0.8422523589447329,0.863187991665321,1.0010535880685083,0.9988926019347749,0.9225835880911932,1.589987554370203,0.920294060730173,0.9410055577658085,0.9410923131613249,0.9074178585177435,0.9470892256052278,0.9074178585177435,0.9470892256052278,0.9074178585177435,0.9470892256052278,1.7701167885298466,1.7701167885298466,0.9844229315490347,1.11841586134192,0.9844229315490347
SF,0.3470025253176344,0.3555902006035341,0.36992062287065564,0.3555902006035341,0.31740758138560243,0.311450001692989,0.3091079571174147,0.31583753410907467,0.3091079571174147,0.3091079571174147,0.3374425842558483,0.3470025253176344,0.33168291338444467,0.3374425842558483,0.33168291338444467,0.3374425842558483,0.33168291338444467,0.2980482591853546,0.2447949512102945,0.292008788561376,0.2582765672737095,0.3111217357618009,0.3470025253176344,0.30717082091379355,0.3304586998408142,0.3279033915148881,0.3304586998408142,0.3279033915148881,0.3304586998408142,0.3279033915148881,0.2745546674838619,0.2640146190745335,0.29194528579757495,0.3174869500158294,0.2908463692708615,0.2888551512792139,0.2885012726076577,0.2822796598253098,0.2807099294412192,0.2822796598253098,0.2807099294412192,0.2822796598253098,0.2807099294412192,0.3470025253176344,0.3470025253176344,0.36992062287065564,0.3555902006035341,0.36992062287065564
SD,574083.0973923855,507946.27604439517,468716.94158578664,507946.27604439517,419769.55513499223,437111.48480964755,433803.61086052074,338349.96953530586,433803.61086052074,433803.61086052074,269300.22706730326,574083.0973923855,280704.4897039181,269300.22706730326,280704.4897039181,269300.22706730326,280704.4897039181,200744.30012865228,301550.35297563596,265871.4338349376,276887.0131901757,217916.93537261762,574083.0973923855,226110.4606657017,161715.49693776525,166938.45365046064,161715.49693776525,166938.45365046064,161715.49693776525,166938.45365046064,157052.39629532368,162154.01334077545,132623.43166037853,706013.9738214485,133573.44679790313,156502.6671279918,157689.03058558027,151749.47904029224,147717.55590374474,151749.47904029224,147717.55590374474,151749.47904029224,147717.55590374474,574083.0973923855,574083.0973923855,468716.94158578664,507946.27604439517,468716.94158578664
SDbw,1.6643116783134668,1.1032049564199957,1.064026197588264,1.1032049564199957,1.4329052246879765,1.4546824468900736,1.1912130094715616,1.1837726944201319,1.1912130094715616,1.1912130094715616,0.7958293884585954,1.6643116783134668,0.8441103199070559,0.7958293884585954,0.8441103199070559,0.7958293884585954,0.8441103199070559,0.7430550990080487,0.9343292328294185,0.7844588672116699,0.9250747050708465,0.654925530700234,1.6643116783134668,0.6652728663698129,0.5183270814827223,0.5458779915147063,0.5183270814827223,0.5458779915147063,0.5183270814827223,0.5458779915147063,0.5316855755577503,0.6062549116974535,0.4530078478234937,1.8764900098470174,0.44507998306002783,0.5150874358754182,0.5216498748773857,0.49195232839361186,0.4986059736689985,0.49195232839361186,0.4986059736689985,0.49195232839361186,0.4986059736689985,1.6643116783134668,1.6643116783134668,1.064026197588264,1.1032049564199957,1.064026197588264
XB*,1.0253993704475728,0.3138488371227754,0.2865613692740653,0.3138488371227754,0.7697334235755022,0.7859987448730772,0.3627443330643243,0.4020122897624018,0.3627443330643243,0.3627443330643243,0.2060954445211761,1.0253993704475728,0.19461255604691324,0.2060954445211761,0.19461255604691324,0.2060954445211761,0.19461255604691324,0.6054622893928151,1.682896615338718,0.5073265834249145,0.7214881785689893,0.33549838872626647,1.0253993704475728,0.35656404734242336,0.24762170076975903,0.20518159665800337,0.24762170076975903,0.20518159665800337,0.24762170076975903,0.20518159665800337,0.5390341673075376,0.6455073233209362,0.1972239731092193,0.42726261955192013,0.18250539716495384,0.6803696302639609,0.6903649407467906,0.7038297215980778,0.6867129622493435,0.7038297215980778,0.6867129622493435,0.7038297215980778,0.6867129622493435,1.0253993704475728,1.0253993704475728,0.2865613692740653,0.3138488371227754,0.2865613692740653
S,0.2524751564106731,0.41438275015945014,0.4265628586048429,0.41438275015945014,0.388310336333822,0.3867251587394438,0.43936196984910514,0.3965798505610032,0.43936196984910514,0.43936196984910514,0.5227487235221514,0.2524751564106731,0.5247122499885064,0.5227487235221514,0.5247122499885064,0.5227487235221514,0.5247122499885064,0.4376235656969511,0.22803423444632734,0.3800123819365551,0.37357989313216433,0.5431907485569476,0.2524751564106731,0.5367569488562671,0.5544094106677754,0.5653328955180935,0.5544094106677754,0.5653328955180935,0.5544094106677754,0.5653328955180935,0.3671413473676435,0.3047349322387464,0.53835438158613,0.3895836570319139,0.5396315876964083,0.5092769526569103,0.5082278944406157,0.4296248215682341,0.4657868146172845,0.4296248215682341,0.4657868146172845,0.4296248215682341,0.4657868146172845,0.2524751564106731,0.2524751564106731,0.4265628586048429,0.41438275015945014,0.4265628586048429
DB,1.199475681632126,0.8159342318303788,0.7319558308063934,0.8159342318303788,0.8336423130441979,0.8401657835286268,0.7602265177399951,0.796271117473582,0.7602265177399951,0.7602265177399951,0.685665988511763,1.199475681632126,0.6813348711821418,0.685665988511763,0.6813348711821418,0.685665988511763,0.6813348711821418,0.6878737475604065,1.3805834114973268,0.7959828881593942,0.9409464113336539,0.5920392631009146,1.199475681632126,0.6096652527623514,0.5569647486266843,0.5608694901653607,0.5569647486266843,0.5608694901653607,0.5569647486266843,0.5608694901653607,0.7471785351662539,0.8324734999270434,0.6479526349113067,1.1427022210725295,0.6494584612684072,0.626974347527565,0.6272928731309074,0.8196438586360688,0.822361662075345,0.8196438586360688,0.822361662075345,0.8196438586360688,0.822361662075345,1.199475681632126,1.199475681632126,0.7319558308063934,0.8159342318303788,0.7319558308063934
