,labels_sonar_SpectralClustering_params1,labels_sonar_SpectralClustering_params10,labels_sonar_SpectralClustering_params11,labels_sonar_SpectralClustering_params12,labels_sonar_SpectralClustering_params13,labels_sonar_SpectralClustering_params14,labels_sonar_SpectralClustering_params15,labels_sonar_SpectralClustering_params16,labels_sonar_SpectralClustering_params17,labels_sonar_SpectralClustering_params18,labels_sonar_SpectralClustering_params19,labels_sonar_SpectralClustering_params2,labels_sonar_SpectralClustering_params20,labels_sonar_SpectralClustering_params21,labels_sonar_SpectralClustering_params22,labels_sonar_SpectralClustering_params23,labels_sonar_SpectralClustering_params24,labels_sonar_SpectralClustering_params25,labels_sonar_SpectralClustering_params26,labels_sonar_SpectralClustering_params27,labels_sonar_SpectralClustering_params28,labels_sonar_SpectralClustering_params29,labels_sonar_SpectralClustering_params3,labels_sonar_SpectralClustering_params30,labels_sonar_SpectralClustering_params31,labels_sonar_SpectralClustering_params32,labels_sonar_SpectralClustering_params33,labels_sonar_SpectralClustering_params34,labels_sonar_SpectralClustering_params35,labels_sonar_SpectralClustering_params36,labels_sonar_SpectralClustering_params4,labels_sonar_SpectralClustering_params5,labels_sonar_SpectralClustering_params6,labels_sonar_SpectralClustering_params7,labels_sonar_SpectralClustering_params8,labels_sonar_SpectralClustering_params9
FMI,0.6851835023128008,0.6851835023128008,0.6851835023128008,0.6851835023128008,0.4940041095441487,0.4940041095441487,0.41233582558596155,0.41253869685313654,0.4094185434881385,0.4041935630069294,0.6282984168319646,0.6851835023128008,0.6198293657765417,0.6282984168319646,0.6198293657765417,0.6282984168319646,0.6198293657765417,0.475377477716204,0.45764813298747015,0.4030265270715388,0.4008017428452344,0.4008540539733885,0.5169789560048378,0.4016320726789596,0.6332339007111626,0.6191191994861001,0.6332339007111626,0.6191191994861001,0.6332339007111626,0.6191191994861001,0.5130773881990239,0.5197575901064159,0.5107359550185492,0.6851835023128008,0.6851835023128008,0.6851835023128008
