,labels_target_DBSCAN_params1,labels_target_DBSCAN_params11,labels_target_DBSCAN_params12,labels_target_DBSCAN_params13,labels_target_DBSCAN_params16,labels_target_DBSCAN_params17,labels_target_DBSCAN_params18,labels_target_DBSCAN_params21,labels_target_DBSCAN_params22,labels_target_DBSCAN_params23,labels_target_DBSCAN_params24,labels_target_DBSCAN_params26,labels_target_DBSCAN_params27,labels_target_DBSCAN_params28,labels_target_DBSCAN_params29,labels_target_DBSCAN_params31,labels_target_DBSCAN_params32,labels_target_DBSCAN_params33,labels_target_DBSCAN_params34,labels_target_DBSCAN_params36,labels_target_DBSCAN_params37,labels_target_DBSCAN_params38,labels_target_DBSCAN_params39,labels_target_DBSCAN_params40,labels_target_DBSCAN_params41,labels_target_DBSCAN_params42,labels_target_DBSCAN_params43,labels_target_DBSCAN_params44,labels_target_DBSCAN_params45,labels_target_DBSCAN_params46,labels_target_DBSCAN_params47,labels_target_DBSCAN_params48,labels_target_DBSCAN_params49,labels_target_DBSCAN_params50,labels_target_DBSCAN_params51,labels_target_DBSCAN_params6,labels_target_DBSCAN_params7
AMI,0.04238940290607077,0.658258344151099,0.7721562158209397,0.18124793920545426,0.5341558254084031,0.49706501773639,0.8140713550246436,1.0000000000000002,0.9859175714868579,0.5598720537732682,0.8104253123491557,1.0000000000000002,0.9859175714868579,0.9651405774642198,0.611020790068626,1.0000000000000002,0.9859175714868579,0.9859175714868579,0.9859175714868579,1.0000000000000002,0.9859175714868579,0.9859175714868579,0.9859175714868579,0.7428515142180271,1.0000000000000002,0.9859175714868579,0.9859175714868579,0.9859175714868579,0.819945343285628,1.0000000000000002,0.9859175714868579,0.9859175714868579,0.9859175714868579,0.9859175714868579,0.22226147350630074,0.1552770864138738,0.09320327568321654
