,labels_ecoli_DBSCAN_params26,labels_ecoli_DBSCAN_params31,labels_ecoli_DBSCAN_params32,labels_ecoli_DBSCAN_params36,labels_ecoli_DBSCAN_params37,labels_ecoli_DBSCAN_params41,labels_ecoli_DBSCAN_params42,labels_ecoli_DBSCAN_params43,labels_ecoli_DBSCAN_params46,labels_ecoli_DBSCAN_params47,labels_ecoli_DBSCAN_params48,labels_ecoli_DBSCAN_params51,labels_ecoli_DBSCAN_params55
AMI,0.0019959685792518707,0.05363708843159454,0.015299214568565719,0.24509006029816627,0.14496188161574763,0.40136059787575346,0.37760922364809896,0.191263857619002,0.09256524730559915,0.4075326085603368,0.40632091478226834,0.11533006961963767,0.47774670693861404
