,labels_parabolic_MeanShift_params1,labels_parabolic_MeanShift_params10,labels_parabolic_MeanShift_params11,labels_parabolic_MeanShift_params12,labels_parabolic_MeanShift_params13,labels_parabolic_MeanShift_params14,labels_parabolic_MeanShift_params15,labels_parabolic_MeanShift_params16,labels_parabolic_MeanShift_params17,labels_parabolic_MeanShift_params18,labels_parabolic_MeanShift_params19,labels_parabolic_MeanShift_params2,labels_parabolic_MeanShift_params20,labels_parabolic_MeanShift_params21,labels_parabolic_MeanShift_params22,labels_parabolic_MeanShift_params23,labels_parabolic_MeanShift_params24,labels_parabolic_MeanShift_params25,labels_parabolic_MeanShift_params26,labels_parabolic_MeanShift_params27,labels_parabolic_MeanShift_params28,labels_parabolic_MeanShift_params3,labels_parabolic_MeanShift_params31,labels_parabolic_MeanShift_params32,labels_parabolic_MeanShift_params4,labels_parabolic_MeanShift_params5,labels_parabolic_MeanShift_params6,labels_parabolic_MeanShift_params7,labels_parabolic_MeanShift_params8,labels_parabolic_MeanShift_params9
FMI,0.3909801624473327,0.5468443003198701,0.6992606106310423,0.6132737158892261,0.5027785873079904,0.48145350431157036,0.5514887756902903,0.5468443003198701,0.656946184650719,0.656946184650719,0.6526421715308046,0.37187106656517444,0.6541330716643745,0.6544759387347525,0.6577867265334691,0.6896594012306437,0.6896594012306437,0.693834042594408,0.6903455944256768,0.7976147596655675,0.7976147596655675,0.4998357963019605,0.7899291738372812,0.7899291738372812,0.48414416802802823,0.4947129493671255,0.4812592261973127,0.5027785873079904,0.48145350431157036,0.5514887756902903
