,labels_line_KMeans_params1,labels_line_KMeans_params10,labels_line_KMeans_params11,labels_line_KMeans_params12,labels_line_KMeans_params13,labels_line_KMeans_params14,labels_line_KMeans_params15,labels_line_KMeans_params16,labels_line_KMeans_params17,labels_line_KMeans_params18,labels_line_KMeans_params19,labels_line_KMeans_params2,labels_line_KMeans_params20,labels_line_KMeans_params21,labels_line_KMeans_params22,labels_line_KMeans_params23,labels_line_KMeans_params24,labels_line_KMeans_params25,labels_line_KMeans_params26,labels_line_KMeans_params27,labels_line_KMeans_params28,labels_line_KMeans_params29,labels_line_KMeans_params3,labels_line_KMeans_params30,labels_line_KMeans_params31,labels_line_KMeans_params32,labels_line_KMeans_params33,labels_line_KMeans_params34,labels_line_KMeans_params35,labels_line_KMeans_params36,labels_line_KMeans_params37,labels_line_KMeans_params38,labels_line_KMeans_params39,labels_line_KMeans_params4,labels_line_KMeans_params40,labels_line_KMeans_params41,labels_line_KMeans_params42,labels_line_KMeans_params43,labels_line_KMeans_params44,labels_line_KMeans_params45,labels_line_KMeans_params46,labels_line_KMeans_params47,labels_line_KMeans_params48,labels_line_KMeans_params49,labels_line_KMeans_params5,labels_line_KMeans_params50,labels_line_KMeans_params51,labels_line_KMeans_params52,labels_line_KMeans_params53,labels_line_KMeans_params54,labels_line_KMeans_params6,labels_line_KMeans_params7,labels_line_KMeans_params8,labels_line_KMeans_params9
COP,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.18815949915118008,0.23951855206909956,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.23951855206909956,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.18815949915118008,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.23951855206909956,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.23951855206909956,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.1395587527729598,0.23951855206909956,0.23951855206909956,0.23951855206909956,0.23951855206909956
Sym,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.11300465844499585,0.03666042809262958,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.03666042809262958,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.11300465844499585,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.03666042809262958,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.03666042809262958,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.30233319172033934,0.03666042809262958,0.03666042809262958,0.03666042809262958,0.03666042809262958
CS,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8120588554787407,0.8236387517672425,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8236387517672425,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.8120588554787407,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.8236387517672425,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.8236387517672425,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.7232030178159332,0.8236387517672425,0.8236387517672425,0.8236387517672425,0.8236387517672425
SF,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.40349327023605475,0.43272688745880217,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.43272688745880217,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.40349327023605475,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.43272688745880217,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.43272688745880217,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.41415085337074875,0.43272688745880217,0.43272688745880217,0.43272688745880217,0.43272688745880217
SD,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144,236603.4717790128,462678.38751632144,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,462678.38751632144,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,236603.4717790128,139353.8496597865,139353.8496597865,139353.8496597865,462678.38751632144,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,462678.38751632144,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,139353.8496597865,462678.38751632144,462678.38751632144,462678.38751632144,462678.38751632144
SDbw,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.5431401788394892,0.9900714170886513,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.9900714170886513,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.5431401788394892,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.9900714170886513,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.9900714170886513,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.6590484871670494,0.9900714170886513,0.9900714170886513,0.9900714170886513,0.9900714170886513
XB*,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1746204168548273,0.1351554098394232,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1351554098394232,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.1746204168548273,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.1351554098394232,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.1351554098394232,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.2034408670904066,0.1351554098394232,0.1351554098394232,0.1351554098394232,0.1351554098394232
S,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5458635172810078,0.5734513697030147,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5734513697030147,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.5458635172810078,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.5734513697030147,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.5734513697030147,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.6162775016302683,0.5734513697030147,0.5734513697030147,0.5734513697030147,0.5734513697030147
DB,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.6367829788808855,0.5958570939341002,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.5958570939341002,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.6367829788808855,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5958570939341002,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5958570939341002,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5021713122329852,0.5958570939341002,0.5958570939341002,0.5958570939341002,0.5958570939341002
CH,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123,593.587701452422,497.6908077588123,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,497.6908077588123,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,593.587701452422,706.4145136941895,706.4145136941895,706.4145136941895,497.6908077588123,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,497.6908077588123,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,706.4145136941895,497.6908077588123,497.6908077588123,497.6908077588123,497.6908077588123
AD-S,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.12333756675737459,0.07258583928912239,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.07258583928912239,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.12333756675737459,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.07258583928912239,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.07258583928912239,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.31326569084234107,0.07258583928912239,0.07258583928912239,0.07258583928912239,0.07258583928912239
AD-DB,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.5668981959279122,3.1880139444640436,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.1880139444640436,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,3.5668981959279122,1.2696504559385196,1.2696504559385196,1.2696504559385196,3.1880139444640436,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,3.1880139444640436,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,1.2696504559385196,3.1880139444640436,3.1880139444640436,3.1880139444640436,3.1880139444640436
AD-CH,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501,70.63638530125644,135.8130698151501,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,135.8130698151501,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,70.63638530125644,211.7286375163098,211.7286375163098,211.7286375163098,135.8130698151501,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,135.8130698151501,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,211.7286375163098,135.8130698151501,135.8130698151501,135.8130698151501,135.8130698151501
AD-idea,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.6703446116257545,1.2162486318981913,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.2162486318981913,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,1.6703446116257545,33.701177334377526,33.701177334377526,33.701177334377526,1.2162486318981913,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,1.2162486318981913,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,33.701177334377526,1.2162486318981913,1.2162486318981913,1.2162486318981913,1.2162486318981913
