,labels_line_KMeans_params1,labels_line_KMeans_params10,labels_line_KMeans_params11,labels_line_KMeans_params12,labels_line_KMeans_params13,labels_line_KMeans_params14,labels_line_KMeans_params15,labels_line_KMeans_params16,labels_line_KMeans_params17,labels_line_KMeans_params18,labels_line_KMeans_params19,labels_line_KMeans_params2,labels_line_KMeans_params20,labels_line_KMeans_params21,labels_line_KMeans_params22,labels_line_KMeans_params23,labels_line_KMeans_params24,labels_line_KMeans_params25,labels_line_KMeans_params26,labels_line_KMeans_params27,labels_line_KMeans_params28,labels_line_KMeans_params29,labels_line_KMeans_params3,labels_line_KMeans_params30,labels_line_KMeans_params31,labels_line_KMeans_params32,labels_line_KMeans_params33,labels_line_KMeans_params34,labels_line_KMeans_params35,labels_line_KMeans_params36,labels_line_KMeans_params37,labels_line_KMeans_params38,labels_line_KMeans_params39,labels_line_KMeans_params4,labels_line_KMeans_params40,labels_line_KMeans_params41,labels_line_KMeans_params42,labels_line_KMeans_params43,labels_line_KMeans_params44,labels_line_KMeans_params45,labels_line_KMeans_params46,labels_line_KMeans_params47,labels_line_KMeans_params48,labels_line_KMeans_params49,labels_line_KMeans_params5,labels_line_KMeans_params50,labels_line_KMeans_params51,labels_line_KMeans_params52,labels_line_KMeans_params53,labels_line_KMeans_params54,labels_line_KMeans_params6,labels_line_KMeans_params7,labels_line_KMeans_params8,labels_line_KMeans_params9
cSIL,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.8937121971640399,0.9011145888961156,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.9011145888961156,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.8937121971640399,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9011145888961156,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9011145888961156,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9059183781950989,0.9011145888961156,0.9011145888961156,0.9011145888961156,0.9011145888961156
GD43,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213,3.5738527652216487,2.9254230491883213,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,2.9254230491883213,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,3.5738527652216487,4.03654806081642,4.03654806081642,4.03654806081642,2.9254230491883213,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,2.9254230491883213,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,4.03654806081642,2.9254230491883213,2.9254230491883213,2.9254230491883213,2.9254230491883213
GD53,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.3697600119570396,0.42873953127842873,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.42873953127842873,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.3697600119570396,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.42873953127842873,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.42873953127842873,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.2625438167352496,0.42873953127842873,0.42873953127842873,0.42873953127842873,0.42873953127842873
PS,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.4790380141057387,1.5456472032351898,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.5456472032351898,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,1.4790380141057387,2.3355639018674674,2.3355639018674674,2.3355639018674674,1.5456472032351898,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,1.5456472032351898,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,2.3355639018674674,1.5456472032351898,1.5456472032351898,1.5456472032351898,1.5456472032351898
rCIP,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.05931276188550772,0.02843693897526126,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.02843693897526126,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.05931276188550772,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.02843693897526126,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.02843693897526126,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.7340660850620908,0.02843693897526126,0.02843693897526126,0.02843693897526126,0.02843693897526126
WB,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.62417061386791,0.9966026944189982,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.9966026944189982,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.62417061386791,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.9966026944189982,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.9966026944189982,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.46431662096624604,0.9966026944189982,0.9966026944189982,0.9966026944189982,0.9966026944189982
XB,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.14951262950726196,0.11589293412859646,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.11589293412859646,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.14951262950726196,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.11589293412859646,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.11589293412859646,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.15634202595019556,0.11589293412859646,0.11589293412859646,0.11589293412859646,0.11589293412859646
SSE,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604,23.993551829808187,46.333248496848604,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,46.333248496848604,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,23.993551829808187,14.489690229478835,14.489690229478835,14.489690229478835,46.333248496848604,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,46.333248496848604,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,14.489690229478835,46.333248496848604,46.333248496848604,46.333248496848604,46.333248496848604
RS,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.5149099619354871,0.37450052405073886,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.37450052405073886,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.5149099619354871,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.37450052405073886,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.37450052405073886,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.6091595735343613,0.37450052405073886,0.37450052405073886,0.37450052405073886,0.37450052405073886
DH,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.2963605864907919,0.3793644180567213,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.3793644180567213,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.2963605864907919,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.3793644180567213,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.3793644180567213,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.23116954600304132,0.3793644180567213,0.3793644180567213,0.3793644180567213,0.3793644180567213
B,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.11718967741672388,0.21843131986118933,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.21843131986118933,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.11718967741672388,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.21843131986118933,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.21843131986118933,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.09084181295042142,0.21843131986118933,0.21843131986118933,0.21843131986118933,0.21843131986118933
BH,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243,7.997850609936062,23.1666242484243,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,23.1666242484243,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,7.997850609936062,3.622422557369709,3.622422557369709,3.622422557369709,23.1666242484243,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,23.1666242484243,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,3.622422557369709,23.1666242484243,23.1666242484243,23.1666242484243,23.1666242484243
D,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.41762792599659604,0.45209204913514417,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.45209204913514417,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.41762792599659604,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.45209204913514417,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.45209204913514417,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.5059726987671238,0.45209204913514417,0.45209204913514417,0.45209204913514417,0.45209204913514417
H,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.31340562096961444,0.19554176970705744,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.19554176970705744,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.31340562096961444,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.19554176970705744,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.19554176970705744,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.33907178311583586,0.19554176970705744,0.19554176970705744,0.19554176970705744,0.19554176970705744
DBCV,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5352777465482319,-0.5625218538854627,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5625218538854627,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.5352777465482319,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.5625218538854627,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.5625218538854627,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.2232896750444191,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627,-0.5625218538854627
I,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.8965554378603469,1.1273917531842057,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.1273917531842057,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,1.8965554378603469,2.315000781746826,2.315000781746826,2.315000781746826,1.1273917531842057,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,1.1273917531842057,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,2.315000781746826,1.1273917531842057,1.1273917531842057,1.1273917531842057,1.1273917531842057
C,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.047543294975694726,0.08441397176381035,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.08441397176381035,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.047543294975694726,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.08441397176381035,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.08441397176381035,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.037519821822521116,0.08441397176381035,0.08441397176381035,0.08441397176381035,0.08441397176381035
CDbw,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.5060171976095685,0.02470117216297502,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.02470117216297502,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.5060171976095685,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.02470117216297502,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.02470117216297502,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.7979652639877715,0.02470117216297502,0.02470117216297502,0.02470117216297502,0.02470117216297502
VIASCKDE,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.6198120920329185,0.5794751058932334,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.5794751058932334,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6198120920329185,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.5794751058932334,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.5794751058932334,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.6564336697304135,0.5794751058932334,0.5794751058932334,0.5794751058932334,0.5794751058932334
