,labels_flame_SpectralClustering_params1,labels_flame_SpectralClustering_params10,labels_flame_SpectralClustering_params11,labels_flame_SpectralClustering_params12,labels_flame_SpectralClustering_params13,labels_flame_SpectralClustering_params14,labels_flame_SpectralClustering_params15,labels_flame_SpectralClustering_params16,labels_flame_SpectralClustering_params17,labels_flame_SpectralClustering_params18,labels_flame_SpectralClustering_params19,labels_flame_SpectralClustering_params2,labels_flame_SpectralClustering_params20,labels_flame_SpectralClustering_params21,labels_flame_SpectralClustering_params22,labels_flame_SpectralClustering_params23,labels_flame_SpectralClustering_params24,labels_flame_SpectralClustering_params25,labels_flame_SpectralClustering_params26,labels_flame_SpectralClustering_params27,labels_flame_SpectralClustering_params28,labels_flame_SpectralClustering_params29,labels_flame_SpectralClustering_params3,labels_flame_SpectralClustering_params30,labels_flame_SpectralClustering_params31,labels_flame_SpectralClustering_params32,labels_flame_SpectralClustering_params33,labels_flame_SpectralClustering_params34,labels_flame_SpectralClustering_params35,labels_flame_SpectralClustering_params36,labels_flame_SpectralClustering_params37,labels_flame_SpectralClustering_params38,labels_flame_SpectralClustering_params39,labels_flame_SpectralClustering_params4,labels_flame_SpectralClustering_params40,labels_flame_SpectralClustering_params41,labels_flame_SpectralClustering_params42,labels_flame_SpectralClustering_params43,labels_flame_SpectralClustering_params44,labels_flame_SpectralClustering_params45,labels_flame_SpectralClustering_params46,labels_flame_SpectralClustering_params47,labels_flame_SpectralClustering_params48,labels_flame_SpectralClustering_params5,labels_flame_SpectralClustering_params6,labels_flame_SpectralClustering_params7,labels_flame_SpectralClustering_params8,labels_flame_SpectralClustering_params9
BARI,0.9175514272697161,0.464850658651929,0.4879557881626009,0.464850658651929,0.6036505647767698,0.5892553545573035,0.6638821908525906,0.6419382664606439,0.6258173194251615,0.637276796132781,0.503248862580445,0.950144986145664,0.5264550545394631,0.503248862580445,0.5264550545394631,0.503248862580445,0.5264550545394631,0.5572220074601276,0.5091847815688679,0.5500895809624292,0.5247369767732168,0.5340518832192337,0.5237736173555236,0.515573237971572,0.5152542288124382,0.4540227398233903,0.5152542288124382,0.4540227398233903,0.5152542288124382,0.4540227398233903,0.4827426125422531,0.47075868006172655,0.4920478232692345,0.5606936372336315,0.47952835760888834,0.4943443501966002,0.4559203203355983,0.40938412239067107,0.35695617154503523,0.40938412239067107,0.35695617154503523,0.40938412239067107,0.35695617154503523,0.51170062704509,0.51170062704509,0.4879557881626009,0.464850658651929,0.4879557881626009
