,labels_lsun_DBSCAN_params11,labels_lsun_DBSCAN_params16,labels_lsun_DBSCAN_params17,labels_lsun_DBSCAN_params21,labels_lsun_DBSCAN_params22,labels_lsun_DBSCAN_params23,labels_lsun_DBSCAN_params26,labels_lsun_DBSCAN_params27,labels_lsun_DBSCAN_params28,labels_lsun_DBSCAN_params29,labels_lsun_DBSCAN_params31,labels_lsun_DBSCAN_params32,labels_lsun_DBSCAN_params33,labels_lsun_DBSCAN_params34,labels_lsun_DBSCAN_params36,labels_lsun_DBSCAN_params37,labels_lsun_DBSCAN_params38,labels_lsun_DBSCAN_params39,labels_lsun_DBSCAN_params41,labels_lsun_DBSCAN_params42,labels_lsun_DBSCAN_params43,labels_lsun_DBSCAN_params44,labels_lsun_DBSCAN_params45,labels_lsun_DBSCAN_params50
cSIL,0.9966674320088968,0.9231777147834841,0.913146733372216,0.7932497299131099,0.8898179213657821,0.9810887379486011,0.7890419809361862,0.7633056328244195,0.9077266338411955,0.9925209044684098,0.8024050050859147,0.8022330046951889,0.7666142014798145,0.9316895296087367,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.8572063830246224,0.5092413034372166,0.5092413034372166,0.5029517642046201,0.8066773186789448,0.9340154879410046,0.90906795664351
GD43,317.0349291715723,2.3250146787627037,9.664765959701164,0.6103121842762971,1.5728546715401628,14.860525420425493,0.30093971990059926,0.5085887662221702,4.2160430342765185,53.441770497307964,1.5019763480719215,1.4969156144973585,0.4745052239025933,4.4800842918625685,1.5019763480719215,1.5019763480719215,1.5019763480719215,1.4903476011150165,0.6452622342503379,0.6452622342503379,0.641518032637486,1.499637921855601,4.996085000993519,4.05157804156586
GD53,0.12710829277231028,0.00484293322783738,0.07048270274068492,0.003303453124291634,0.015580469872373815,0.11082004605448173,0.001879386723987885,0.0063969091209690266,0.06377263470708626,0.41860142755676066,0.2148041221548318,0.2115263227437712,0.02138994312658375,0.22297156186210831,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.07537408948861642,0.38720306888777517,0.38720306888777517,0.38727896817149166,0.20427148928796826,0.2454272518077473,0.3019343756623472
PS,0.32922861537688697,-27.963354493721585,-6.667168380297225,-13.412629570632754,-7.467942316787488,0.6588505627379166,-4.674701732964864,-2.6339299600590778,-1.2664014440376397,1.5919401507939601,1.7354334224119725,1.7135007526111672,-0.33828713697409313,1.9189026528298614,1.7354334224119725,1.7354334224119725,1.7354334224119725,1.2879529023371266,1.296702055555865,1.296702055555865,1.2933687222225316,1.697796725059299,1.959527930470992,2.012402209692242
rCIP,7.150744683337749e-12,14.754019595055144,6.302291792258291,7.060674741741375,3.268140370059221,4.665453971103126e-11,1.7678670038703133,0.5654023865165623,1.3139512092673098,8.53024343944151e-27,0.0211295739109444,0.020843057009274114,0.033879214466532456,0.03834918875443507,0.0211295739109444,0.0211295739109444,0.0211295739109444,4.6030413937366424e-05,0.13642962889211674,0.13642962889211674,0.13800386813340826,0.017284708614846496,0.024733242201337352,0.06612363168945398
WB,0.0028019607342134284,0.4225361668638711,0.09514496502671528,1.919610002771308,0.7200447279683023,0.12869882585949402,4.194312739547318,3.2884210332596147,0.3823896552774447,0.0674310165983279,1.913968791904391,1.91618787734155,2.4534500029437294,0.5405919183159829,1.913968791904391,1.913968791904391,1.913968791904391,1.5309856076735193,8.470139372221714,8.470139372221714,8.614320985058987,1.8859162413205266,0.5181936120297012,0.6569152344251508
XB,0.007140893514865928,0.8504513086139793,0.25997624949382947,3.2344254041403606,1.2332572568224145,0.060297836382725095,5.317911185535861,1.9203681047054784,0.23726031674796613,0.007990440563359878,0.2606477854545403,0.2622880831593573,2.194903600808743,0.0987575109592009,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.23739901459490395,0.7940755661457856,0.7940755661457856,0.8035292908218287,0.25938611731070566,0.09138745144468781,0.1243950017728626
SSE,0.00304569731186387,1.5142599409954967,0.3499736459406166,18.207630717854787,6.747923721693356,0.7777566174591181,69.17570649963784,65.00106636368002,5.823611969397803,0.4376670635204788,86.85101447868166,85.93935008892863,68.05533245365986,16.350942290298242,86.85101447868166,86.85101447868166,86.85101447868166,67.53858064193656,181.3857833062632,181.3857833062632,180.96778507878224,86.0694089282986,14.551426323265618,22.146165103273834
RS,0.9972796513732619,0.8660997330971121,0.9333776294940042,0.5627846550690341,0.7139379299106948,0.9105802385438553,0.2109233616785735,0.2541521110169837,0.7548517616667634,0.9385160085296053,-0.010690864433928277,0.0012666626193584033,0.23404480296448424,0.5785816120476458,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,0.3106604513080389,-0.14662952349899402,-0.14662952349899402,-0.14355996159682008,0.008783663636102638,0.5992594481935737,0.4827493599594526
DH,0.014700080273552065,0.046056485037059794,0.056936350679627004,0.09573413799098543,0.10412848918036664,0.10862563751512674,0.18441663380045095,0.1981628006856464,0.1431218771487297,0.1082933412909852,0.42794155180128207,0.42293582275577585,0.272550756708299,0.2796321655047781,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.3175025768965066,0.5784122180247997,0.5784122180247997,0.5769149836273916,0.422874624086608,0.2732680902207786,0.3170918836113181
B,0.0004418550576708855,0.011350944319359887,0.005906611496575372,0.07166291680080993,0.03727096335904329,0.02362797361292231,0.37965575978964167,0.24940585327803524,0.03295328508321388,0.015743110370235715,0.3832048145351867,0.38282076678385846,0.33092692001998597,0.1214117008358485,0.3832048145351867,0.3832048145351867,0.3832048145351867,0.22407804427128833,1.2769054329982483,1.2769054329982483,1.2882347202071232,0.37143955658739797,0.11805126740943758,0.15040900445445393
BH,0.00038071216398298367,0.044537057088102835,0.024998117567186895,1.0115350398808216,0.5190710555148734,0.1944391543647795,7.686189611070869,9.28586662338286,0.8319445670568288,0.21883353176023937,28.950338159560545,28.646450029642875,13.611066490731972,5.450314096766083,28.950338159560545,28.950338159560545,28.950338159560545,22.512860213978854,90.69289165313161,90.69289165313161,90.48389253939114,28.689802976099532,4.8504754410885385,7.382055034424611
D,3.5713992337664573,0.18004055829061882,0.31025549941166525,0.09076482108026265,0.16771532659430746,0.8690385994216093,0.06559734377674023,0.11201795126341067,0.22898466702169318,3.29533927169826,0.25004027251194766,0.25004027251194766,0.1350239235891718,0.49394179778265257,0.25004027251194766,0.25004027251194766,0.25004027251194766,0.2999518429391807,0.15974869823005153,0.15974869823005153,0.15974869823005153,0.25718834859409584,0.457934290253167,0.4151773856837968
H,0.026628678608812035,2.354502106970593,1.1680286178850516,2.469889211987453,1.2229006872480142,0.07498302244537862,1.3541352941294875,1.0817486146518522,0.6107844293817001,0.014942226297650754,0.5040343707802385,0.49802310377664893,0.8252381406078946,0.20142392562377387,0.5040343707802385,0.5040343707802385,0.5040343707802385,0.35802022327948524,0.5972653726998842,0.5972653726998842,0.5957861681087264,0.49460828525725664,0.1935154032739489,0.26967564364796376
DBCV,0.998703287600849,0.5296376855918202,0.6434057004499214,0.15177227290923354,0.5245258751948245,0.98020448647902,0.4890002330894347,0.4371739508427461,0.3219803598838746,0.9939684950471458,0.5128659155013792,0.5590436581718213,0.6178965551114716,0.736673243577885,0.5128659155013792,0.5128659155013792,0.5128659155013792,0.8652133550509071,0.7315485618828181,0.7315485618828181,0.5413674689242632,-0.40857275570186397,0.8016101681024722,-0.08361450297613772
I,116.89717524987886,0.530502401760129,3.42597205727544,0.20376272260722686,0.6046989718014406,2.6654554015797998,0.11207826022294341,0.2544233101732941,1.9121031834628979,8.0236948996779,0.49077690105166105,0.4917915183318934,0.36455104643872027,1.075903608352407,0.49077690105166105,0.49077690105166105,0.49077690105166105,0.9663520365662491,0.21472698099569437,0.21472698099569437,0.21181181361621468,0.5084991903267799,1.0974355811346057,0.934302008985131
C,0.0,0.023315477942008757,0.008599310575050144,0.05554949597272352,0.029098811876283243,0.0004249179082419198,0.1499788295487008,0.1483185106167155,0.02336481737257204,0.0,0.13758372835280153,0.13852812838231088,0.14278856516558527,0.024475707672006734,0.13758372835280153,0.13758372835280153,0.13758372835280153,0.11667622117180189,0.3813822024007571,0.3813822024007571,0.3836085198660349,0.1355270717296132,0.01942594723289123,0.032667999225272956
