,labels_fuzzyx_HDBSCAN_params1,labels_fuzzyx_HDBSCAN_params10,labels_fuzzyx_HDBSCAN_params11,labels_fuzzyx_HDBSCAN_params12,labels_fuzzyx_HDBSCAN_params13,labels_fuzzyx_HDBSCAN_params14,labels_fuzzyx_HDBSCAN_params15,labels_fuzzyx_HDBSCAN_params16,labels_fuzzyx_HDBSCAN_params17,labels_fuzzyx_HDBSCAN_params18,labels_fuzzyx_HDBSCAN_params19,labels_fuzzyx_HDBSCAN_params2,labels_fuzzyx_HDBSCAN_params20,labels_fuzzyx_HDBSCAN_params21,labels_fuzzyx_HDBSCAN_params22,labels_fuzzyx_HDBSCAN_params23,labels_fuzzyx_HDBSCAN_params24,labels_fuzzyx_HDBSCAN_params25,labels_fuzzyx_HDBSCAN_params26,labels_fuzzyx_HDBSCAN_params27,labels_fuzzyx_HDBSCAN_params28,labels_fuzzyx_HDBSCAN_params29,labels_fuzzyx_HDBSCAN_params3,labels_fuzzyx_HDBSCAN_params30,labels_fuzzyx_HDBSCAN_params31,labels_fuzzyx_HDBSCAN_params32,labels_fuzzyx_HDBSCAN_params33,labels_fuzzyx_HDBSCAN_params34,labels_fuzzyx_HDBSCAN_params35,labels_fuzzyx_HDBSCAN_params36,labels_fuzzyx_HDBSCAN_params37,labels_fuzzyx_HDBSCAN_params38,labels_fuzzyx_HDBSCAN_params39,labels_fuzzyx_HDBSCAN_params4,labels_fuzzyx_HDBSCAN_params40,labels_fuzzyx_HDBSCAN_params41,labels_fuzzyx_HDBSCAN_params42,labels_fuzzyx_HDBSCAN_params43,labels_fuzzyx_HDBSCAN_params44,labels_fuzzyx_HDBSCAN_params45,labels_fuzzyx_HDBSCAN_params46,labels_fuzzyx_HDBSCAN_params47,labels_fuzzyx_HDBSCAN_params48,labels_fuzzyx_HDBSCAN_params49,labels_fuzzyx_HDBSCAN_params5,labels_fuzzyx_HDBSCAN_params50,labels_fuzzyx_HDBSCAN_params51,labels_fuzzyx_HDBSCAN_params52,labels_fuzzyx_HDBSCAN_params53,labels_fuzzyx_HDBSCAN_params54,labels_fuzzyx_HDBSCAN_params55,labels_fuzzyx_HDBSCAN_params56,labels_fuzzyx_HDBSCAN_params57,labels_fuzzyx_HDBSCAN_params58,labels_fuzzyx_HDBSCAN_params59,labels_fuzzyx_HDBSCAN_params6,labels_fuzzyx_HDBSCAN_params60,labels_fuzzyx_HDBSCAN_params61,labels_fuzzyx_HDBSCAN_params62,labels_fuzzyx_HDBSCAN_params63,labels_fuzzyx_HDBSCAN_params7,labels_fuzzyx_HDBSCAN_params8,labels_fuzzyx_HDBSCAN_params9
BARI,0.11491270406431212,0.14491461808012426,0.014860977282619595,0.014860977282619595,0.014860977282619595,0.014860977282619595,0.10577443782038465,0.10577443782038465,0.10577443782038465,0.10577443782038465,0.10577443782038465,0.11491270406431212,0.10577443782038465,0.10577443782038465,0.13516827661697192,0.13516827661697192,0.16337722283729716,0.07021851606040505,0.07021851606040505,0.07021851606040505,0.07021851606040505,0.14468957945053593,0.16397841505585084,0.14468957945053593,0.14468957945053593,0.014860977282619595,0.014860977282619595,0.014860977282619595,0.014860977282619595,0.10577443782038465,0.10577443782038465,0.10577443782038465,0.10577443782038465,-0.0015897950126583793,0.10577443782038465,0.10577443782038465,0.10577443782038465,0.14860088385075026,0.14860088385075026,0.16337722283729716,0.07021851606040505,0.07021851606040505,0.07021851606040505,0.07021851606040505,-0.0015897950126583793,0.1450523912823055,0.1450523912823055,0.1450523912823055,0.014860977282619595,0.014860977282619595,0.014860977282619595,0.014860977282619595,0.10577443782038465,0.10577443782038465,0.10577443782038465,-0.0015897950126583793,0.10577443782038465,0.10577443782038465,0.10577443782038465,0.10577443782038465,-0.0015897950126583793,0.14491461808012426,0.14491461808012426
