,labels_mk1_DBSCAN_params11,labels_mk1_DBSCAN_params16,labels_mk1_DBSCAN_params17,labels_mk1_DBSCAN_params21,labels_mk1_DBSCAN_params22,labels_mk1_DBSCAN_params23,labels_mk1_DBSCAN_params26,labels_mk1_DBSCAN_params27,labels_mk1_DBSCAN_params28,labels_mk1_DBSCAN_params31,labels_mk1_DBSCAN_params32,labels_mk1_DBSCAN_params33,labels_mk1_DBSCAN_params34,labels_mk1_DBSCAN_params36,labels_mk1_DBSCAN_params37,labels_mk1_DBSCAN_params38,labels_mk1_DBSCAN_params39,labels_mk1_DBSCAN_params41,labels_mk1_DBSCAN_params42,labels_mk1_DBSCAN_params43,labels_mk1_DBSCAN_params44,labels_mk1_DBSCAN_params45,labels_mk1_DBSCAN_params46,labels_mk1_DBSCAN_params47,labels_mk1_DBSCAN_params48,labels_mk1_DBSCAN_params49,labels_mk1_DBSCAN_params50
BARI,0.0027236437814389357,0.004829588164742066,0.015222735441079098,0.5903700800978141,0.23013934735154873,0.026741474421161832,0.8515035566551465,0.7565817838444012,-0.0018691779230445213,0.9468013036972054,0.9290684623262112,0.8769882488142678,0.5017518112927215,0.38941742675815694,0.3897379589249011,0.9553482861529837,0.8985077516209614,0.38941742675815694,0.38941742675815694,0.3897379589249011,0.9686467069916996,0.655630490437757,0.3938910925982444,0.3938910925982444,0.3938910925982444,0.3938910925982444,0.920207888991186
