,labels_s3_MeanShift_params1,labels_s3_MeanShift_params10,labels_s3_MeanShift_params11,labels_s3_MeanShift_params12,labels_s3_MeanShift_params13,labels_s3_MeanShift_params14,labels_s3_MeanShift_params15,labels_s3_MeanShift_params16,labels_s3_MeanShift_params17,labels_s3_MeanShift_params18,labels_s3_MeanShift_params19,labels_s3_MeanShift_params2,labels_s3_MeanShift_params20,labels_s3_MeanShift_params3,labels_s3_MeanShift_params4,labels_s3_MeanShift_params5,labels_s3_MeanShift_params6,labels_s3_MeanShift_params7,labels_s3_MeanShift_params8,labels_s3_MeanShift_params9
cSIL,0.8695106891501341,0.8354446916805159,0.7926923899946297,0.8161161472007332,0.8106760771436811,0.8106163163824136,0.8354272192716318,0.8354446916805159,0.7822440688838364,0.776499894575509,0.7915059974747054,0.8510927081579958,0.7821267195445354,0.8594716568355935,0.8567636001215803,0.8400568001267354,0.8316099975309797,0.8106760771436811,0.8106163163824136,0.8354272192716318
GD43,4.942903622142292,3.271685293777982,1.7171012577864246,1.7492738317487335,2.82295155517805,2.803690150169793,3.295900850772355,3.271685293777982,1.959233439939888,2.0014396863796806,1.7280000253810683,4.487730493454041,1.9488263012906264,3.9870028039842578,3.9724654693465764,3.315353156839965,3.5319317289340417,2.82295155517805,2.803690150169793,3.295900850772355
GD53,0.13330415723977596,0.33210277200994304,0.4409727373224233,0.19775266785097528,0.26740463383051494,0.25121226239854416,0.33500796076927003,0.33210277200994304,0.48311441918147774,0.49781904244638525,0.4432225095097789,0.17762274141883844,0.48226981079274756,0.16046435328213818,0.21765025576099492,0.18854408777759812,0.20189745078094282,0.26740463383051494,0.25121226239854416,0.33500796076927003
PS,1.4561941545351171,1.9685716139994387,1.3503312742336273,1.1301942931809739,1.732857653691323,1.7164664251439228,1.9739945600137032,1.9685716139994387,1.5317501525863961,1.6124452393729274,1.3584580079368174,-1.912576988900189,1.5147183964391,-0.818360055334743,-0.14998418939448754,1.4490563220170913,1.2816202827216503,1.732857653691323,1.7164664251439228,1.9739945600137032
rCIP,2.8475631328876423,0.5227800390650554,0.06631632794081428,0.40522775509907577,0.6841842376745128,0.6724240474023305,0.5237604956888811,0.5227800390650554,0.07019958080994652,0.07943988780334969,0.06802754128790434,2.7009466509790387,0.07013230248852137,1.9009392003114338,1.6219351269044184,1.0159008524246196,1.063288911884872,0.6841842376745128,0.6724240474023305,0.5237604956888811
WB,0.6840079439729894,1.239097265430241,2.8450050294405425,1.9385979430595797,1.1763767001613437,1.1713261695096544,1.2394597500492452,1.239097265430241,2.439899658441122,2.4146930753159426,2.8218057904245875,0.7394766072306327,2.4665427884856044,0.8100419765963935,0.8488998677064535,1.0180321763580744,1.0261965179957777,1.1763767001613437,1.1713261695096544,1.2394597500492452
XB,0.19188598681331218,0.2280388559727137,0.28614918335861506,0.3333900391755795,0.30291515179344913,0.3017690227699658,0.22450012261278957,0.2280388559727137,0.28188922002663713,0.28816831255552844,0.28641012730561033,0.2625540954155378,0.28253117965505464,0.22586546668363008,0.25490458363329854,0.24612067858117928,0.2497987785915383,0.30291515179344913,0.3017690227699658,0.22450012261278957
SSE,85.59028008165791,389.76604107649723,1152.4156881761523,640.6549405195926,321.70776399950716,320.5521736298385,389.8574126701033,389.76604107649723,1078.4975592683668,1073.4498926943184,1148.5178828546448,98.46065790480986,1083.7709620241815,124.1015847597044,140.6043613469759,221.54914570837207,223.12390778219654,321.70776399950716,320.5521736298385,389.8574126701033
RS,0.3486660613148329,0.05317334894203567,-0.049884977731093315,-0.020693588497309404,0.05958609849543724,0.06874609952236983,0.051452475901511065,0.05317334894203567,-0.08449311336872455,-0.09263919813006584,-0.05565485229477846,0.31045699408053273,-0.08793234617787371,0.2892375981496848,0.24684601080650015,0.15463886713685182,0.12840845988787306,0.05958609849543724,0.06874609952236983,0.051452475901511065
DH,0.0135330262860716,0.09312032636683243,0.5371203255826666,0.14252503905254119,0.06770905944083734,0.06739719496477453,0.09323355359067266,0.09312032636683243,0.559811554559044,0.568037115405375,0.5395928774517386,0.015078461534756674,0.5595305952437537,0.01969371084238106,0.022631497379039692,0.04192984950850821,0.042226563501705644,0.06770905944083734,0.06739719496477453,0.09323355359067266
B,0.04284208510118281,0.18516812975852415,0.4789565167332272,0.2903407629388396,0.16337492502961495,0.16268490142897052,0.18565238333226594,0.18516812975852415,0.5242964305317621,0.5515891760192733,0.4823612394312087,0.04660591761196596,0.5216586942833434,0.05943581618923984,0.06404903526394704,0.11831891010817375,0.11675920030356841,0.16337492502961495,0.16268490142897052,0.18565238333226594
BH,5.7060186721105275,77.95320821529944,576.2078440880762,160.16373512989813,53.61796066658454,53.425362271639756,77.97148253402067,77.95320821529944,539.2487796341834,536.7249463471592,574.2589414273225,7.032904136057846,541.8854810120908,10.341798729975366,12.782214667906901,27.693643213546512,27.89048847277457,53.61796066658454,53.425362271639756,77.97148253402067
D,0.18082675832143708,0.23319616592704262,0.24969612065683547,0.16364260693871677,0.1554386833793432,0.16807231713951493,0.23458853705616894,0.23319616592704262,0.24240569510271756,0.20862956456229365,0.25129506338444435,0.16218365749501942,0.24886344895022391,0.21017436597120467,0.2137863415865045,0.19333338378688372,0.17961022581285224,0.1554386833793432,0.16807231713951493,0.23458853705616894
H,1.9040756527339848,0.8052848759562227,0.40262820842886,0.6904858729990324,1.0751002992983618,1.0750743840460013,0.8055802393081047,0.8052848759562227,0.4350593824536322,0.4469940075990174,0.4063596209849085,2.043588158141365,0.43522376493094256,1.6531973877996964,1.565955226117519,1.2262240752964335,1.3011388274048425,1.0751002992983618,1.0750743840460013,0.8055802393081047
DBCV,-0.9090545845008039,-0.9831686019753497,-0.9896752456535052,-0.9806603207236565,-0.9586264017656029,-0.9517454565375618,-0.9841512086344454,-0.9831686019753497,-0.9711219026030511,-0.9842452537253388,-0.9830848510568816,-0.9140194801253659,-0.9896754757351218,-0.917451274457836,-0.9250262189469246,-0.9610689593486376,-0.9485097229439612,-0.9586264017656029,-0.9517454565375618,-0.9841512086344454
I,0.43390524550318943,0.3685345613958551,0.3589756904226297,0.2783246208535213,0.3918504078975573,0.39214499398501457,0.3685909673512988,0.3685345613958551,0.35481477554393875,0.3454665234730656,0.3582684319461849,0.4159600200244331,0.3544966838238042,0.38072460091171895,0.39127361628379353,0.3248406827919926,0.32561448482565736,0.3918504078975573,0.39214499398501457,0.3685909673512988
C,0.018661913751434746,0.0684027621251865,0.18682160640527812,0.13225566304830352,0.0605904025299037,0.060328145206136524,0.06832750569660719,0.0684027621251865,0.16344035127451134,0.16574863040836696,0.18536483567401907,0.022177087571674345,0.1640816924277338,0.026955523947692406,0.02934323659425849,0.04651778904562378,0.04635286150939011,0.0605904025299037,0.060328145206136524,0.06832750569660719
CDbw,0.10268770187513819,0.024117854078840227,0.0070751227761565085,0.03734094850033106,0.037841322450600304,0.03584574722804512,0.024301491891891746,0.024117854078840227,0.006076561410700949,0.009731567895588144,0.004413933085022295,0.09091563206843371,0.00593183424938754,0.07470092538941119,0.04252418289794733,0.032558334158144485,0.028376715685215118,0.037841322450600304,0.03584574722804512,0.024301491891891746
VIASCKDE,0.6749951692291097,0.693630855413784,0.6827663559326115,0.6826008545160123,0.7070050241375886,0.7058727658363577,0.6940924857402584,0.693630855413784,0.690985860176242,0.6881481358629414,0.6819131735229681,0.6725473663786187,0.688727540195427,0.6812558197670314,0.6719415944463853,0.6831495453622255,0.6832507074543215,0.7070050241375886,0.7058727658363577,0.6940924857402584
COP,0.16540403875299864,0.23300490573316698,0.32309821252551346,0.2675875659471989,0.22848299704456476,0.2288908572601114,0.23301682013671102,0.23300490573316698,0.32595023524787503,0.3126893836076454,0.32322858775663,0.18537440120525822,0.3259049199925522,0.19253119371184338,0.20929013679643213,0.22582677259213038,0.22910636656597136,0.22848299704456476,0.2288908572601114,0.23301682013671102
Sym,0.009132825027946642,0.0071648085462811375,0.002852231656062285,0.004760343289067507,0.007091174527774067,0.007150120334248608,0.007125684273534653,0.0071648085462811375,0.0030090080482369544,0.0027724774745266374,0.0028399231795595706,0.009146513211719005,0.0030585696743858303,0.008513953870886942,0.009010262279347371,0.00799571605680899,0.008186897775979661,0.007091174527774067,0.007150120334248608,0.007125684273534653
CS,1.1891016893905522,1.2946387912705184,1.5122758966590064,1.3512725334690756,1.416843948913739,1.4097393461413301,1.296413895175473,1.2946387912705184,1.5605307805704596,1.6649252786601545,1.5148054517205394,1.2511997897050633,1.5598266140208772,1.2250641360895624,1.2298684027500941,1.2498451977724558,1.296426994619372,1.416843948913739,1.4097393461413301,1.296413895175473
SF,0.183387596346946,0.26122808722360136,0.38112063751943126,0.2905971459829273,0.24595810345400237,0.24660956210763463,0.26129041680693876,0.26122808722360136,0.375201392505054,0.373678495089354,0.3804049142823208,0.1816609519489698,0.3749252437844727,0.1955281531889418,0.19734055043585275,0.21711083033362022,0.21067260049714986,0.24595810345400237,0.24660956210763463,0.26129041680693876
SD,52459651.87601758,238186717.61428803,635007405.0478582,328029538.6731466,197693658.12152332,194916601.77116966,238750059.26716012,238186717.61428803,656578118.0917165,656620880.8153734,636299976.7526999,60395400.46280023,658932869.4625118,72978392.95904635,86210428.68832965,133634662.63186242,141069808.66704175,197693658.12152332,194916601.77116966,238750059.26716012
