,labels_a2_MeanShift_params1,labels_a2_MeanShift_params10,labels_a2_MeanShift_params11,labels_a2_MeanShift_params12,labels_a2_MeanShift_params13,labels_a2_MeanShift_params14,labels_a2_MeanShift_params15,labels_a2_MeanShift_params16,labels_a2_MeanShift_params17,labels_a2_MeanShift_params18,labels_a2_MeanShift_params19,labels_a2_MeanShift_params2,labels_a2_MeanShift_params20,labels_a2_MeanShift_params27,labels_a2_MeanShift_params28,labels_a2_MeanShift_params29,labels_a2_MeanShift_params3,labels_a2_MeanShift_params30,labels_a2_MeanShift_params37,labels_a2_MeanShift_params38,labels_a2_MeanShift_params4,labels_a2_MeanShift_params5,labels_a2_MeanShift_params6,labels_a2_MeanShift_params7,labels_a2_MeanShift_params8,labels_a2_MeanShift_params9
BARI,0.5206296712196072,0.27821304981515976,0.15041332493719373,0.1498638841225629,0.43139298310824614,0.46592633793412913,0.24301921128241405,0.27821304981515976,0.056621432115735636,0.057113365907537884,0.15052780137000507,0.5213836613160598,0.1504008284738497,0.4166252638982147,0.4364576661134885,0.05538886606322946,0.5231671556616195,0.055365108368470105,0.1933581260089338,0.14966906753083764,0.5584575838356471,0.27319377856600424,0.3032012957497364,0.43139298310824614,0.46592633793412913,0.24301921128241405
