,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
ARI,0.01789496780743718,0.8863722660342666,0.6688419020029642,0.40185924330618605,0.18195179876613576,0.7732344384946463,0.9834768834495512,0.9794259693979374,0.9729042298680869,0.7819253438113949,0.7819253438113949,0.7819253438113949,0.7816450431111821,0.7819253438113949,0.7819253438113949,0.7819253438113949,0.7819253438113949,0.37406015037593987,0.37406015037593987,0.37406015037593987,0.37406015037593987,0.00026420409817392416
