,labels_smile_HDBSCAN_params1,labels_smile_HDBSCAN_params10,labels_smile_HDBSCAN_params11,labels_smile_HDBSCAN_params12,labels_smile_HDBSCAN_params13,labels_smile_HDBSCAN_params14,labels_smile_HDBSCAN_params15,labels_smile_HDBSCAN_params16,labels_smile_HDBSCAN_params17,labels_smile_HDBSCAN_params18,labels_smile_HDBSCAN_params19,labels_smile_HDBSCAN_params2,labels_smile_HDBSCAN_params20,labels_smile_HDBSCAN_params21,labels_smile_HDBSCAN_params22,labels_smile_HDBSCAN_params23,labels_smile_HDBSCAN_params24,labels_smile_HDBSCAN_params25,labels_smile_HDBSCAN_params26,labels_smile_HDBSCAN_params27,labels_smile_HDBSCAN_params28,labels_smile_HDBSCAN_params29,labels_smile_HDBSCAN_params3,labels_smile_HDBSCAN_params30,labels_smile_HDBSCAN_params31,labels_smile_HDBSCAN_params32,labels_smile_HDBSCAN_params33,labels_smile_HDBSCAN_params34,labels_smile_HDBSCAN_params35,labels_smile_HDBSCAN_params36,labels_smile_HDBSCAN_params37,labels_smile_HDBSCAN_params38,labels_smile_HDBSCAN_params39,labels_smile_HDBSCAN_params4,labels_smile_HDBSCAN_params40,labels_smile_HDBSCAN_params41,labels_smile_HDBSCAN_params42,labels_smile_HDBSCAN_params43,labels_smile_HDBSCAN_params44,labels_smile_HDBSCAN_params45,labels_smile_HDBSCAN_params46,labels_smile_HDBSCAN_params47,labels_smile_HDBSCAN_params48,labels_smile_HDBSCAN_params49,labels_smile_HDBSCAN_params5,labels_smile_HDBSCAN_params50,labels_smile_HDBSCAN_params51,labels_smile_HDBSCAN_params52,labels_smile_HDBSCAN_params53,labels_smile_HDBSCAN_params54,labels_smile_HDBSCAN_params55,labels_smile_HDBSCAN_params56,labels_smile_HDBSCAN_params57,labels_smile_HDBSCAN_params58,labels_smile_HDBSCAN_params59,labels_smile_HDBSCAN_params6,labels_smile_HDBSCAN_params60,labels_smile_HDBSCAN_params61,labels_smile_HDBSCAN_params62,labels_smile_HDBSCAN_params63,labels_smile_HDBSCAN_params7,labels_smile_HDBSCAN_params8,labels_smile_HDBSCAN_params9
cSIL,0.9212949763818986,0.9095461699522097,0.9095461699522097,0.8233627483714215,0.8233627483714215,0.8294512681794484,0.8843220078017422,0.8843220078017422,0.8843220078017422,0.8843220078017422,0.8843220078017422,0.9212949763818986,0.6100993183750613,0.8294512681794484,0.8868102575565824,0.8868102575565824,0.8868102575565824,0.8868102575565824,0.8233627483714215,0.8233627483714215,0.8294512681794484,0.8891378258954425,0.9212949763818986,0.8891378258954425,0.8891378258954425,0.8891378258954425,0.8233627483714215,0.8233627483714215,0.8294512681794484,0.8664885812753644,0.8664885812753644,0.8664885812753644,0.8664885812753644,0.9148683475330904,0.8664885812753644,0.6100993183750613,0.8294512681794484,0.4815304997166668,0.4815304997166668,0.4815304997166668,0.4815304997166668,0.8233627483714215,0.8233627483714215,0.8294512681794484,0.8233627483714215,0.8584460816373275,0.8584460816373275,0.8584460816373275,0.8584460816373275,0.8233627483714215,0.8233627483714215,0.8294512681794484,0.8700248143726909,0.8700248143726909,0.8700248143726909,0.8233627483714215,0.8700248143726909,0.8700248143726909,0.6100993183750613,0.8294512681794484,0.8294512681794484,0.9095461699522097,0.9095461699522097
GD43,0.8050441059574669,0.8351125964654895,0.8351125964654895,2.120217763623266,2.120217763623266,1.548126330245764,1.4392133083825507,1.4392133083825507,1.4392133083825507,1.4392133083825507,1.4392133083825507,0.8050441059574669,0.8028127965559511,1.548126330245764,0.8050441059574669,0.8050441059574669,0.8050441059574669,0.8050441059574669,2.120217763623266,2.120217763623266,1.548126330245764,0.8351125964654895,0.8050441059574669,0.8351125964654895,0.8351125964654895,0.8351125964654895,2.120217763623266,2.120217763623266,1.548126330245764,1.6687025918401697,1.6687025918401697,1.6687025918401697,1.6687025918401697,0.8050441059574669,1.6687025918401697,0.8028127965559511,1.548126330245764,0.5795617199408332,0.5795617199408332,0.5795617199408332,0.5795617199408332,2.120217763623266,2.120217763623266,1.548126330245764,2.120217763623266,1.1638684721166594,1.1638684721166594,1.1638684721166594,1.1638684721166594,2.120217763623266,2.120217763623266,1.548126330245764,2.120217763623266,2.120217763623266,2.120217763623266,2.120217763623266,2.120217763623266,2.120217763623266,0.8028127965559511,1.548126330245764,1.548126330245764,0.8351125964654895,0.8351125964654895
GD53,0.001384881370898632,0.0014133273415352441,0.0014133273415352441,0.2646296321902231,0.2646296321902231,0.3437647191729162,0.0021202877561298694,0.0021202877561298694,0.0021202877561298694,0.0021202877561298694,0.0021202877561298694,0.001384881370898632,0.15785559081129094,0.3437647191729162,0.001384881370898632,0.001384881370898632,0.001384881370898632,0.001384881370898632,0.2646296321902231,0.2646296321902231,0.3437647191729162,0.0014133273415352441,0.001384881370898632,0.0014133273415352441,0.0014133273415352441,0.0014133273415352441,0.2646296321902231,0.2646296321902231,0.3437647191729162,0.005012467067233745,0.005012467067233745,0.005012467067233745,0.005012467067233745,0.001384881370898632,0.005012467067233745,0.15785559081129094,0.3437647191729162,0.0009882787451628203,0.0009882787451628203,0.0009882787451628203,0.0009882787451628203,0.2646296321902231,0.2646296321902231,0.3437647191729162,0.2646296321902231,0.002245094076806768,0.002245094076806768,0.002245094076806768,0.002245094076806768,0.2646296321902231,0.2646296321902231,0.3437647191729162,0.011177965901179625,0.011177965901179625,0.011177965901179625,0.2646296321902231,0.011177965901179625,0.011177965901179625,0.15785559081129094,0.3437647191729162,0.3437647191729162,0.0014133273415352441,0.0014133273415352441
PS,-12.059283557056705,-6.847646790564179,-6.847646790564179,0.7888474084394301,0.7888474084394301,1.9633687222225316,-3.2420660300295325,-3.2420660300295325,-3.2420660300295325,-3.2420660300295325,-3.2420660300295325,-12.059283557056705,1.2579018244676607,1.9633687222225316,-6.650890027818617,-6.650890027818617,-6.650890027818617,-6.650890027818617,0.7888474084394304,0.7888474084394304,1.9633687222225316,-5.837850033129648,-12.059283557056705,-5.837850033129648,-5.837850033129648,-5.837850033129648,0.7888474084394301,0.7888474084394301,1.9633687222225316,-2.185829609634446,-2.185829609634446,-2.185829609634446,-2.185829609634446,-9.565667904099918,-2.185829609634446,1.2579018244676607,1.9633687222225316,-2.9473079190961484,-2.9473079190961484,-2.9473079190961484,-2.9473079190961484,0.7888474084394304,0.7888474084394304,1.9633687222225316,0.7888474084394304,-4.075979592451567,-4.075979592451567,-4.075979592451567,-4.075979592451567,0.7888474084394301,0.7888474084394301,1.9633687222225316,-1.2103041208381256,-1.2103041208381256,-1.2103041208381256,0.7888474084394304,-1.2103041208381256,-1.2103041208381256,1.2579018244676607,1.9633687222225316,1.9633687222225316,-6.847646790564179,-6.847646790564179
rCIP,0.9507340388064698,0.005410781386555831,0.005410781386555831,0.02346771860036766,0.02346771860036766,0.009177637556603321,0.002352514903618672,0.002352514903618672,0.002352514903618672,0.002352514903618672,0.002352514903618672,0.9507340388064698,0.027203949386561822,0.009177637556603321,0.08737308408280658,0.08737308408280658,0.08737308408280658,0.08737308408280658,0.023467718600367664,0.023467718600367664,0.009177637556603321,0.0137335346400832,0.9507340388064698,0.0137335346400832,0.0137335346400832,0.0137335346400832,0.02346771860036766,0.02346771860036766,0.009177637556603321,0.0023978748771167173,0.0023978748771167173,0.0023978748771167173,0.0023978748771167173,0.20971708259092994,0.0023978748771167173,0.027203949386561822,0.009177637556603321,2.424996516042728,2.424996516042728,2.424996516042728,2.424996516042728,0.023467718600367664,0.023467718600367664,0.009177637556603321,0.023467718600367664,0.004316760601955598,0.004316760601955598,0.004316760601955598,0.004316760601955598,0.02346771860036766,0.02346771860036766,0.009177637556603321,0.006157215344477172,0.006157215344477172,0.006157215344477172,0.023467718600367664,0.006157215344477172,0.006157215344477172,0.027203949386561822,0.009177637556603321,0.009177637556603321,0.005410781386555831,0.005410781386555831
WB,2.515094735439902,1.9595352418961944,1.9595352418961944,0.977979612886151,0.977979612886151,1.5698631709497342,1.549127385324733,1.549127385324733,1.549127385324733,1.549127385324733,1.549127385324733,2.515094735439902,1.7880065833269816,1.5698631709497342,1.8942525115810833,1.8942525115810833,1.8942525115810833,1.8942525115810833,0.9779796128861511,0.9779796128861511,1.5698631709497342,1.803289078727667,2.515094735439902,1.803289078727667,1.803289078727667,1.803289078727667,0.977979612886151,0.977979612886151,1.5698631709497342,1.382829847295139,1.382829847295139,1.382829847295139,1.382829847295139,2.222880667688944,1.382829847295139,1.7880065833269816,1.5698631709497342,1.4687159996246089,1.4687159996246089,1.4687159996246089,1.4687159996246089,0.9779796128861511,0.9779796128861511,1.5698631709497342,0.9779796128861511,1.5140587806236687,1.5140587806236687,1.5140587806236687,1.5140587806236687,0.977979612886151,0.977979612886151,1.5698631709497342,1.237835763389409,1.237835763389409,1.237835763389409,0.9779796128861511,1.237835763389409,1.237835763389409,1.7880065833269816,1.5698631709497342,1.5698631709497342,1.9595352418961944,1.9595352418961944
XB,1.4898674999032884,1.4391535291087754,1.4391535291087754,0.33227007595582003,0.33227007595582003,0.19623289636871677,0.5189976185981534,0.5189976185981534,0.5189976185981534,0.5189976185981534,0.5189976185981534,1.4898674999032884,0.6315807977870044,0.19623289636871677,1.562720359067685,1.562720359067685,1.562720359067685,1.562720359067685,0.33227007595582003,0.33227007595582003,0.19623289636871677,1.447970718166198,1.4898674999032884,1.447970718166198,1.447970718166198,1.447970718166198,0.33227007595582003,0.33227007595582003,0.19623289636871677,0.40046641214238204,0.40046641214238204,0.40046641214238204,0.40046641214238204,1.499949690599151,0.40046641214238204,0.6315807977870044,0.19623289636871677,1.9975718578701291,1.9975718578701291,1.9975718578701291,1.9975718578701291,0.33227007595582003,0.33227007595582003,0.19623289636871677,0.33227007595582003,0.773487874496474,0.773487874496474,0.773487874496474,0.773487874496474,0.33227007595582003,0.33227007595582003,0.19623289636871677,0.2667049352746927,0.2667049352746927,0.2667049352746927,0.33227007595582003,0.2667049352746927,0.2667049352746927,0.6315807977870044,0.19623289636871677,0.19623289636871677,1.4391535291087754,1.4391535291087754
SSE,70.53514231083138,71.05593927980051,71.05593927980051,112.25467952974029,112.25467952974029,251.2684710534923,71.82402589751769,71.82402589751769,71.82402589751769,71.82402589751769,71.82402589751769,70.53514231083138,213.37431560386665,251.2684710534923,74.13646303548032,74.13646303548032,74.13646303548032,74.13646303548032,112.25467952974029,112.25467952974029,251.2684710534923,71.64306024977273,70.53514231083138,71.64306024977273,71.64306024977273,71.64306024977273,112.25467952974029,112.25467952974029,251.2684710534923,76.0122435057569,76.0122435057569,76.0122435057569,76.0122435057569,71.30469817095243,76.0122435057569,213.37431560386665,251.2684710534923,98.62332877093331,98.62332877093331,98.62332877093331,98.62332877093331,112.25467952974029,112.25467952974029,251.2684710534923,112.25467952974029,74.88487694773414,74.88487694773414,74.88487694773414,74.88487694773414,112.25467952974029,112.25467952974029,251.2684710534923,85.32852822714841,85.32852822714841,85.32852822714841,112.25467952974029,85.32852822714841,85.32852822714841,213.37431560386665,251.2684710534923,251.2684710534923,71.05593927980051,71.05593927980051
RS,0.5820033390663468,0.5443549116854611,0.5443549116854611,0.37720649031678,0.37720649031678,0.12049112485614683,0.4777148850706863,0.4777148850706863,0.4777148850706863,0.4777148850706863,0.4777148850706863,0.5820033390663468,0.12589537746698143,0.12049112485614683,0.4129416554817467,0.4129416554817467,0.4129416554817467,0.4129416554817467,0.37720649031678,0.37720649031678,0.12049112485614683,0.5010405946802574,0.5820033390663468,0.5010405946802574,0.5010405946802574,0.5010405946802574,0.37720649031678,0.37720649031678,0.12049112485614683,0.4401331399016035,0.4401331399016035,0.4401331399016035,0.4401331399016035,0.5390288258812158,0.4401331399016035,0.12589537746698143,0.12049112485614683,0.12009830332775175,0.12009830332775175,0.12009830332775175,0.12009830332775175,0.37720649031678,0.37720649031678,0.12049112485614683,0.37720649031678,0.4114859317490078,0.4114859317490078,0.4114859317490078,0.4114859317490078,0.37720649031678,0.37720649031678,0.12049112485614683,0.463771684707241,0.463771684707241,0.463771684707241,0.37720649031678,0.463771684707241,0.463771684707241,0.12589537746698143,0.12049112485614683,0.12049112485614683,0.5443549116854611,0.5443549116854611
DH,0.08190380187879662,0.10454470985910108,0.10454470985910108,0.2690895563304768,0.2690895563304768,0.4657392165028522,0.1345921207579663,0.1345921207579663,0.1345921207579663,0.1345921207579663,0.1345921207579663,0.08190380187879662,0.3522191694099534,0.4657392165028522,0.13088259307332062,0.13088259307332062,0.13088259307332062,0.13088259307332062,0.2690895563304769,0.2690895563304769,0.4657392165028522,0.11985963359162224,0.08190380187879662,0.11985963359162224,0.11985963359162224,0.11985963359162224,0.2690895563304768,0.2690895563304768,0.4657392165028522,0.1555376083286512,0.1555376083286512,0.1555376083286512,0.1555376083286512,0.09865838723839636,0.1555376083286512,0.3522191694099534,0.4657392165028522,0.21460080037738202,0.21460080037738202,0.21460080037738202,0.21460080037738202,0.2690895563304769,0.2690895563304769,0.4657392165028522,0.2690895563304769,0.1515001118027544,0.1515001118027544,0.1515001118027544,0.1515001118027544,0.2690895563304768,0.2690895563304768,0.4657392165028522,0.1748864352288882,0.1748864352288882,0.1748864352288882,0.2690895563304769,0.1748864352288882,0.1748864352288882,0.3522191694099534,0.4657392165028522,0.4657392165028522,0.10454470985910108,0.10454470985910108
