,labels_mk1_SpectralClustering_params1,labels_mk1_SpectralClustering_params10,labels_mk1_SpectralClustering_params11,labels_mk1_SpectralClustering_params12,labels_mk1_SpectralClustering_params13,labels_mk1_SpectralClustering_params14,labels_mk1_SpectralClustering_params15,labels_mk1_SpectralClustering_params16,labels_mk1_SpectralClustering_params17,labels_mk1_SpectralClustering_params18,labels_mk1_SpectralClustering_params19,labels_mk1_SpectralClustering_params2,labels_mk1_SpectralClustering_params20,labels_mk1_SpectralClustering_params21,labels_mk1_SpectralClustering_params22,labels_mk1_SpectralClustering_params23,labels_mk1_SpectralClustering_params24,labels_mk1_SpectralClustering_params25,labels_mk1_SpectralClustering_params26,labels_mk1_SpectralClustering_params27,labels_mk1_SpectralClustering_params28,labels_mk1_SpectralClustering_params29,labels_mk1_SpectralClustering_params3,labels_mk1_SpectralClustering_params30,labels_mk1_SpectralClustering_params31,labels_mk1_SpectralClustering_params32,labels_mk1_SpectralClustering_params33,labels_mk1_SpectralClustering_params34,labels_mk1_SpectralClustering_params35,labels_mk1_SpectralClustering_params36,labels_mk1_SpectralClustering_params37,labels_mk1_SpectralClustering_params38,labels_mk1_SpectralClustering_params39,labels_mk1_SpectralClustering_params4,labels_mk1_SpectralClustering_params40,labels_mk1_SpectralClustering_params41,labels_mk1_SpectralClustering_params42,labels_mk1_SpectralClustering_params43,labels_mk1_SpectralClustering_params44,labels_mk1_SpectralClustering_params45,labels_mk1_SpectralClustering_params46,labels_mk1_SpectralClustering_params47,labels_mk1_SpectralClustering_params48,labels_mk1_SpectralClustering_params5,labels_mk1_SpectralClustering_params6,labels_mk1_SpectralClustering_params7,labels_mk1_SpectralClustering_params8,labels_mk1_SpectralClustering_params9
AMI,0.6894442212460367,0.7326451023952699,0.6751870093646818,0.7326451023952699,0.9828881935896341,0.9828881935896343,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.6894442212460367,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.8973470375252357,0.8964549158282087,0.8806737976117947,0.8806737976117947,0.8949854804542459,0.7326451023952699,0.8949854804542459,0.6965473073686271,0.7280384746689861,0.6965473073686271,0.7280384746689861,0.6965473073686271,0.7280384746689861,0.8186671064886271,0.8004385992782445,0.804441957089882,0.7326451023952699,0.8046292366019019,0.8176103695761417,0.8171261171721615,0.5798934377027545,0.5934449307360595,0.5798934377027545,0.5934449307360595,0.5798934377027545,0.5934449307360595,0.7326451023952699,0.7326451023952699,0.6751870093646818,0.7326451023952699,0.6751870093646818
