,labels_spiral_MeanShift_params1,labels_spiral_MeanShift_params10,labels_spiral_MeanShift_params11,labels_spiral_MeanShift_params12,labels_spiral_MeanShift_params13,labels_spiral_MeanShift_params14,labels_spiral_MeanShift_params15,labels_spiral_MeanShift_params16,labels_spiral_MeanShift_params19,labels_spiral_MeanShift_params2,labels_spiral_MeanShift_params20,labels_spiral_MeanShift_params22,labels_spiral_MeanShift_params25,labels_spiral_MeanShift_params26,labels_spiral_MeanShift_params3,labels_spiral_MeanShift_params4,labels_spiral_MeanShift_params5,labels_spiral_MeanShift_params6,labels_spiral_MeanShift_params7,labels_spiral_MeanShift_params8,labels_spiral_MeanShift_params9
VMI,0.3226370785960841,0.0020114085246416163,0.0009486705796746202,0.0023807019591546167,0.24975693902589632,0.24069253089182874,0.0014575712913403739,0.0020114085246416163,0.0012887749079629751,0.3044933040113596,0.00257385864443801,0.0007233495175528635,0.02557902036058779,0.0707599618122863,0.22663455515503758,0.2708691585497099,0.0018450264871721013,0.07082105815872176,0.24975693902589632,0.24069253089182874,0.0014575712913403739
