,labels_glass_MeanShift_params1,labels_glass_MeanShift_params10,labels_glass_MeanShift_params11,labels_glass_MeanShift_params12,labels_glass_MeanShift_params13,labels_glass_MeanShift_params14,labels_glass_MeanShift_params15,labels_glass_MeanShift_params16,labels_glass_MeanShift_params17,labels_glass_MeanShift_params18,labels_glass_MeanShift_params19,labels_glass_MeanShift_params2,labels_glass_MeanShift_params20,labels_glass_MeanShift_params21,labels_glass_MeanShift_params22,labels_glass_MeanShift_params23,labels_glass_MeanShift_params24,labels_glass_MeanShift_params25,labels_glass_MeanShift_params26,labels_glass_MeanShift_params27,labels_glass_MeanShift_params28,labels_glass_MeanShift_params29,labels_glass_MeanShift_params3,labels_glass_MeanShift_params30,labels_glass_MeanShift_params31,labels_glass_MeanShift_params32,labels_glass_MeanShift_params4,labels_glass_MeanShift_params5,labels_glass_MeanShift_params6,labels_glass_MeanShift_params7,labels_glass_MeanShift_params8,labels_glass_MeanShift_params9
AMI,0.32396813107308253,0.3633511175768058,0.3494142072171855,0.36493009314360264,0.31532798114197724,0.33036308348916626,0.35967607054472894,0.3633511175768058,0.36816931962620714,0.3655475925940987,0.38837229218130354,0.29615226421611757,0.4004052549885208,0.3617789173096508,0.36278832207500017,0.40809885195171564,0.41316241084082783,0.3283928692462763,0.3384092119658656,0.367744397717259,0.367744397717259,0.3131556076077353,0.3345738363078757,0.3131556076077353,0.367744397717259,0.367744397717259,0.3493113498178064,0.318315660008588,0.3119211540826867,0.31532798114197724,0.33036308348916626,0.35967607054472894
