,labels_parabolic_MeanShift_params1,labels_parabolic_MeanShift_params10,labels_parabolic_MeanShift_params11,labels_parabolic_MeanShift_params12,labels_parabolic_MeanShift_params13,labels_parabolic_MeanShift_params14,labels_parabolic_MeanShift_params15,labels_parabolic_MeanShift_params16,labels_parabolic_MeanShift_params17,labels_parabolic_MeanShift_params18,labels_parabolic_MeanShift_params19,labels_parabolic_MeanShift_params2,labels_parabolic_MeanShift_params20,labels_parabolic_MeanShift_params21,labels_parabolic_MeanShift_params22,labels_parabolic_MeanShift_params23,labels_parabolic_MeanShift_params24,labels_parabolic_MeanShift_params25,labels_parabolic_MeanShift_params26,labels_parabolic_MeanShift_params27,labels_parabolic_MeanShift_params28,labels_parabolic_MeanShift_params3,labels_parabolic_MeanShift_params31,labels_parabolic_MeanShift_params32,labels_parabolic_MeanShift_params4,labels_parabolic_MeanShift_params5,labels_parabolic_MeanShift_params6,labels_parabolic_MeanShift_params7,labels_parabolic_MeanShift_params8,labels_parabolic_MeanShift_params9
VMI,0.39292846170769125,0.38069238059331745,0.3841323550726481,0.40974996539023306,0.4524930808464564,0.44011405527501457,0.38761159883129814,0.38069238059331745,0.40136120621712074,0.40136120621712074,0.40311392001038754,0.3824787964653135,0.40823368915181424,0.3990042574753386,0.40441702788257966,0.41322319220115644,0.41322319220115644,0.41469589568524057,0.4069938012029603,0.48865010690696664,0.48865010690696664,0.445067586799177,0.47390892693733105,0.47390892693733105,0.42241211158003894,0.445348471926484,0.423097692828402,0.4524930808464564,0.44011405527501457,0.38761159883129814
