,labels_x2_KMeans_params1,labels_x2_KMeans_params10,labels_x2_KMeans_params11,labels_x2_KMeans_params12,labels_x2_KMeans_params13,labels_x2_KMeans_params14,labels_x2_KMeans_params15,labels_x2_KMeans_params16,labels_x2_KMeans_params17,labels_x2_KMeans_params18,labels_x2_KMeans_params19,labels_x2_KMeans_params2,labels_x2_KMeans_params20,labels_x2_KMeans_params21,labels_x2_KMeans_params22,labels_x2_KMeans_params23,labels_x2_KMeans_params24,labels_x2_KMeans_params25,labels_x2_KMeans_params26,labels_x2_KMeans_params27,labels_x2_KMeans_params28,labels_x2_KMeans_params29,labels_x2_KMeans_params3,labels_x2_KMeans_params30,labels_x2_KMeans_params31,labels_x2_KMeans_params32,labels_x2_KMeans_params33,labels_x2_KMeans_params34,labels_x2_KMeans_params35,labels_x2_KMeans_params36,labels_x2_KMeans_params37,labels_x2_KMeans_params38,labels_x2_KMeans_params39,labels_x2_KMeans_params4,labels_x2_KMeans_params40,labels_x2_KMeans_params41,labels_x2_KMeans_params42,labels_x2_KMeans_params43,labels_x2_KMeans_params44,labels_x2_KMeans_params45,labels_x2_KMeans_params46,labels_x2_KMeans_params47,labels_x2_KMeans_params48,labels_x2_KMeans_params49,labels_x2_KMeans_params5,labels_x2_KMeans_params50,labels_x2_KMeans_params51,labels_x2_KMeans_params52,labels_x2_KMeans_params53,labels_x2_KMeans_params54,labels_x2_KMeans_params55,labels_x2_KMeans_params56,labels_x2_KMeans_params57,labels_x2_KMeans_params58,labels_x2_KMeans_params59,labels_x2_KMeans_params6,labels_x2_KMeans_params60,labels_x2_KMeans_params61,labels_x2_KMeans_params62,labels_x2_KMeans_params63,labels_x2_KMeans_params64,labels_x2_KMeans_params65,labels_x2_KMeans_params66,labels_x2_KMeans_params67,labels_x2_KMeans_params68,labels_x2_KMeans_params69,labels_x2_KMeans_params7,labels_x2_KMeans_params70,labels_x2_KMeans_params71,labels_x2_KMeans_params72,labels_x2_KMeans_params8,labels_x2_KMeans_params9
cSIL,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8411177743056416,0.8747661189595934,0.8411177743056416,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8411177743056416,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8747661189595934,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8411177743056416,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8411177743056416,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8342360108043365,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8411177743056416,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8411177743056416,0.8109576040028598,0.8109576040028598,0.8109576040028598,0.8411177743056416,0.8411177743056416
GD43,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,1.8856494138322382,3.195856882043397,1.8856494138322382,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,1.8856494138322382,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,3.195856882043397,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.8856494138322382,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.8856494138322382,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.7405010704810908,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.8856494138322382,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.992312425533802,1.8856494138322382,1.992312425533802,1.992312425533802,1.992312425533802,1.8856494138322382,1.8856494138322382
GD53,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.2665958277999349,0.3416626420494452,0.2665958277999349,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.2665958277999349,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.3416626420494452,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.2665958277999349,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.2665958277999349,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.17452884371762017,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.2665958277999349,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.2665958277999349,0.19575574375239863,0.19575574375239863,0.19575574375239863,0.2665958277999349,0.2665958277999349
PS,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.409151854752652,1.1189531030219326,1.409151854752652,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.409151854752652,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,1.1189531030219326,0.7315480477854284,0.7315480477854284,0.7315480477854284,1.409151854752652,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,1.409151854752652,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,0.7315480477854284,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,1.409151854752652,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,1.409151854752652,-0.2445587762759574,-0.2445587762759574,-0.2445587762759574,1.409151854752652,1.409151854752652
rCIP,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.011616547820151533,0.13482375366430716,0.011616547820151533,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.011616547820151533,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.13482375366430716,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.011616547820151533,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.011616547820151533,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.27693651696188654,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.011616547820151533,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.011616547820151533,0.33265502955357584,0.33265502955357584,0.33265502955357584,0.011616547820151533,0.011616547820151533
WB,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.3521670151094083,1.160446315521224,1.3521670151094083,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.3521670151094083,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,1.160446315521224,0.9527446110515085,0.9527446110515085,0.9527446110515085,1.3521670151094083,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,1.3521670151094083,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9527446110515085,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,1.3521670151094083,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,0.9435617610910739,1.3521670151094083,0.9435617610910739,0.9435617610910739,0.9435617610910739,1.3521670151094083,1.3521670151094083
XB,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14418419803475668,0.14437168271653358,0.14418419803475668,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14418419803475668,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.14437168271653358,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.14418419803475668,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.14418419803475668,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.35224567053258765,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.14418419803475668,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.14418419803475668,0.30217228675189123,0.30217228675189123,0.30217228675189123,0.14418419803475668,0.14418419803475668
SSE,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,16.63597947589759,11.503468782534384,16.63597947589759,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,16.63597947589759,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,11.503468782534384,7.933672220186813,7.933672220186813,7.933672220186813,16.63597947589759,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,16.63597947589759,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,7.933672220186813,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,16.63597947589759,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,6.547375351609079,16.63597947589759,6.547375351609079,6.547375351609079,6.547375351609079,16.63597947589759,16.63597947589759
RS,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,-0.0024640547795846787,0.07282953540904127,-0.0024640547795846787,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,-0.0024640547795846787,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.07282953540904127,0.0819461096390918,0.0819461096390918,0.0819461096390918,-0.0024640547795846787,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,-0.0024640547795846787,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,0.0819461096390918,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.0024640547795846787,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.0024640547795846787,-0.028739996125848943,-0.028739996125848943,-0.028739996125848943,-0.0024640547795846787,-0.0024640547795846787
DH,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.4437981247994458,0.36750272550496393,0.4437981247994458,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.4437981247994458,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.36750272550496393,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.4437981247994458,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.4437981247994458,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3509089006334844,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.4437981247994458,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.4437981247994458,0.3240183202521882,0.3240183202521882,0.3240183202521882,0.4437981247994458,0.4437981247994458
