,labels_line_MeanShift_params1,labels_line_MeanShift_params10,labels_line_MeanShift_params11,labels_line_MeanShift_params12,labels_line_MeanShift_params13,labels_line_MeanShift_params14,labels_line_MeanShift_params15,labels_line_MeanShift_params16,labels_line_MeanShift_params17,labels_line_MeanShift_params18,labels_line_MeanShift_params19,labels_line_MeanShift_params2,labels_line_MeanShift_params20,labels_line_MeanShift_params21,labels_line_MeanShift_params22,labels_line_MeanShift_params23,labels_line_MeanShift_params24,labels_line_MeanShift_params25,labels_line_MeanShift_params26,labels_line_MeanShift_params27,labels_line_MeanShift_params28,labels_line_MeanShift_params29,labels_line_MeanShift_params3,labels_line_MeanShift_params30,labels_line_MeanShift_params31,labels_line_MeanShift_params32,labels_line_MeanShift_params4,labels_line_MeanShift_params5,labels_line_MeanShift_params6,labels_line_MeanShift_params7,labels_line_MeanShift_params8,labels_line_MeanShift_params9
VMI,0.2784676210982358,0.3460857365521364,0.41673967020865643,0.40055660548372946,0.3994537607381293,0.3797901045927041,0.3637471516457713,0.3460857365521364,0.41645925106868203,0.3945020003579404,0.4170050486473359,0.27076443549310025,0.4122637758438192,0.4413441445508946,0.4434610342633963,0.4763138909963755,0.4827508460986082,0.43868622961623877,0.3938745004277338,0.19704778920080004,0.18290428723604973,0.18986685223432467,0.3085610422333802,0.1946288991453108,0.18986685223432467,0.1946288991453108,0.30840742549402655,0.33654545935891306,0.33712293102878566,0.3994537607381293,0.3797901045927041,0.3637471516457713
