,labels_data4_DBSCAN_params13,labels_data4_DBSCAN_params14,labels_data4_DBSCAN_params17,labels_data4_DBSCAN_params18,labels_data4_DBSCAN_params19,labels_data4_DBSCAN_params20,labels_data4_DBSCAN_params22,labels_data4_DBSCAN_params23,labels_data4_DBSCAN_params24,labels_data4_DBSCAN_params9
BARI,0.006010751607329401,0.00040613572583828375,0.8984339428052662,0.8130465494119465,0.6879966774682528,0.5285221537631621,0.9718108356872744,0.9558674388790456,0.9308607121430131,0.00015136505688763532
