,labels_flame_MeanShift_params1,labels_flame_MeanShift_params10,labels_flame_MeanShift_params11,labels_flame_MeanShift_params12,labels_flame_MeanShift_params13,labels_flame_MeanShift_params14,labels_flame_MeanShift_params15,labels_flame_MeanShift_params16,labels_flame_MeanShift_params17,labels_flame_MeanShift_params18,labels_flame_MeanShift_params19,labels_flame_MeanShift_params2,labels_flame_MeanShift_params20,labels_flame_MeanShift_params21,labels_flame_MeanShift_params22,labels_flame_MeanShift_params23,labels_flame_MeanShift_params24,labels_flame_MeanShift_params25,labels_flame_MeanShift_params26,labels_flame_MeanShift_params27,labels_flame_MeanShift_params28,labels_flame_MeanShift_params29,labels_flame_MeanShift_params3,labels_flame_MeanShift_params30,labels_flame_MeanShift_params4,labels_flame_MeanShift_params5,labels_flame_MeanShift_params6,labels_flame_MeanShift_params7,labels_flame_MeanShift_params8,labels_flame_MeanShift_params9
AMI,0.3165226907604211,0.4464426493967133,0.45409831426308744,0.4523062382498851,0.309713993379573,0.3316698856901412,0.4337221194998995,0.4464426493967133,0.46469522031486854,0.46469522031486854,0.4454464279399864,0.31302827715191417,0.5054371604544369,0.5382283794677977,0.4871059357496909,0.4249325862172428,0.4249325862172428,0.30443092538265654,0.2945122244875677,0.4563508780369314,0.4563508780369314,0.4458795467961799,0.3081898832394687,0.4458795467961799,0.3086747290566152,0.4130333939086346,0.41432230298736644,0.309713993379573,0.3316698856901412,0.4337221194998995
