,labels_sonar_HDBSCAN_params1,labels_sonar_HDBSCAN_params2,labels_sonar_HDBSCAN_params3,labels_sonar_HDBSCAN_params4,labels_sonar_HDBSCAN_params5,labels_sonar_HDBSCAN_params6,labels_sonar_HDBSCAN_params7
AMI,0.030612891147294784,0.030612891147294784,0.030612891147294784,0.030612891147294784,0.030612891147294784,0.030612891147294784,0.030612891147294784
