,labels_ecoli_DBSCAN_params26,labels_ecoli_DBSCAN_params31,labels_ecoli_DBSCAN_params32,labels_ecoli_DBSCAN_params36,labels_ecoli_DBSCAN_params37,labels_ecoli_DBSCAN_params41,labels_ecoli_DBSCAN_params42,labels_ecoli_DBSCAN_params43,labels_ecoli_DBSCAN_params46,labels_ecoli_DBSCAN_params47,labels_ecoli_DBSCAN_params48,labels_ecoli_DBSCAN_params51,labels_ecoli_DBSCAN_params55
VMI,0.019114997672841107,0.10824239659754015,0.03411060634063676,0.3075728813886592,0.1721117233729341,0.4293881945981011,0.3993206970636124,0.20638517650652116,0.10850348973167681,0.4182369706613718,0.42059421016104254,0.13871684414595412,0.4871607516864882
