,labels_lsun_DBSCAN_params11,labels_lsun_DBSCAN_params16,labels_lsun_DBSCAN_params17,labels_lsun_DBSCAN_params21,labels_lsun_DBSCAN_params22,labels_lsun_DBSCAN_params23,labels_lsun_DBSCAN_params26,labels_lsun_DBSCAN_params27,labels_lsun_DBSCAN_params28,labels_lsun_DBSCAN_params29,labels_lsun_DBSCAN_params31,labels_lsun_DBSCAN_params32,labels_lsun_DBSCAN_params33,labels_lsun_DBSCAN_params34,labels_lsun_DBSCAN_params36,labels_lsun_DBSCAN_params37,labels_lsun_DBSCAN_params38,labels_lsun_DBSCAN_params39,labels_lsun_DBSCAN_params41,labels_lsun_DBSCAN_params42,labels_lsun_DBSCAN_params43,labels_lsun_DBSCAN_params44,labels_lsun_DBSCAN_params45,labels_lsun_DBSCAN_params50
AMI,0.06206425963277588,0.3128996419572451,0.2334707251752497,0.5689043757189954,0.46008132619274894,0.26105156238594784,0.8262187547873767,0.7549098877837152,0.47254525262613056,0.21413203244386894,0.9932630354595716,0.9765111968359345,0.8327359404053508,0.6861020365308031,0.9932630354595716,0.9932630354595716,0.9932630354595716,0.8717708237054942,0.7010761923370552,0.7010761923370552,0.6939936403173393,0.9581528704084864,0.6612714551823442,0.7997759433043716
