,labels_wingnut_MeanShift_params1,labels_wingnut_MeanShift_params10,labels_wingnut_MeanShift_params11,labels_wingnut_MeanShift_params12,labels_wingnut_MeanShift_params13,labels_wingnut_MeanShift_params14,labels_wingnut_MeanShift_params15,labels_wingnut_MeanShift_params16,labels_wingnut_MeanShift_params17,labels_wingnut_MeanShift_params18,labels_wingnut_MeanShift_params19,labels_wingnut_MeanShift_params2,labels_wingnut_MeanShift_params20,labels_wingnut_MeanShift_params21,labels_wingnut_MeanShift_params22,labels_wingnut_MeanShift_params23,labels_wingnut_MeanShift_params24,labels_wingnut_MeanShift_params3,labels_wingnut_MeanShift_params4,labels_wingnut_MeanShift_params5,labels_wingnut_MeanShift_params6,labels_wingnut_MeanShift_params7,labels_wingnut_MeanShift_params8,labels_wingnut_MeanShift_params9
COP,0.27885143823580166,0.24945595279736535,0.2484505456759396,0.24610680766134158,0.25101153495925915,0.2502436925076238,0.2513866669445112,0.24945595279736535,0.24318645921319595,0.2500990068470193,0.2432732450132826,0.27738785842651875,0.25068323270746534,0.24286594729045563,0.24892847000672985,0.2443172135285645,0.2414535347434917,0.25842595655066963,0.26407133546527645,0.260848032305148,0.24149930526680588,0.25101153495925915,0.2502436925076238,0.2513866669445112
Sym,0.011641949234870285,0.013502809342476047,0.016479173917642555,0.013923524316430682,0.015421040366619971,0.014826055595649406,0.014588698005552653,0.013502809342476047,0.014727149577444696,0.013328000771724023,0.014381598120265156,0.009763875035941855,0.013252981446824673,0.01499730667227327,0.009138538237080633,0.015112271146464655,0.012686961677220549,0.011857024650455697,0.011398921926898132,0.015355625032821982,0.017552482248131107,0.015421040366619971,0.014826055595649406,0.014588698005552653
CS,1.242559812377734,2.176800660545295,2.1342795848248683,2.1783244208527806,2.1213786183677166,2.1210489662713248,2.1519424164132133,2.176800660545295,2.2313914228293577,2.2055159808055755,2.2360694542864974,1.2452301071082288,2.2177720158026037,2.22567633473633,1.5375167874116382,2.259562677010174,2.243997983888504,1.326668811116452,1.4168269905177684,1.3827341434378215,1.3676855671643127,2.1213786183677166,2.1210489662713248,2.1519424164132133
SF,0.02366126499978627,0.2692759277182182,0.27148255951731737,0.2702598249144782,0.271497293973345,0.27178032485764825,0.26998746287875186,0.2692759277182182,0.26638844425706065,0.26759399823312224,0.26609204936622166,0.018253343006367606,0.2668156701923211,0.26677894242073463,0.35090386370899496,0.26419214160482096,0.2642321352924547,0.05284734625891241,0.04990949826569557,0.13565728372121333,0.16109478625127271,0.271497293973345,0.27178032485764825,0.26998746287875186
SD,651907.1358099704,5069556.5904930765,4969702.338152998,5024733.685999899,5031018.92936594,5029524.180851561,5049378.856150292,5069556.5904930765,5080075.704726786,5094833.848787388,5105976.559314908,607308.78060745,5117521.308770857,5041627.984515151,5954022.881923939,5132386.875735292,5129803.367847865,937474.5418970557,1001886.2796476887,1938096.6815753223,2172480.2099235263,5031018.92936594,5029524.180851561,5049378.856150292
SDbw,0.23317245930409386,1.2286402942981716,1.2067033702939889,1.2201494763011809,1.2188260031302571,1.2175464666988496,1.2096027225916257,1.2286402942981716,1.21307559639094,1.2208720588680706,1.2192098310365795,0.19429865381646605,1.2248724777465616,1.2012994069742986,1.3914090806617452,1.2200923364459433,1.2187895801182345,0.3095653331666327,0.3337105075266735,0.6386036040359777,0.6369610618762043,1.2188260031302571,1.2175464666988496,1.2096027225916257
XB*,1.0760457786599746,0.6636333396186884,0.6366100096911623,0.6735139872135918,0.6063242697969384,0.6128527987748361,0.6381285898151771,0.6636333396186884,0.6835358281814062,0.6751095212815843,0.6832681064233392,0.8859841790714214,0.6829465460411148,0.6867543863794496,0.26295673326078317,0.7218570108648825,0.7090512868986796,0.5131469899663234,0.8007020411156153,0.5879074471971125,0.44565298408072457,0.6063242697969384,0.6128527987748361,0.6381285898151771
S,0.28782864076019227,0.3368833670261733,0.3373411984907374,0.33735781920084,0.3349946348112115,0.33519011646727725,0.33719386721011396,0.3368833670261733,0.33779547921557374,0.3377495514775992,0.3374488990768584,0.27833345408431787,0.3375488034103011,0.33862927022299977,0.43208673502726563,0.33922220511380946,0.33807108408618464,0.30187463375146717,0.27853092011911373,0.33042966159678017,0.36689647476145687,0.3349946348112115,0.33519011646727725,0.33719386721011396
DB,0.9272414875651848,1.2097710152349954,1.1887750663067969,1.2044231906324177,1.1795609129640166,1.1787399578842537,1.201427789580272,1.2097710152349954,1.2398877461597122,1.2286425817639808,1.2424855999967892,0.9301052007145663,1.2369838767723587,1.2374108241400457,0.9039816593934057,1.265522359493788,1.2596152816935455,0.9389865573809666,1.0018936054289964,0.9332787071626331,0.9196399055676351,1.1795609129640166,1.1787399578842537,1.201427789580272
CH,660.9991838419584,721.8377757096853,722.9913628113277,720.9014515923043,721.5983996677949,721.3000698793468,722.6526558038361,721.8377757096853,718.7553715153826,720.5972274730743,718.3441592077003,651.8696212743627,719.3661350148103,719.3548706751061,964.0369262524097,715.0736633326875,716.9913146080145,684.8029545349737,666.2634341366223,908.3050584880835,986.2374560776923,721.5983996677949,721.3000698793468,722.6526558038361
AD-S,0.03322806260168818,0.11363917153684512,0.0989627892731377,0.11510434610772963,0.09389689592416271,0.09618910086554232,0.10279428788206144,0.11363917153684512,0.11554829136484689,0.11863494062251975,0.11530857946985949,0.05090722287566938,0.12072787784246818,0.11598432953299143,0.3916952526942394,0.12185146759932072,0.12913322946641043,0.07190613138955232,0.05154422534396217,0.02090322607111646,0.03445938405312599,0.09389689592416271,0.09618910086554232,0.10279428788206144
AD-DB,2.00362053647358,2.3766303550820123,2.401307688467805,2.363786198623225,2.404627972315786,2.396073029375501,2.406848456524207,2.3766303550820123,2.4120946410402486,2.3880030203800486,2.41490250028663,1.8741298964837272,2.3898359078377953,2.4089789448048826,1.097413885288978,2.4162797684886854,2.404207010205907,2.103536103074055,2.0047804668357703,2.261839429306801,1.9020220078242651,2.404627972315786,2.396073029375501,2.406848456524207
AD-CH,68.44868476886982,418.54277035575154,394.35636688445857,415.33200123539814,389.9930704041232,391.07373194011086,716.9641581592754,418.54277035575154,424.7791021214286,424.9649911882443,716.2216663430794,66.53045738051085,429.43372272488057,422.6204352988819,1299.712285604682,435.8010626888945,439.72017016709265,108.19738380239835,111.1425095502565,229.3207302396198,306.5175304918461,389.9930704041232,391.07373194011086,716.9641581592754
AD-idea,1.6901828707775828,2.148754869402982,2.165475454301583,2.1770107688327567,2.148229892369979,2.1574627347939916,2.1896185657626757,2.148754869402982,2.2080372767877354,2.1884698261633915,2.1975208074792008,2.3471692425406094,2.1927805697763936,2.226675969520226,2.937286831660059,2.1999017776340817,2.2521942103614894,2.8184670926814,2.3585136094999264,1.13125130570966,1.13591842787381,2.148229892369979,2.1574627347939916,2.1896185657626757
