,labels_line_DBSCAN_params11,labels_line_DBSCAN_params12,labels_line_DBSCAN_params16,labels_line_DBSCAN_params17,labels_line_DBSCAN_params21,labels_line_DBSCAN_params22,labels_line_DBSCAN_params23,labels_line_DBSCAN_params26,labels_line_DBSCAN_params27,labels_line_DBSCAN_params28,labels_line_DBSCAN_params31,labels_line_DBSCAN_params32,labels_line_DBSCAN_params33,labels_line_DBSCAN_params34,labels_line_DBSCAN_params36,labels_line_DBSCAN_params37,labels_line_DBSCAN_params38,labels_line_DBSCAN_params39,labels_line_DBSCAN_params41,labels_line_DBSCAN_params42,labels_line_DBSCAN_params43,labels_line_DBSCAN_params44,labels_line_DBSCAN_params46,labels_line_DBSCAN_params47,labels_line_DBSCAN_params48,labels_line_DBSCAN_params49,labels_line_DBSCAN_params6
cSIL,,,,,,,,0.3070320278634123,0.3070320278634123,,0.3070320278634123,0.3070320278634123,0.3070320278634123,,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,0.3070320278634123,
GD43,,,,,,,,0.49696239069342424,0.49696239069342424,,0.49696239069342424,0.49696239069342424,0.49696239069342424,,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,0.49696239069342424,
GD53,,,,,,,,0.4004185253412428,0.4004185253412428,,0.4004185253412428,0.4004185253412428,0.4004185253412428,,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,0.4004185253412428,
PS,,,,,,,,1.2133687222225316,1.2133687222225316,,1.2133687222225316,1.2133687222225316,1.2133687222225316,,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,1.2133687222225316,
rCIP,,,,,,,,2.9884538634120715e-21,2.9884538634120715e-21,,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,2.9884538634120715e-21,
WB,,,,,,,,16.344297749216185,16.344297749216185,,16.344297749216185,16.344297749216185,16.344297749216185,,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,16.344297749216185,
XB,,,,,,,,1.3075438199372946,1.3075438199372946,,1.3075438199372946,1.3075438199372946,1.3075438199372946,,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,1.3075438199372946,
SSE,237.29656262610905,214.91804921239634,193.3199052024787,217.62751170701387,643.4463301056536,282.444188744411,250.9895496434829,124.12664970100806,124.12664970100806,433.7240502346798,124.12664970100806,124.12664970100806,124.12664970100806,392.726320392007,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,124.12664970100806,204.2914361001741
RS,,,,,,,,-0.1172101080531833,-0.1172101080531833,,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,-0.1172101080531833,
DH,0.09739122338859016,0.2970452665325511,0.09586144328760988,0.09176621296141821,0.20501031857914423,0.4190136103815019,0.18839807877221343,0.5181393529503872,0.5181393529503872,0.4370646487641276,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.42572323369838877,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.5181393529503872,0.23714084467900778
