,labels_compound_DBSCAN_params16,labels_compound_DBSCAN_params17,labels_compound_DBSCAN_params21,labels_compound_DBSCAN_params22,labels_compound_DBSCAN_params23,labels_compound_DBSCAN_params26,labels_compound_DBSCAN_params27,labels_compound_DBSCAN_params28,labels_compound_DBSCAN_params31,labels_compound_DBSCAN_params32,labels_compound_DBSCAN_params33,labels_compound_DBSCAN_params34,labels_compound_DBSCAN_params36,labels_compound_DBSCAN_params37,labels_compound_DBSCAN_params38,labels_compound_DBSCAN_params39,labels_compound_DBSCAN_params41,labels_compound_DBSCAN_params42,labels_compound_DBSCAN_params43,labels_compound_DBSCAN_params44,labels_compound_DBSCAN_params45,labels_compound_DBSCAN_params46,labels_compound_DBSCAN_params47,labels_compound_DBSCAN_params48,labels_compound_DBSCAN_params49,labels_compound_DBSCAN_params50
ARI,0.34934316458115655,0.054593401108037676,0.8866779178277158,0.8654007812483451,0.23131975380415967,0.9485129049082743,0.9086091855422742,0.8669446897642914,0.8026085379286146,0.8242013028891053,0.8461298302209299,0.7430938755772755,0.7567758766680598,0.7704276603032143,0.7933830237248177,0.823652773131041,0.740208347351395,0.740208347351395,0.7621802501238164,0.7797159604037024,0.7360510740969078,0.4841271762316797,0.4841271762316797,0.49540190221359837,0.7661545445225314,0.7269777150441417
