,labels_parabolic_DBSCAN_params11,labels_parabolic_DBSCAN_params12,labels_parabolic_DBSCAN_params16,labels_parabolic_DBSCAN_params17,labels_parabolic_DBSCAN_params18,labels_parabolic_DBSCAN_params19,labels_parabolic_DBSCAN_params21,labels_parabolic_DBSCAN_params23,labels_parabolic_DBSCAN_params24,labels_parabolic_DBSCAN_params28,labels_parabolic_DBSCAN_params29,labels_parabolic_DBSCAN_params30,labels_parabolic_DBSCAN_params35,labels_parabolic_DBSCAN_params40,labels_parabolic_DBSCAN_params6
VMI,0.17181284454378576,0.08344564200085336,0.47461712704573455,0.4228306364634248,0.27796921808878944,0.13249087850225008,0.005108029612561549,0.5636872139952297,0.3155546695866466,0.8730160947491314,0.5128799143771512,0.25235179596043644,0.4317440315095325,0.5504216373277089,0.07399095027040745
