,labels_ecoli_DBSCAN_params26,labels_ecoli_DBSCAN_params31,labels_ecoli_DBSCAN_params32,labels_ecoli_DBSCAN_params36,labels_ecoli_DBSCAN_params37,labels_ecoli_DBSCAN_params41,labels_ecoli_DBSCAN_params42,labels_ecoli_DBSCAN_params43,labels_ecoli_DBSCAN_params46,labels_ecoli_DBSCAN_params47,labels_ecoli_DBSCAN_params48,labels_ecoli_DBSCAN_params51,labels_ecoli_DBSCAN_params55
BARI_nn,1.0,0.45839753466872113,1.0,0.37979943643977193,0.2829029597136915,0.46997455378145986,0.38666800130546347,0.3901785181036006,0.1323811269127287,0.19407681117441786,0.4514450060873901,0.1772692629851218,0.32385035901772624
