,labels_line_KMeans_params1,labels_line_KMeans_params10,labels_line_KMeans_params11,labels_line_KMeans_params12,labels_line_KMeans_params13,labels_line_KMeans_params14,labels_line_KMeans_params15,labels_line_KMeans_params16,labels_line_KMeans_params17,labels_line_KMeans_params18,labels_line_KMeans_params19,labels_line_KMeans_params2,labels_line_KMeans_params20,labels_line_KMeans_params21,labels_line_KMeans_params22,labels_line_KMeans_params23,labels_line_KMeans_params24,labels_line_KMeans_params25,labels_line_KMeans_params26,labels_line_KMeans_params27,labels_line_KMeans_params28,labels_line_KMeans_params29,labels_line_KMeans_params3,labels_line_KMeans_params30,labels_line_KMeans_params31,labels_line_KMeans_params32,labels_line_KMeans_params33,labels_line_KMeans_params34,labels_line_KMeans_params35,labels_line_KMeans_params36,labels_line_KMeans_params37,labels_line_KMeans_params38,labels_line_KMeans_params39,labels_line_KMeans_params4,labels_line_KMeans_params40,labels_line_KMeans_params41,labels_line_KMeans_params42,labels_line_KMeans_params43,labels_line_KMeans_params44,labels_line_KMeans_params45,labels_line_KMeans_params46,labels_line_KMeans_params47,labels_line_KMeans_params48,labels_line_KMeans_params49,labels_line_KMeans_params5,labels_line_KMeans_params50,labels_line_KMeans_params51,labels_line_KMeans_params52,labels_line_KMeans_params53,labels_line_KMeans_params54,labels_line_KMeans_params6,labels_line_KMeans_params7,labels_line_KMeans_params8,labels_line_KMeans_params9
BARI,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,0.0997296051888151,-0.009239623395487596,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,-0.009239623395487596,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.0997296051888151,0.4600497178866334,0.4600497178866334,0.4600497178866334,-0.009239623395487596,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,-0.009239623395487596,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,0.4600497178866334,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596,-0.009239623395487596
