,labels_ring_noisy_DBSCAN_params1,labels_ring_noisy_DBSCAN_params11,labels_ring_noisy_DBSCAN_params12,labels_ring_noisy_DBSCAN_params16,labels_ring_noisy_DBSCAN_params17,labels_ring_noisy_DBSCAN_params18,labels_ring_noisy_DBSCAN_params2,labels_ring_noisy_DBSCAN_params21,labels_ring_noisy_DBSCAN_params22,labels_ring_noisy_DBSCAN_params23,labels_ring_noisy_DBSCAN_params24,labels_ring_noisy_DBSCAN_params26,labels_ring_noisy_DBSCAN_params27,labels_ring_noisy_DBSCAN_params28,labels_ring_noisy_DBSCAN_params29,labels_ring_noisy_DBSCAN_params34,labels_ring_noisy_DBSCAN_params35,labels_ring_noisy_DBSCAN_params6,labels_ring_noisy_DBSCAN_params7,labels_ring_noisy_DBSCAN_params8
COP,0.15961631753477706,0.2909062567902057,0.2837523801451762,0.6455958187797622,0.6455958187797622,0.6455958187797622,0.12416139547683581,0.6462624070301468,0.6462624070301468,0.6462624070301468,0.6462231701277559,0.6376910553742687,0.6393687575146922,0.6478120491515003,0.6478819414774465,0.5010383611861794,0.290881128581037,0.3024270133483915,0.30295923719691287,0.14462808876494007
Sym,4.977968298795998,0.08383169200164957,0.07411623544224587,0.00043916007264696826,0.00043916007264696826,0.00043916007264696826,12.829695638394115,0.00024594488372985427,0.00024594488372985427,0.00024594488372985427,0.0002958511160332604,0.06559456759378321,0.0007161988773633731,0.0006033665988991839,0.000517692764950589,0.0005921533408208761,0.037502886066677385,0.03518483278346329,0.2668302965052293,1.1888567938835515
CS,0.21083518564607995,0.7384678820406474,0.655148364652625,264.0291780110799,264.0291780110799,264.0291780110799,0.3379076095825223,463.1527703825309,463.1527703825309,463.1527703825309,388.45672481935986,1.9455970484292047,127.73580250136683,161.6011615225804,194.0232173677361,154.2287934139242,0.9218888334342228,0.419951654086453,0.265514081824935,0.658218698017665
SF,0.5608575310125883,0.3368545650622732,0.35473116642666247,0.41743300135431827,0.41743300135431827,0.41743300135431827,0.6113428850389967,0.4175485661573921,0.4175485661573921,0.4175485661573921,0.41749643783999735,0.3993565555652352,0.41749965969395497,0.41748095842498123,0.4173878018525331,0.41674644138015093,0.33524183273580954,0.4647259963457352,0.5601009676610957,0.5845172581826064
SD,732718.5420897778,1789338.3704926202,866833.1548095775,135625624.65516362,135625624.65516362,135625624.65516362,50600.62851000465,137034953.96732536,137034953.96732536,137034953.96732536,136934522.85401663,129101182.55597252,153838451.39497364,150360563.89269808,150566797.71033576,205291069.36593515,33963477.50110626,464954.07181181264,24192664.026709046,955656.0313587438
SDbw,0.13744908358294824,0.13827611051358776,0.10281573895669929,1.99834026034229,1.99834026034229,1.99834026034229,0.24033718289152042,2.0027268025102973,2.0027268025102973,2.0027268025102973,2.0016269604332155,17.050138405704296,2.0019157281999456,2.0016651334847486,2.000548949821653,2.0034201144688106,0.5806835698883919,0.05962358452964787,0.20417118005540533,0.5160414758833262
XB*,0.9314819854084322,6.138306180820289,8.849172405803682,44641.75687670713,44641.75687670713,44641.75687670713,0.16564394412421385,131896.40458052768,131896.40458052768,131896.40458052768,92815.6339259404,8503.02850638696,9549.713475835855,15353.782279955229,22142.380215607485,10209.933593072878,0.3742516150401545,28.888397073303494,4.953909663047878,1.2067912268489167
S,0.5394188513237512,0.5171736082286008,0.5911258013034201,0.2656956162342239,0.2656956162342239,0.2656956162342239,0.732342546029023,0.2633315299106699,0.2633315299106699,0.2633315299106699,0.2638577705650855,0.22722986048168028,0.25845952157841706,0.25946774427801594,0.2600478029425667,0.25478547700817467,0.5473859111987566,0.01043264558729822,0.35168708199790916,0.6040227394120199
DB,0.47785131038448114,0.513091729248324,0.5016267931544768,253.78138668743503,253.78138668743503,253.78138668743503,0.3118300854844921,436.3826012833508,436.3826012833508,436.3826012833508,366.056814301629,74.08868985740145,117.3614940645029,148.8302070765845,178.72763177884718,121.54407249440098,0.5909350016042806,0.4123486212056854,0.39716634042939397,0.5405859137078208
CH,5241.492871735518,616.0173791267092,444.80548441445694,0.010784451482786332,0.010784451482786332,0.010784451482786332,4078.051999811293,0.0036575338156297267,0.0036575338156297267,0.0036575338156297267,0.0051972816433934685,5.849918367651611,0.05055804183118746,0.03144116409637269,0.02180082773309774,0.04757752722632921,966.1843119242542,143.22930949697349,390.7926061164062,1454.977455456638
AD-S,0.5970065036774055,0.6719322532490184,0.7166887481728799,0.9100684263131803,0.9100684263131803,0.9100684263131803,0.7665122296821093,0.8218976396143411,0.8218976396143411,0.8218976396143411,0.8220083984286048,0.4542708072242143,0.6762872561585284,0.6769648542236808,0.6769932413009203,0.5835372024436317,0.5020622264505634,0.3792844539187665,0.1872828307739439,0.5648535535466525
AD-DB,0.75093063792884,1.1607845247570603,1.0839347965745787,0.17949346732769894,0.17949346732769894,0.17949346732769894,0.44136589869672727,0.3544222000256337,0.3544222000256337,0.3544222000256337,0.3544219594629585,1.1930627635255295,0.6384611112346606,0.638092139783197,0.6385203829113636,0.8239361554796708,1.7513818601577607,0.5581459946191843,0.7624047627596897,0.9025873385797489
AD-CH,66.07851456839369,387.6169003855821,276.72059971403417,5615.336316749481,5615.336316749481,5615.336316749481,119.09326994735808,2863.4775493672473,2863.4775493672473,2863.4775493672473,2859.6466650029934,858.0314098078375,1705.0564879844007,1702.4473078231033,1699.5038097011202,1383.9896323541088,659.4056880497577,185.43073385612516,267.82839356312775,124.43617728936589
AD-idea,5.359566568209652e+18,647299920.8857929,222371433262.2012,89.55651979774306,89.55651979774306,89.55651979774306,211905143.77910078,53.55714228312699,53.55714228312699,53.55714228312699,53.55702085469465,17.20240514458009,27.096732000786943,27.11410535786432,27.093873131318684,12.79105176432495,20.036082761494168,1.627423135997362e+20,667812925.821756,106232.26725267727
