,labels_ring_noisy_DBSCAN_params1,labels_ring_noisy_DBSCAN_params11,labels_ring_noisy_DBSCAN_params12,labels_ring_noisy_DBSCAN_params16,labels_ring_noisy_DBSCAN_params17,labels_ring_noisy_DBSCAN_params18,labels_ring_noisy_DBSCAN_params2,labels_ring_noisy_DBSCAN_params21,labels_ring_noisy_DBSCAN_params22,labels_ring_noisy_DBSCAN_params23,labels_ring_noisy_DBSCAN_params24,labels_ring_noisy_DBSCAN_params26,labels_ring_noisy_DBSCAN_params27,labels_ring_noisy_DBSCAN_params28,labels_ring_noisy_DBSCAN_params29,labels_ring_noisy_DBSCAN_params34,labels_ring_noisy_DBSCAN_params35,labels_ring_noisy_DBSCAN_params6,labels_ring_noisy_DBSCAN_params7,labels_ring_noisy_DBSCAN_params8
cSIL,0.9184386272809016,0.8925195251385302,0.9153533870325031,1.165910738892828e-05,1.165910738892828e-05,1.165910738892828e-05,0.9650034519040553,3.947259193559649e-06,3.947259193559649e-06,3.947259193559649e-06,5.609150792729167e-06,0.3312243444040105,5.45142787063968e-05,3.390680416714975e-05,2.3510479844279786e-05,5.10984798756664e-05,0.8845552056433481,0.9367101895385599,0.9139553817362437,0.9131654458607029
GD43,62.95440840607672,1.9484009963275524,1.6227487694344758,0.004617236773576849,0.004617236773576849,0.004617236773576849,212.37245416247984,0.002688794029097641,0.002688794029097641,0.002688794029097641,0.0032043022972044776,0.010586664582695615,0.009984962909093852,0.00787491490632273,0.006554344021954761,0.009634650753065839,3.638281813643355,0.9064660175856236,3.1238539831688636,24.683768864865723
GD53,0.004163014254935489,0.0041547913987436,0.0030669477385650698,0.26119316977761536,0.26119316977761536,0.26119316977761536,0.07765186444343412,0.2622057340721517,0.2622057340721517,0.2622057340721517,0.2619648624855544,0.02053532718076908,0.2645124443685202,0.264052164733091,0.2638111589568126,0.2657092810536699,0.10985100180490827,0.00017436442739848036,0.003969589106319509,0.06905707874221675
PS,-37.43973986765215,-27.358831518737592,-39.67844877604028,1.9554635838826107,1.9554635838826107,1.9554635838826107,-7.4305789738891725,1.9477131449231186,1.9477131449231186,1.9477131449231186,1.9496432320264532,-0.04134451701804328,1.9288197778847196,1.9325402058448824,1.9344111932650025,1.9235959949498043,-0.7972410980079085,-63.78059636053267,-5.908229012862467,-4.167903172799247
rCIP,5693.533677765511,270.4593332883119,321.04090465095965,1.1622060239549392,1.1622060239549392,1.1622060239549392,282.9219889619903,1.164161790568129,1.164161790568129,1.164161790568129,1.1634441592837925,1.314896731901109,1.1624059268792466,1.1624295672271618,1.1613440750799615,1.1544056778362632,1.4277579504176607,521.0675253338304,20.785872823220366,78.81112458748908
WB,0.050791981018847125,1.593569759441392,2.0899451112721787,186564.88957379665,186564.88957379665,186564.88957379665,0.025185035001440335,553378.3423548534,553378.3423548534,553378.3423548534,389049.53372505185,262.8241803341973,40428.78098057843,64883.0938239768,93482.6890497343,43423.862492304645,1.236479056762334,4.636352299635785,1.3651742424243443,0.220392876510947
XB,0.2712864755191213,3.755655078248071,4.973773197190914,23320.243966137587,23320.243966137587,23320.243966137587,0.0743143687113798,69167.98716902957,69167.98716902957,69167.98716902957,48628.869555837075,4489.5804498141315,5052.036109024679,8108.398895725502,11682.813973483619,5425.748229242215,0.15502867317158467,17.04883391687869,2.879468664677389,0.6288563693930928
SSE,0.006409885892396431,6.439333746091281,5.734540357818151,138.32057404294233,138.32057404294233,138.32057404294233,0.0017264863324040365,139.41262898798624,139.41262898798624,139.41262898798624,139.23050399443514,142.3879719411867,142.243626626993,141.71098448859811,141.58137926884703,145.08489775990094,21.5521532537606,4.4752493729883565,1.4909271559025123,0.05474730197725507
RS,0.9650839108839028,0.6438031731064393,0.7651706620210957,-0.9926934427051782,-0.9926934427051782,-0.9926934427051782,0.9780670382794509,-0.9855689739027576,-0.9855689739027576,-0.9855689739027576,-0.987344514312069,-0.9752271519284657,-0.9680440644872875,-0.9715156823593142,-0.9732591220479353,-0.9633871384616243,-0.17064903499143924,0.8584960739428643,0.6549034310515701,0.8341080229005559
DH,0.020359215070751228,0.06405785855182507,0.043175258175640864,0.7583207934154008,0.7583207934154008,0.7583207934154008,0.02985102983694991,0.7588402348167423,0.7588402348167423,0.7588402348167423,0.7587749310581237,0.4681523318542363,0.7591799403379723,0.7590708885719972,0.7589405210902082,0.7616601308649597,0.28379749841639157,0.016405929292312826,0.06349092809660524,0.09434267847746597
B,0.0007010411212589472,0.02588180160253674,0.024160050615996465,46732.47666221252,46732.47666221252,46732.47666221252,0.00156652486312835,138600.7383968204,138600.7383968204,138600.7383968204,97445.48513715444,0.5168179743417982,10120.71814796198,16244.613926406008,23406.435829770708,10868.032000113453,0.08912475728577499,0.02771040899683436,0.018663354555512254,0.015300426165444168
BH,0.00010174422051422906,0.20772044342229937,0.13336140367018953,69.16028702147116,69.16028702147116,69.16028702147116,9.591590735577979e-05,69.7063144939931,69.7063144939931,69.7063144939931,69.61525199721758,47.4626573137289,71.1218133134965,70.85549224429904,70.7906896344235,72.54244887995048,3.078879036251514,0.06780680868164178,0.13553883235477387,0.004211330921327313
D,0.1635766867002591,0.09519520290389406,0.08716176980071368,0.41632715568004075,0.41632715568004075,0.41632715568004075,0.6652594754361946,0.38179329648871624,0.38179329648871624,0.38179329648871624,0.38179329648871624,0.3102152483702425,0.3102152483702425,0.3144474835453243,0.3557853056442819,0.2555379506763438,0.16792572567566888,0.04984087497240185,0.07730334551232136,0.195673035839977
H,4.608470774618658,2.993303512430281,3.4653758271026662,1.9994311036399066,1.9994311036399066,1.9994311036399066,0.6120395112214231,1.9998086927990395,1.9998086927990395,1.9998086927990395,1.9997280053347757,2.0035985379590553,1.9973598506447763,1.9983564565070087,1.9988587478492459,1.997651847532076,0.7472458949064349,3.3960477165287277,0.8161596251258266,1.1143802687150772
DBCV,0.775450889982766,0.6349991889148016,0.8455512536874569,0.9797757594993705,0.9797757594993705,0.9797757594993705,0.8868015514381391,0.981340702074682,0.981340702074682,0.981340702074682,0.9822942373336598,0.9510270573871784,0.8903040740813277,0.8592106656609982,0.9790422680946071,0.9790651994795966,0.2569245855192666,-0.07849176683953075,-0.3593008279364025,0.6742692220572002
I,0.30112142974265743,0.020916603326772483,0.012514436674088346,1.4711235799610208e-06,1.4711235799610208e-06,1.4711235799610208e-06,0.1386001170794102,4.969414002328309e-07,4.969414002328309e-07,4.969414002328309e-07,7.066103365550188e-07,0.06097101403601255,6.874488340416066e-06,4.275394077598474e-06,2.9674468870614625e-06,6.459510531276945e-06,0.12075160234567182,0.003720700764789935,0.07205786586063004,0.02014608149095044
C,0.0018444251359602088,0.010254327289209424,0.012001425859712934,0.3485458750731721,0.3485458750731721,0.3485458750731721,0.0013842047242606063,0.351402436362236,0.351402436362236,0.351402436362236,0.3507236724596813,0.3557389749982563,0.3580504097675382,0.3566796010016397,0.35594103227404206,0.36141196872349607,0.01724255010914688,0.04001316126761524,0.07516816194165096,0.012427107458124885
CDbw,47.22545543854056,3.3626170866622553,4.24562806129428,0.16878586396266004,0.16878586396266004,0.16878586396266004,17.95358920731453,0.18403948481542062,0.18403948481542062,0.18403948481542062,0.18392918244579765,0.48894673574328773,0.20553262742214218,0.20533705048330012,0.20538813056576222,0.21344051460549507,0.2847283956592259,44.40044962753438,73.54489541751725,2.656426075209287
VIASCKDE,0.3855086574965815,0.6592913745456316,0.6393743461186294,0.822789874314722,0.822789874314722,0.822789874314722,0.4592849187957966,0.9250478048841948,0.9250478048841948,0.9250478048841948,0.925852326170633,0.9287494189891484,0.9335225652053974,0.9352491485377264,0.9273579125788862,0.9326235500977457,0.896790006953379,0.5707052496025866,0.5975650726511896,0.5246397307481526
