,labels_ring_noisy_DBSCAN_params1,labels_ring_noisy_DBSCAN_params11,labels_ring_noisy_DBSCAN_params12,labels_ring_noisy_DBSCAN_params16,labels_ring_noisy_DBSCAN_params17,labels_ring_noisy_DBSCAN_params18,labels_ring_noisy_DBSCAN_params2,labels_ring_noisy_DBSCAN_params21,labels_ring_noisy_DBSCAN_params22,labels_ring_noisy_DBSCAN_params23,labels_ring_noisy_DBSCAN_params24,labels_ring_noisy_DBSCAN_params26,labels_ring_noisy_DBSCAN_params27,labels_ring_noisy_DBSCAN_params28,labels_ring_noisy_DBSCAN_params29,labels_ring_noisy_DBSCAN_params34,labels_ring_noisy_DBSCAN_params35,labels_ring_noisy_DBSCAN_params6,labels_ring_noisy_DBSCAN_params7,labels_ring_noisy_DBSCAN_params8
FMI,0.5379030660567657,0.7156251444379448,0.7086778324738005,0.9989242592245682,0.9989242592245682,0.9989242592245682,0.6100362125212779,0.9926050158299934,0.9926050158299934,0.9926050158299934,0.9936423934304678,0.9815050563566149,0.9826008037508349,0.984547927863345,0.9855315557211263,0.9722146342898518,0.7561262600071446,0.6598810078148275,0.672181459558311,0.5680166358745485
