,labels_lsun_HDBSCAN_params1,labels_lsun_HDBSCAN_params10,labels_lsun_HDBSCAN_params11,labels_lsun_HDBSCAN_params12,labels_lsun_HDBSCAN_params13,labels_lsun_HDBSCAN_params14,labels_lsun_HDBSCAN_params15,labels_lsun_HDBSCAN_params16,labels_lsun_HDBSCAN_params17,labels_lsun_HDBSCAN_params18,labels_lsun_HDBSCAN_params19,labels_lsun_HDBSCAN_params2,labels_lsun_HDBSCAN_params20,labels_lsun_HDBSCAN_params21,labels_lsun_HDBSCAN_params22,labels_lsun_HDBSCAN_params23,labels_lsun_HDBSCAN_params24,labels_lsun_HDBSCAN_params25,labels_lsun_HDBSCAN_params26,labels_lsun_HDBSCAN_params27,labels_lsun_HDBSCAN_params28,labels_lsun_HDBSCAN_params29,labels_lsun_HDBSCAN_params3,labels_lsun_HDBSCAN_params30,labels_lsun_HDBSCAN_params31,labels_lsun_HDBSCAN_params32,labels_lsun_HDBSCAN_params33,labels_lsun_HDBSCAN_params34,labels_lsun_HDBSCAN_params35,labels_lsun_HDBSCAN_params36,labels_lsun_HDBSCAN_params37,labels_lsun_HDBSCAN_params38,labels_lsun_HDBSCAN_params39,labels_lsun_HDBSCAN_params4,labels_lsun_HDBSCAN_params40,labels_lsun_HDBSCAN_params41,labels_lsun_HDBSCAN_params42,labels_lsun_HDBSCAN_params43,labels_lsun_HDBSCAN_params44,labels_lsun_HDBSCAN_params45,labels_lsun_HDBSCAN_params46,labels_lsun_HDBSCAN_params47,labels_lsun_HDBSCAN_params48,labels_lsun_HDBSCAN_params49,labels_lsun_HDBSCAN_params5,labels_lsun_HDBSCAN_params50,labels_lsun_HDBSCAN_params51,labels_lsun_HDBSCAN_params52,labels_lsun_HDBSCAN_params53,labels_lsun_HDBSCAN_params54,labels_lsun_HDBSCAN_params55,labels_lsun_HDBSCAN_params56,labels_lsun_HDBSCAN_params57,labels_lsun_HDBSCAN_params58,labels_lsun_HDBSCAN_params59,labels_lsun_HDBSCAN_params6,labels_lsun_HDBSCAN_params60,labels_lsun_HDBSCAN_params61,labels_lsun_HDBSCAN_params62,labels_lsun_HDBSCAN_params63,labels_lsun_HDBSCAN_params7,labels_lsun_HDBSCAN_params8,labels_lsun_HDBSCAN_params9
FMI,0.9983375442950111,0.9343727718781426,0.9343727718781426,0.9755931326136408,0.7632528588388213,0.7632528588388213,0.9760735449473751,0.9760735449473751,0.9760735449473751,0.9760735449473751,0.9760735449473751,0.9983375442950111,0.7693127908898381,0.7693127908898381,0.9983375442950111,0.9983375442950111,0.9983375442950111,0.9983375442950111,0.9983375442950111,0.7717566427181008,0.7717566427181008,0.9343727718781426,0.9983375442950111,0.9343727718781426,0.9343727718781426,0.9343727718781426,0.9755931326136408,0.7632528588388213,0.7632528588388213,0.9760735449473751,0.9760735449473751,0.9760735449473751,0.9760735449473751,0.9983375442950111,0.9760735449473751,0.7693127908898381,0.7693127908898381,0.9983375442950111,0.9983375442950111,0.9983375442950111,0.9983375442950111,0.9983375442950111,0.7717566427181008,0.7717566427181008,0.9983375442950111,0.9755931326136408,0.9755931326136408,0.9755931326136408,0.9755931326136408,0.9755931326136408,0.7632528588388213,0.7632528588388213,0.9760735449473751,0.9760735449473751,0.9760735449473751,0.7717566427181008,0.9760735449473751,0.9760735449473751,0.7693127908898381,0.7693127908898381,0.7717566427181008,0.9343727718781426,0.9343727718781426
