,labels_flame_HDBSCAN_params1,labels_flame_HDBSCAN_params10,labels_flame_HDBSCAN_params11,labels_flame_HDBSCAN_params12,labels_flame_HDBSCAN_params13,labels_flame_HDBSCAN_params14,labels_flame_HDBSCAN_params15,labels_flame_HDBSCAN_params16,labels_flame_HDBSCAN_params17,labels_flame_HDBSCAN_params18,labels_flame_HDBSCAN_params19,labels_flame_HDBSCAN_params2,labels_flame_HDBSCAN_params20,labels_flame_HDBSCAN_params21,labels_flame_HDBSCAN_params22,labels_flame_HDBSCAN_params23,labels_flame_HDBSCAN_params24,labels_flame_HDBSCAN_params25,labels_flame_HDBSCAN_params26,labels_flame_HDBSCAN_params27,labels_flame_HDBSCAN_params28,labels_flame_HDBSCAN_params29,labels_flame_HDBSCAN_params3,labels_flame_HDBSCAN_params30,labels_flame_HDBSCAN_params31,labels_flame_HDBSCAN_params32,labels_flame_HDBSCAN_params33,labels_flame_HDBSCAN_params34,labels_flame_HDBSCAN_params35,labels_flame_HDBSCAN_params36,labels_flame_HDBSCAN_params37,labels_flame_HDBSCAN_params38,labels_flame_HDBSCAN_params39,labels_flame_HDBSCAN_params4,labels_flame_HDBSCAN_params40,labels_flame_HDBSCAN_params41,labels_flame_HDBSCAN_params42,labels_flame_HDBSCAN_params43,labels_flame_HDBSCAN_params44,labels_flame_HDBSCAN_params45,labels_flame_HDBSCAN_params46,labels_flame_HDBSCAN_params47,labels_flame_HDBSCAN_params48,labels_flame_HDBSCAN_params49,labels_flame_HDBSCAN_params5,labels_flame_HDBSCAN_params50,labels_flame_HDBSCAN_params51,labels_flame_HDBSCAN_params52,labels_flame_HDBSCAN_params53,labels_flame_HDBSCAN_params54,labels_flame_HDBSCAN_params55,labels_flame_HDBSCAN_params56,labels_flame_HDBSCAN_params57,labels_flame_HDBSCAN_params58,labels_flame_HDBSCAN_params59,labels_flame_HDBSCAN_params6,labels_flame_HDBSCAN_params60,labels_flame_HDBSCAN_params61,labels_flame_HDBSCAN_params62,labels_flame_HDBSCAN_params63,labels_flame_HDBSCAN_params7,labels_flame_HDBSCAN_params8,labels_flame_HDBSCAN_params9
B,0.7275314230169607,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.7275314230169607,0.3873095299982101,0.3873095299982101,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7344839353023985,0.7275314230169607,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.7275314230169607,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7275314230169607,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.7344839353023985,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.7275314230169607,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.3873095299982101,0.7275314230169607,0.7344839353023985,0.7344839353023985
BH,21.562801009343666,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,11.28794880009985,11.28794880009985,11.28794880009985,11.28794880009985,11.28794880009985,21.562801009343666,11.28794880009985,11.28794880009985,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,22.63093062631389,21.562801009343666,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,11.28794880009985,11.28794880009985,11.28794880009985,11.28794880009985,21.562801009343666,11.28794880009985,11.28794880009985,11.28794880009985,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,21.562801009343666,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,22.63093062631389,11.28794880009985,11.28794880009985,11.28794880009985,21.562801009343666,11.28794880009985,11.28794880009985,11.28794880009985,11.28794880009985,21.562801009343666,22.63093062631389,22.63093062631389
D,0.16105604993008987,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.16105604993008987,0.45558123494712244,0.45558123494712244,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.18446782454915664,0.16105604993008987,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.16105604993008987,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.16105604993008987,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.18446782454915664,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.16105604993008987,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.45558123494712244,0.16105604993008987,0.18446782454915664,0.18446782454915664
H,0.46320912384196666,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.46320912384196666,0.2933827150118015,0.2933827150118015,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46421905855767265,0.46320912384196666,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.46320912384196666,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46320912384196666,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.46421905855767265,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.46320912384196666,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.2933827150118015,0.46320912384196666,0.46421905855767265,0.46421905855767265
DBCV,0.7284684519289334,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.7284684519289334,0.8011810984178888,0.8011810984178888,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.6364181107489719,0.7284684519289334,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.7284684519289334,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.7284684519289334,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.6364181107489719,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.7284684519289334,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.8011810984178888,0.7284684519289334,0.6364181107489719,0.6364181107489719
I,0.3136177913442169,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.523569252656353,0.523569252656353,0.523569252656353,0.523569252656353,0.523569252656353,0.3136177913442169,0.523569252656353,0.523569252656353,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.2983422291296059,0.3136177913442169,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.523569252656353,0.523569252656353,0.523569252656353,0.523569252656353,0.3136177913442169,0.523569252656353,0.523569252656353,0.523569252656353,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.3136177913442169,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.2983422291296059,0.523569252656353,0.523569252656353,0.523569252656353,0.3136177913442169,0.523569252656353,0.523569252656353,0.523569252656353,0.523569252656353,0.3136177913442169,0.2983422291296059,0.2983422291296059
C,0.21824571337696488,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.21824571337696488,0.11218435515545862,0.11218435515545862,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.2291828321648673,0.21824571337696488,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.21824571337696488,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.21824571337696488,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.2291828321648673,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.21824571337696488,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.11218435515545862,0.21824571337696488,0.2291828321648673,0.2291828321648673
CDbw,0.11368183151145049,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.11368183151145049,0.2549807029454606,0.2549807029454606,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.0980278328475626,0.11368183151145049,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.11368183151145049,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.11368183151145049,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.0980278328475626,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.11368183151145049,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.2549807029454606,0.11368183151145049,0.0980278328475626,0.0980278328475626
VIASCKDE,0.459385335308143,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.459385335308143,0.4589220210493529,0.4589220210493529,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.4426347692543127,0.459385335308143,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.459385335308143,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.459385335308143,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4426347692543127,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.459385335308143,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.4589220210493529,0.459385335308143,0.4426347692543127,0.4426347692543127
COP,0.25792090289969616,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.25792090289969616,0.2368759855808017,0.2368759855808017,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25018277498620045,0.25792090289969616,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.25792090289969616,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25792090289969616,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.25018277498620045,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.25792090289969616,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.2368759855808017,0.25792090289969616,0.25018277498620045,0.25018277498620045
Sym,0.025886994003457377,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.025886994003457377,0.06305329012546167,0.06305329012546167,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.02590454921064688,0.025886994003457377,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.025886994003457377,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.025886994003457377,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.02590454921064688,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.025886994003457377,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.06305329012546167,0.025886994003457377,0.02590454921064688,0.02590454921064688
