,labels_flame_HDBSCAN_params1,labels_flame_HDBSCAN_params10,labels_flame_HDBSCAN_params11,labels_flame_HDBSCAN_params12,labels_flame_HDBSCAN_params13,labels_flame_HDBSCAN_params14,labels_flame_HDBSCAN_params15,labels_flame_HDBSCAN_params16,labels_flame_HDBSCAN_params17,labels_flame_HDBSCAN_params18,labels_flame_HDBSCAN_params19,labels_flame_HDBSCAN_params2,labels_flame_HDBSCAN_params20,labels_flame_HDBSCAN_params21,labels_flame_HDBSCAN_params22,labels_flame_HDBSCAN_params23,labels_flame_HDBSCAN_params24,labels_flame_HDBSCAN_params25,labels_flame_HDBSCAN_params26,labels_flame_HDBSCAN_params27,labels_flame_HDBSCAN_params28,labels_flame_HDBSCAN_params29,labels_flame_HDBSCAN_params3,labels_flame_HDBSCAN_params30,labels_flame_HDBSCAN_params31,labels_flame_HDBSCAN_params32,labels_flame_HDBSCAN_params33,labels_flame_HDBSCAN_params34,labels_flame_HDBSCAN_params35,labels_flame_HDBSCAN_params36,labels_flame_HDBSCAN_params37,labels_flame_HDBSCAN_params38,labels_flame_HDBSCAN_params39,labels_flame_HDBSCAN_params4,labels_flame_HDBSCAN_params40,labels_flame_HDBSCAN_params41,labels_flame_HDBSCAN_params42,labels_flame_HDBSCAN_params43,labels_flame_HDBSCAN_params44,labels_flame_HDBSCAN_params45,labels_flame_HDBSCAN_params46,labels_flame_HDBSCAN_params47,labels_flame_HDBSCAN_params48,labels_flame_HDBSCAN_params49,labels_flame_HDBSCAN_params5,labels_flame_HDBSCAN_params50,labels_flame_HDBSCAN_params51,labels_flame_HDBSCAN_params52,labels_flame_HDBSCAN_params53,labels_flame_HDBSCAN_params54,labels_flame_HDBSCAN_params55,labels_flame_HDBSCAN_params56,labels_flame_HDBSCAN_params57,labels_flame_HDBSCAN_params58,labels_flame_HDBSCAN_params59,labels_flame_HDBSCAN_params6,labels_flame_HDBSCAN_params60,labels_flame_HDBSCAN_params61,labels_flame_HDBSCAN_params62,labels_flame_HDBSCAN_params63,labels_flame_HDBSCAN_params7,labels_flame_HDBSCAN_params8,labels_flame_HDBSCAN_params9
cSIL,0.7220547228737437,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.7220547228737437,0.8405886271614041,0.8405886271614041,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.718793301966171,0.7220547228737437,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.7220547228737437,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.7220547228737437,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.718793301966171,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.7220547228737437,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.8405886271614041,0.7220547228737437,0.718793301966171,0.718793301966171
GD43,1.1626659896034737,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,2.046538298094256,2.046538298094256,2.046538298094256,2.046538298094256,2.046538298094256,1.1626659896034737,2.046538298094256,2.046538298094256,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1574862484037047,1.1626659896034737,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,2.046538298094256,2.046538298094256,2.046538298094256,2.046538298094256,1.1626659896034737,2.046538298094256,2.046538298094256,2.046538298094256,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1626659896034737,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,1.1574862484037047,2.046538298094256,2.046538298094256,2.046538298094256,1.1626659896034737,2.046538298094256,2.046538298094256,2.046538298094256,2.046538298094256,1.1626659896034737,1.1574862484037047,1.1574862484037047
GD53,0.3648340520918252,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3648340520918252,0.3715786976839354,0.3715786976839354,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3705361834799599,0.3648340520918252,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3648340520918252,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3648340520918252,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3705361834799599,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3648340520918252,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3715786976839354,0.3648340520918252,0.3705361834799599,0.3705361834799599
PS,1.5230017497454673,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.561069871647819,1.561069871647819,1.561069871647819,1.561069871647819,1.561069871647819,1.5230017497454673,1.561069871647819,1.561069871647819,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.4761892350430443,1.5230017497454673,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.561069871647819,1.561069871647819,1.561069871647819,1.561069871647819,1.5230017497454673,1.561069871647819,1.561069871647819,1.561069871647819,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.5230017497454673,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.4761892350430443,1.561069871647819,1.561069871647819,1.561069871647819,1.5230017497454673,1.561069871647819,1.561069871647819,1.561069871647819,1.561069871647819,1.5230017497454673,1.4761892350430443,1.4761892350430443
rCIP,0.08412527579237308,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.08412527579237308,0.018016735234008083,0.018016735234008083,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08005184642973703,0.08412527579237308,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.08412527579237308,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08412527579237308,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.08005184642973703,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.08412527579237308,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.018016735234008083,0.08412527579237308,0.08005184642973703,0.08005184642973703
WB,3.3741629506444744,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,1.733678796471611,1.733678796471611,1.733678796471611,1.733678796471611,1.733678796471611,3.3741629506444744,1.733678796471611,1.733678796471611,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.576925060847224,3.3741629506444744,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,1.733678796471611,1.733678796471611,1.733678796471611,1.733678796471611,3.3741629506444744,1.733678796471611,1.733678796471611,1.733678796471611,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.3741629506444744,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,3.576925060847224,1.733678796471611,1.733678796471611,1.733678796471611,3.3741629506444744,1.733678796471611,1.733678796471611,1.733678796471611,1.733678796471611,3.3741629506444744,3.576925060847224,3.576925060847224
XB,0.38814549236738943,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.38814549236738943,0.20296989998544504,0.20296989998544504,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.4007471340794075,0.38814549236738943,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.38814549236738943,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.38814549236738943,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.4007471340794075,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.38814549236738943,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.20296989998544504,0.38814549236738943,0.4007471340794075,0.4007471340794075
SSE,43.12560201868734,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,22.575897600199696,22.575897600199696,22.575897600199696,22.575897600199696,22.575897600199696,43.12560201868734,22.575897600199696,22.575897600199696,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,45.26186125262778,43.12560201868734,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,22.575897600199696,22.575897600199696,22.575897600199696,22.575897600199696,43.12560201868734,22.575897600199696,22.575897600199696,22.575897600199696,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,43.12560201868734,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,45.26186125262778,22.575897600199696,22.575897600199696,22.575897600199696,43.12560201868734,22.575897600199696,22.575897600199696,22.575897600199696,22.575897600199696,43.12560201868734,45.26186125262778,45.26186125262778
RS,-0.07266118537192955,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,0.17934408214852365,0.17934408214852365,0.17934408214852365,0.17934408214852365,0.17934408214852365,-0.07266118537192955,0.17934408214852365,0.17934408214852365,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.06986830834852437,-0.07266118537192955,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,0.17934408214852365,0.17934408214852365,0.17934408214852365,0.17934408214852365,-0.07266118537192955,0.17934408214852365,0.17934408214852365,0.17934408214852365,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.07266118537192955,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,-0.06986830834852437,0.17934408214852365,0.17934408214852365,0.17934408214852365,-0.07266118537192955,0.17934408214852365,0.17934408214852365,0.17934408214852365,0.17934408214852365,-0.07266118537192955,-0.06986830834852437,-0.06986830834852437
DH,0.5391432044629766,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.5391432044629766,0.44483454294115155,0.44483454294115155,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5405360780187631,0.5391432044629766,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.5391432044629766,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5391432044629766,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.5405360780187631,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.5391432044629766,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.44483454294115155,0.5391432044629766,0.5405360780187631,0.5405360780187631
