,labels_x2_MeanShift_params1,labels_x2_MeanShift_params10,labels_x2_MeanShift_params11,labels_x2_MeanShift_params12,labels_x2_MeanShift_params13,labels_x2_MeanShift_params14,labels_x2_MeanShift_params15,labels_x2_MeanShift_params16,labels_x2_MeanShift_params17,labels_x2_MeanShift_params18,labels_x2_MeanShift_params19,labels_x2_MeanShift_params2,labels_x2_MeanShift_params20,labels_x2_MeanShift_params21,labels_x2_MeanShift_params22,labels_x2_MeanShift_params23,labels_x2_MeanShift_params24,labels_x2_MeanShift_params25,labels_x2_MeanShift_params26,labels_x2_MeanShift_params27,labels_x2_MeanShift_params28,labels_x2_MeanShift_params29,labels_x2_MeanShift_params3,labels_x2_MeanShift_params30,labels_x2_MeanShift_params31,labels_x2_MeanShift_params32,labels_x2_MeanShift_params4,labels_x2_MeanShift_params5,labels_x2_MeanShift_params6,labels_x2_MeanShift_params7,labels_x2_MeanShift_params8,labels_x2_MeanShift_params9
B,0.026156553839611515,0.030812696895089947,0.07457913442877835,0.06905907123445214,0.03096731330157435,0.030812696895089947,0.030748991781057607,0.030812696895089947,0.08583805085900083,0.07461061037530198,0.09533931141967457,0.02654956972103019,0.07564720280648797,0.07835778165321095,0.07150153134043247,0.0906129081394492,0.08423752928934762,0.09533931141967457,0.07633642152566716,0.2556845690507198,0.2556845690507198,0.2556845690507198,0.03177133739957316,0.2556845690507198,0.2556845690507198,0.2556845690507198,0.029874637315396965,0.03096731330157435,0.030812696895089947,0.03096731330157435,0.030812696895089947,0.030748991781057607
BH,0.10893981113245299,0.22523846713927512,0.8520452805172241,0.8219727612250882,0.22752402785685652,0.22523846713927512,0.19547601090120809,0.22523846713927512,1.244455608601777,0.8956121059544585,1.5445905219743532,0.09369329911087648,1.2950918119535593,1.2322577385986364,1.0806636772206966,2.5277248952220988,1.5165120010691198,1.5445905219743532,1.3119741917603207,8.317989737948796,8.317989737948796,8.317989737948796,0.20129456921989125,8.317989737948796,8.317989737948796,8.317989737948796,0.15792509145697434,0.22752402785685652,0.22523846713927512,0.22752402785685652,0.22523846713927512,0.19547601090120809
D,0.30399765059899697,0.337817345906035,0.23891043949763122,0.17520429510415744,0.41370438175476404,0.337817345906035,0.406322325596666,0.337817345906035,0.301445792929888,0.25559595508866584,0.35124020676142764,0.32210939749034434,0.38962841913152846,0.3324927847308281,0.2726894048317242,0.3798534421934599,0.48289099397187263,0.35124020676142764,0.38962841913152846,0.3059085916761247,0.3059085916761247,0.3059085916761247,0.41370438175476404,0.3059085916761247,0.3059085916761247,0.3059085916761247,0.3233648182667245,0.41370438175476404,0.337817345906035,0.41370438175476404,0.337817345906035,0.406322325596666
H,1.3696439703672814,1.1459073491682399,1.127529781448497,0.9935138035093389,1.1265080589422047,1.1459073491682399,1.1825251111454094,1.1459073491682399,0.9644967041214616,1.2951725847751865,0.8082317297321548,1.3562976557676616,0.6289568114055591,0.7920395512195642,0.8041211762171339,0.4507529955981081,0.7220298585970182,0.8082317297321548,0.6372878198067118,0.29366472137426003,0.29366472137426003,0.29366472137426003,1.0677773858668085,0.29366472137426003,0.29366472137426003,0.29366472137426003,1.2383961413334479,1.1265080589422047,1.1459073491682399,1.1265080589422047,1.1459073491682399,1.1825251111454094
DBCV,0.10620878672937091,0.17510941702854668,-0.2989675698016556,0.1907460600264622,0.17923841923571288,0.17510941702854668,0.062129137479516476,0.17510941702854668,0.05536057515619489,0.08350157174611765,-0.09384500324694472,0.20974336811995684,-0.1318764608836611,0.041692057075135076,0.08137896872925053,-0.04107128747081974,0.41132138147888103,-0.09384500324694472,-0.027476682895655944,-0.13765920197195125,-0.13765920197195125,-0.13765920197195125,0.1289609554230671,-0.13765920197195125,-0.13765920197195125,-0.13765920197195125,0.10891920279098946,0.17923841923571288,0.17510941702854668,0.17923841923571288,0.17510941702854668,0.062129137479516476
I,0.19531572914532222,0.2975965614197673,0.2258267336250899,0.18311824697077045,0.2957609842724281,0.2975965614197673,0.2529002542946944,0.2975965614197673,0.2701641014512205,0.22301653786952846,0.33168035692377945,0.14968243027765432,0.3229288567247783,0.3340296055290047,0.2642871657027415,0.5144876967733338,0.3248856544036479,0.33168035692377945,0.3199338897122996,0.6134675941699442,0.6134675941699442,0.6134675941699442,0.2657394616277805,0.6134675941699442,0.6134675941699442,0.6134675941699442,0.19769849613061427,0.2957609842724281,0.2975965614197673,0.2957609842724281,0.2975965614197673,0.2529002542946944
C,0.01625127631923564,0.017580236059922566,0.041769894249690485,0.03219994873665298,0.017957552103943706,0.017580236059922566,0.01799870498355069,0.017580236059922566,0.03259818569156977,0.0359231327785583,0.030396788966601498,0.014497690178001694,0.028699352661638047,0.03143253069835009,0.03101233878105874,0.030701648388596573,0.030273716671148396,0.030396788966601498,0.02860405778910093,0.055699624207663986,0.055699624207663986,0.055699624207663986,0.01746084449350624,0.055699624207663986,0.055699624207663986,0.055699624207663986,0.017574080777663557,0.017957552103943706,0.017580236059922566,0.017957552103943706,0.017580236059922566,0.01799870498355069
CDbw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26040823591304185,0.0,0.0,0.0,0.07662549776051997,0.07662549776051997,0.07662549776051997,0.0,0.07662549776051997,0.07662549776051997,0.07662549776051997,0.0,0.0,0.0,0.0,0.0,0.0
VIASCKDE,,,,,,,,,,,,,,,,0.4760516190326788,,,,0.4570111633726394,0.4570111633726394,0.4570111633726394,,0.4570111633726394,0.4570111633726394,0.4570111633726394,,,,,,
COP,0.2624543991391911,0.2671369090189511,0.31583168339663265,0.3069447501027337,0.26793005348295,0.2671369090189511,0.2681161981998189,0.2671369090189511,0.31158848549659146,0.32255180751471546,0.31438787101423205,0.2721050246814294,0.3169604846514107,0.3123988624599372,0.3117619515052748,0.2987758732098193,0.31658733970251746,0.31438787101423205,0.3187507886580079,0.319890627924862,0.319890627924862,0.319890627924862,0.2651646807892507,0.319890627924862,0.319890627924862,0.319890627924862,0.26142028698967684,0.26793005348295,0.2671369090189511,0.26793005348295,0.2671369090189511,0.2681161981998189
Sym,0.10585733947228114,0.12055208328238974,0.07231659211754211,0.06643160972036762,0.114810740957294,0.12055208328238974,0.11006017584943392,0.12055208328238974,0.07823122963987661,0.07368483036673946,0.08351529249034548,0.10445257728559552,0.08733531446089493,0.08417377938415362,0.07810331002909085,0.10390763322553546,0.08643187783608086,0.08351529249034548,0.08821513966764634,0.10723875122275194,0.10723875122275194,0.10723875122275194,0.1182459020033242,0.10723875122275194,0.10723875122275194,0.10723875122275194,0.10880221027308604,0.114810740957294,0.12055208328238974,0.114810740957294,0.12055208328238974,0.11006017584943392
CS,0.46692684305925414,0.5615002771924467,0.7070019152869794,0.5838337430232176,0.5532549983927558,0.5615002771924467,0.5473633257976585,0.5615002771924467,0.7557303439761238,0.7582058092696877,0.827929619915272,0.4383478985331761,0.6661022406860563,0.6835999574421482,0.6285578047029815,0.8700061034001605,0.7675824844643081,0.827929619915272,0.6759097772201291,1.1213244860619849,1.1213244860619849,1.1213244860619849,0.5259899238398086,1.1213244860619849,1.1213244860619849,1.1213244860619849,0.48187656909778265,0.5532549983927558,0.5615002771924467,0.5532549983927558,0.5615002771924467,0.5473633257976585
SF,0.21014424622024508,0.23445408547329816,0.22804148473633923,0.2965769769835027,0.23707295350854674,0.23445408547329816,0.2158645933474893,0.23445408547329816,0.2677556305970289,0.26168984886215996,0.24820390698494377,0.22340186146345464,0.2959556707960225,0.2868261765943335,0.31176582888884585,0.32417348515276423,0.2667374047612754,0.24820390698494377,0.29440920524473446,0.42609784666629646,0.42609784666629646,0.42609784666629646,0.2281132834347206,0.42609784666629646,0.42609784666629646,0.42609784666629646,0.26034385320796494,0.23707295350854674,0.23445408547329816,0.23707295350854674,0.23445408547329816,0.2158645933474893
SD,7411.085207573663,13247.581745113856,28047.2460540185,18247.581682179938,12923.976254365729,13247.581745113856,12341.838708255507,13247.581745113856,35944.857009510044,29664.291192439377,48659.89594353096,6630.26374001923,32704.725249390674,31922.617392598884,24593.43977422449,57344.71934326389,44793.275705905675,48659.89594353096,33358.285085591306,122190.31581461128,122190.31581461128,122190.31581461128,11639.456228490662,122190.31581461128,122190.31581461128,122190.31581461128,8783.191955226823,12923.976254365729,13247.581745113856,12923.976254365729,13247.581745113856,12341.838708255507
SDbw,0.09576845949895857,0.1282072343696697,0.31991031129644176,0.2653532679612901,0.1271855712870267,0.1282072343696697,0.14274235486689188,0.1282072343696697,0.31701680278970623,0.3182039351225071,0.44254435789513746,0.08967568416616536,0.4328033318163277,0.32411876103180914,0.2648895543262497,0.5047829050934507,0.5007601599090552,0.44254435789513746,0.3840761271176617,1.2551972143852517,1.2551972143852517,1.2551972143852517,0.12034194944802973,1.2551972143852517,1.2551972143852517,1.2551972143852517,0.11154105398802205,0.1271855712870267,0.1282072343696697,0.1271855712870267,0.1282072343696697,0.14274235486689188
XB*,0.3879661851197694,0.2855801485311356,0.4532580715164814,0.7336623282508796,0.2960481385426096,0.2855801485311356,0.25269789570539214,0.2855801485311356,0.4309182181671984,0.5404414713906284,0.28194686356656623,0.7713006353564528,0.5957255181469541,0.31881068928170475,0.48329041901209885,0.20322971048978405,0.36198336433999045,0.28194686356656623,0.5731223143882035,0.27041720649686757,0.27041720649686757,0.27041720649686757,0.2727856781518081,0.27041720649686757,0.27041720649686757,0.27041720649686757,0.8445578069368125,0.2960481385426096,0.2855801485311356,0.2960481385426096,0.2855801485311356,0.25269789570539214
S,0.46559343108680423,0.48091933756600447,0.3831491462944541,0.4142852878632349,0.47621126736921876,0.48091933756600447,0.46370023510219216,0.48091933756600447,0.42431123267210685,0.3732795563851229,0.4376174525582118,0.42466929184723884,0.4380868657543263,0.4334299371999775,0.4211837477394203,0.5697859484592078,0.41246700846412415,0.4376174525582118,0.4351673025980786,0.5880115958452694,0.5880115958452694,0.5880115958452694,0.46839036645780663,0.5880115958452694,0.5880115958452694,0.5880115958452694,0.4343688569570801,0.47621126736921876,0.48091933756600447,0.47621126736921876,0.48091933756600447,0.46370023510219216
DB,0.5206936406019169,0.5684127517827186,0.6993820780757658,0.5818660426216697,0.5607896385748057,0.5684127517827186,0.5693983274188769,0.5684127517827186,0.6938257049306145,0.7304067318440416,0.68155307550533,0.49468503182153395,0.5598812030586992,0.6302653939628863,0.5898705694829075,0.6527257288731967,0.6919067094206718,0.68155307550533,0.5556945246082883,0.7044740656201585,0.7044740656201585,0.7044740656201585,0.5417455078983612,0.7044740656201585,0.7044740656201585,0.7044740656201585,0.5080663467965526,0.5607896385748057,0.5684127517827186,0.5607896385748057,0.5684127517827186,0.5693983274188769
CH,106.19160040103858,116.67484939358751,60.74779196673878,49.1026195695172,115.4132374299078,116.67484939358751,114.72714233182556,116.67484939358751,70.33146475964807,57.11778503668586,78.66445285933537,88.70589103922805,66.84525103612349,71.21408905319183,60.3278673376296,119.05473361142904,80.54308735661627,78.66445285933537,65.74274581024702,174.5346524230252,174.5346524230252,174.5346524230252,111.17518263151061,174.5346524230252,174.5346524230252,174.5346524230252,92.45443400154893,115.4132374299078,116.67484939358751,115.4132374299078,116.67484939358751,114.72714233182556
AD-S,0.5050629009217188,0.4959591779433776,0.5060436180791986,0.5540044246058476,0.4989015618761195,0.4959591779433776,0.49743430330479405,0.4959591779433776,0.5202330329337175,0.5106886566184526,0.5118669769869197,0.5374267019126359,0.529703001812753,0.5270623098096204,0.5323297188006012,0.5048455730181224,0.4018551318650446,0.5118669769869197,0.5299263052870029,0.5017101936181827,0.5017101936181827,0.5017101936181827,0.5052039381269198,0.5017101936181827,0.5017101936181827,0.5017101936181827,0.5280544062776578,0.4989015618761195,0.4959591779433776,0.4989015618761195,0.4959591779433776,0.49743430330479405
AD-DB,0.9693626033549103,0.9798294722353168,1.2756685927605587,0.8713693976832643,0.9522402342558283,0.9798294722353168,1.1135374904440467,0.9798294722353168,1.368543018456702,1.256196385913476,1.4998442644573489,0.8191720177235399,1.278318175452597,1.3323393203331033,0.9445968762934318,1.5008781306140806,1.5934927723436447,1.4998442644573489,1.2900299240098287,1.2485291062261727,1.2485291062261727,1.2485291062261727,1.0265608615160529,1.2485291062261727,1.2485291062261727,1.2485291062261727,0.8921648430065616,0.9522402342558283,0.9798294722353168,0.9522402342558283,0.9798294722353168,1.1135374904440467
AD-CH,11.445263231792277,16.128545838447568,15.578218480516624,14.775997679898257,16.187322997159757,16.128545838447568,14.732307922773796,16.128545838447568,20.078786561707854,15.384453336225286,23.13972878190908,10.538169670547369,19.804968351271448,20.173190619646075,18.382942015652286,36.37767451294318,23.05723990933559,23.13972878190908,19.8090771378014,100.67453238344368,100.67453238344368,100.67453238344368,14.905849681370217,100.67453238344368,100.67453238344368,100.67453238344368,12.70096978594383,16.187322997159757,16.128545838447568,16.187322997159757,16.128545838447568,14.732307922773796
AD-idea,9.327604556726593,12.943639833711403,2.7926989794138883,3.949312178356211,14.49624838019753,12.943639833711403,4.286738086626026,12.943639833711403,2.578183251824013,4.163830421943975,1.336162208316098,8.560375244042637,7.634087507361732,4.982522517544737,5.620266564760322,3.6600310764767667,1.841023346415097,1.336162208316098,7.51779286046208,3.189795587866396,3.189795587866396,3.189795587866396,17.36557457729012,3.189795587866396,3.189795587866396,3.189795587866396,4.759049260945285,14.49624838019753,12.943639833711403,14.49624838019753,12.943639833711403,4.286738086626026
