,labels_ionosphere_DBSCAN_params36,labels_ionosphere_DBSCAN_params46,labels_ionosphere_DBSCAN_params51,labels_ionosphere_DBSCAN_params52
BARI_nn,1.0,0.7772277227722773,0.47062243180004343,0.6704963424727269
