,labels_data3_MeanShift_params1,labels_data3_MeanShift_params10,labels_data3_MeanShift_params11,labels_data3_MeanShift_params12,labels_data3_MeanShift_params13,labels_data3_MeanShift_params14,labels_data3_MeanShift_params15,labels_data3_MeanShift_params16,labels_data3_MeanShift_params17,labels_data3_MeanShift_params18,labels_data3_MeanShift_params19,labels_data3_MeanShift_params2,labels_data3_MeanShift_params20,labels_data3_MeanShift_params21,labels_data3_MeanShift_params22,labels_data3_MeanShift_params24,labels_data3_MeanShift_params27,labels_data3_MeanShift_params28,labels_data3_MeanShift_params29,labels_data3_MeanShift_params3,labels_data3_MeanShift_params30,labels_data3_MeanShift_params4,labels_data3_MeanShift_params5,labels_data3_MeanShift_params6,labels_data3_MeanShift_params7,labels_data3_MeanShift_params8,labels_data3_MeanShift_params9
ARI_nn,0.8983982525543804,0.9811239715415557,1.0,1.0,0.9811239715415557,0.961947821935278,0.9811239715415557,0.9811239715415557,1.0,1.0,1.0,0.7696241321351472,1.0,1.0,1.0,0.5705711831835333,1.0,1.0,0.5705711831835333,0.9039851661619284,0.5705711831835333,0.8382067898131901,0.9811239715415557,0.9811239715415557,0.9811239715415557,0.961947821935278,0.9811239715415557
