,labels_mk1_DBSCAN_params11,labels_mk1_DBSCAN_params16,labels_mk1_DBSCAN_params17,labels_mk1_DBSCAN_params21,labels_mk1_DBSCAN_params22,labels_mk1_DBSCAN_params23,labels_mk1_DBSCAN_params26,labels_mk1_DBSCAN_params27,labels_mk1_DBSCAN_params28,labels_mk1_DBSCAN_params31,labels_mk1_DBSCAN_params32,labels_mk1_DBSCAN_params33,labels_mk1_DBSCAN_params34,labels_mk1_DBSCAN_params36,labels_mk1_DBSCAN_params37,labels_mk1_DBSCAN_params38,labels_mk1_DBSCAN_params39,labels_mk1_DBSCAN_params41,labels_mk1_DBSCAN_params42,labels_mk1_DBSCAN_params43,labels_mk1_DBSCAN_params44,labels_mk1_DBSCAN_params45,labels_mk1_DBSCAN_params46,labels_mk1_DBSCAN_params47,labels_mk1_DBSCAN_params48,labels_mk1_DBSCAN_params49,labels_mk1_DBSCAN_params50
B,0.000598151051400977,0.008301747394126861,0.0044720884126924635,0.0513625758956829,0.025843731968348868,0.008108408668979744,0.08796986668594046,0.0702731384639988,0.0266353548296403,0.09602728408901788,0.09299817039504736,0.08454768390222463,0.04598738966344779,0.319570204211183,0.31647424596006724,0.09789452553480957,0.08903164224601716,0.319570204211183,0.319570204211183,0.31648605518338513,0.10168805642489546,0.061575384027289334,0.3237356071564972,0.3237356071564972,0.3237356071564972,0.3237356071564972,0.09096434398537614
BH,0.0003207423574958434,0.021933144470450364,0.014281421248094851,0.4863245750034513,0.2869455560769984,0.055849538801696436,2.6368655902044447,2.440228630965722,0.4061271365705801,6.718446793108728,6.343324897011797,5.405770158966987,1.4347962751273773,37.14098797289266,36.590027257386005,6.862821244440724,5.868345952593039,37.14098797289266,37.14098797289266,36.78433583088155,7.163945177039313,2.9845843249158714,37.319458893254016,37.319458893254016,37.319458893254016,37.319458893254016,6.172294046671914
D,3.0358632240131422,0.22695038485277153,0.5529833901229694,0.11504913911601905,0.12872805677024932,0.8144826865513127,0.3958058894678253,0.4631764711570289,0.393480968529224,0.5761050282391901,0.6361266586687001,0.7389934088219459,0.40646997077445624,0.29946324900257565,0.3097043176803113,0.5517581185619238,0.6322357956893379,0.29946324900257565,0.29946324900257565,0.3009236397587286,0.5192125649088681,1.029960165877782,0.29946324900257565,0.29946324900257565,0.29946324900257565,0.29946324900257565,0.6571703101166189
H,0.016787862756531657,2.4573958467209174,0.5732615539678855,2.0013603603830115,1.585346744744576,0.1460929455835751,0.6525555300382876,0.5483240095095212,0.842230082951217,0.1683554010870631,0.16509555591373898,0.15382422449068991,0.3601298196461207,0.24167386579820546,0.2399821183248834,0.17349051844810745,0.16133239242476194,0.24167386579820546,0.24167386579820546,0.2398318182324513,0.17752096445248172,0.10747636984104826,0.2453196989416107,0.2453196989416107,0.2453196989416107,0.2453196989416107,0.16231558675238772
DBCV,0.9984006711889385,0.7232132835939954,0.7821756531610881,-0.18306758022335787,0.37932363692214094,0.9036802002388128,0.25268553082171735,0.4911876368411089,0.21768069139768018,0.7375855221834217,0.6161242981314122,0.8516800378390913,0.512854118884024,0.6673194285371191,0.7119284732590961,0.5197308756809584,0.6214847310307308,0.6673194285371191,0.6673194285371191,0.8048113045660416,0.5822251881392344,0.9400369814167951,0.7131869114169426,0.7131869114169426,0.7131869114169426,0.7131869114169426,0.628598963003663
I,101.26071020569131,0.8796201571497834,8.771203645619439,0.2870156834378281,1.3465298436298347,15.515075261900106,0.860075910451658,1.3330987373347503,2.2693779325711665,1.7541649408635156,1.7805544675430123,1.890205203519214,2.6845632573290428,0.9273939501337476,0.9323979850316062,1.71425783178533,1.8259361793890185,0.9273939501337476,0.9273939501337476,0.9382624956091697,1.656743643535927,2.3503457459658215,0.9144830898719847,0.9144830898719847,0.9144830898719847,0.9144830898719847,1.7940206842143895
C,0.0,0.014588752792899614,0.0038241109512568176,0.03468598149273406,0.023805439858446704,0.0012014981427439545,0.012181728065534974,0.011164948095179568,0.01680379929784664,0.007939941488411106,0.0070327956574129675,0.005036290265037926,0.013019077276536386,0.08053067014716728,0.07868739149189301,0.008512519995205402,0.006469856270303183,0.08053067014716728,0.08053067014716728,0.07866191453511195,0.009381297595872723,0.000549588585289076,0.08255645099826522,0.08255645099826522,0.08255645099826522,0.08255645099826522,0.006678446432894265
CDbw,59.77731049186721,16.33293375226084,13.256375379703774,8.653387868866169,4.503760555443047,6.846230108078737,2.2025263762862344,1.7489063893669332,1.9610975057684716,0.1535304924622697,0.16018873461203043,0.20569392621456212,1.149005641347628,0.06958614062080788,0.07045236134250593,0.12930931569677537,0.15627709367463388,0.06958614062080788,0.06958614062080788,0.0848086165747636,0.11571860603263526,0.40122789773642886,0.05222461674286893,0.05222461674286893,0.05222461674286893,0.05222461674286893,0.159910585559506
VIASCKDE,0.564532492271718,0.4554155769128519,0.4723379266243679,0.46974085754488565,0.5077167842557719,0.5687244589936779,0.5379674316305728,0.5810232739734172,0.5503337030558902,0.5780836600988221,0.5830743453661934,0.5957954405959297,0.6146791588424855,0.5522924083981688,0.5541192280383533,0.5589866060362538,0.5917428268530592,0.5522924083981688,0.5522924083981688,0.5543543568123587,0.5739365241245995,0.6452599366141896,0.548957385612014,0.548957385612014,0.548957385612014,0.548957385612014,0.5815499378511314
COP,0.1525772463053087,0.2095148371224147,0.18541131714381504,0.2231989741026047,0.24008715963122956,0.1628450196379891,0.23433380204183374,0.23455732887498038,0.22220132349867558,0.22956895621745965,0.253192528734106,0.24880139488874942,0.21120604064350496,0.2094186793616676,0.21416431806430086,0.23354135450913985,0.2498785787970229,0.2094186793616676,0.2094186793616676,0.2087782216305195,0.24820591067186898,0.24101070454754459,0.20975097417389743,0.20975097417389743,0.20975097417389743,0.20975097417389743,0.24256112692757034
Sym,268.6791771935944,0.30504293109762276,3.055882036385909,0.06099604560737799,0.1789662437555195,6.00289694320097,0.08579481529553062,0.12834881620411243,0.3570907045273872,0.10824367356570787,0.11476672168193933,0.14041813565025063,0.29051412584450176,0.07829622721963807,0.07718590599194089,0.1005373857702182,0.12439449347468477,0.07829622721963807,0.07829622721963807,0.07989246079542159,0.0939077871031157,0.23882848471786772,0.07667514615064892,0.07667514615064892,0.07667514615064892,0.07667514615064892,0.11630071994053755
CS,0.06166927284593642,0.6265316738521987,0.3454889823346487,0.7183921654171468,0.9192341977445556,0.261579939587341,0.7420115673452556,0.6699541285275515,0.9477497494757672,0.6277194674405961,0.6094434046104621,0.5680028607542006,0.5262253597933831,0.9797163350179221,0.9698488090742569,0.6549887264357679,0.602513497890352,0.9797163350179221,0.9797163350179221,0.9769444968276393,0.6730940751160446,0.4551585033601699,0.9966622920147237,0.9966622920147237,0.9966622920147237,0.9966622920147237,0.6009913838361395
SF,0.6353560687086559,0.3321509967912998,0.5353688795097575,0.30806672190962325,0.3811655826734591,0.6091898766400976,0.3863311964968906,0.41307195562810095,0.45143524460631046,0.4378461547101693,0.4410733120818351,0.4510983807186174,0.4689765017813792,0.41332477737911255,0.4142022501693775,0.43574746322454483,0.4459317513835136,0.41332477737911255,0.41332477737911255,0.4141364968973016,0.43245871334954633,0.4851801358290242,0.4118777296588113,0.4118777296588113,0.4118777296588113,0.4118777296588113,0.44299813884229666
SD,646.0383371357233,2186.129532665134,1702.1694612636738,7131.233772319299,8432.793831910907,3092.807838484678,25024.59256635868,26713.218658406375,9183.3843637589,60002.492416425965,59245.466823870374,51360.094414588384,19036.233466077112,197635.08288243483,197367.7658959794,61672.88662222554,53490.48826919922,197635.08288243483,197635.08288243483,196183.67221284087,63764.18729852719,32107.585324838157,199854.07881398048,199854.07881398048,199854.07881398048,199854.07881398048,53798.819431298914
SDbw,0.33381831560541586,0.11534263592565523,0.21160238824446229,0.21895999810155023,0.22538035369086,0.5919157309836357,0.22694349328968105,0.2624715296827373,0.24952571510033644,0.2941362519591249,0.2903506600052745,0.26400287511844306,0.24134391745076628,0.7927007666573274,0.7906136206365553,0.3066474545443082,0.2757502726695897,0.7927007666573274,0.7927007666573274,0.7899189493579352,0.32697465249015517,0.14890769220229727,0.8062523021727512,0.8062523021727512,0.8062523021727512,0.8062523021727512,0.2842818595568021
XB*,0.020165099474700743,1.6466103301939568,0.19881867266454337,3.5558786884494835,3.9408401562890516,0.08328008239501287,0.4295676438473567,0.33274135608008476,0.41027782276618996,0.07496764873743945,0.07158738090154228,0.06456959910237182,0.39426597541022845,0.23909495980953455,0.23646946060811044,0.07285826184728099,0.06763770944196924,0.23909495980953455,0.23909495980953455,0.23661156631485272,0.07493091361101369,0.0476968050728129,0.2412064842864129,0.2412064842864129,0.2412064842864129,0.2412064842864129,0.06837084131454975
S,0.9165577050094562,0.46040909409161923,0.647669404237702,0.020579505574659145,0.31911456324750576,0.738085245434081,0.31547221093373434,0.44423691570191504,0.43750790932102746,0.6850507909632115,0.6878957739604529,0.700227568821886,0.6563749531441683,0.5518952870439924,0.5534684616869507,0.680780019255567,0.6924010857215892,0.5518952870439924,0.5518952870439924,0.554620450434097,0.6765897212901684,0.7500629689475717,0.5492232958408768,0.5492232958408768,0.5492232958408768,0.5492232958408768,0.6906638741688735
DB,0.10359782322018779,0.5680601520873616,0.4506245513919047,0.7221929375763754,0.786882627817921,0.3754014318024413,0.6134073812660055,0.5879870159210501,0.7269621548253825,0.4408244563564477,0.43721278970715005,0.4237973294358588,0.5368503427463962,0.6610886768984501,0.6590425707591014,0.4465231971509051,0.43286970401650066,0.6610886768984501,0.6610886768984501,0.6581776295868531,0.45101861361232737,0.35723732763766747,0.667223675273249,0.667223675273249,0.667223675273249,0.667223675273249,0.43468582529400873
CH,6365.104340826522,696.6594488816271,1828.3359084994847,224.87019898718017,585.123346831871,1772.7650412170558,465.1998078225353,615.834758196823,879.3468535616581,1007.0155405204354,1024.6583140950027,1071.0171965598709,977.5372868544032,368.459158933369,371.95293630029084,992.1619373546364,1042.7034348350576,368.459158933369,368.459158933369,371.93905740984184,966.5819937014362,1177.4222099564047,367.2043740429181,367.2043740429181,367.2043740429181,367.2043740429181,1039.469099355906
AD-S,0.9467443084125914,0.5766831684160733,0.6223988977749823,0.32020133746949214,0.36365800066694387,0.7905974789964344,0.6270553929845052,0.4881666699307133,0.36787496162361644,0.6904172814371629,0.6912910193061972,0.6993966754909385,0.716953843995505,0.5879962261624521,0.5885566312304173,0.6672574925392479,0.6934421031668889,0.5879962261624521,0.5879962261624521,0.5886198321363416,0.6469811882536275,0.8848858569399886,0.568149780402977,0.568149780402977,0.568149780402977,0.568149780402977,0.692403590205501
AD-DB,0.10891386985228263,0.8054053192295197,0.7770372336146045,0.9997118351295711,1.1565842932155792,0.4103769183827491,0.7059717543799463,1.069870868442319,1.2440185654448213,0.6228884917102523,0.620553844621713,0.6048198592288377,0.7297998868290169,0.7290715905535743,0.7286935637858618,0.6699684940467643,0.6160810234678907,0.7290715905535743,0.7290715905535743,0.7285992388157136,0.7128135785945267,0.2336256766500453,0.7681904767379613,0.7681904767379613,0.7681904767379613,0.7681904767379613,0.6182138501274689
AD-CH,120.96077912141831,103.6735020372479,178.90190070131615,174.88222851617303,264.5934473320646,220.20792723205093,265.92739836604466,355.70196615991085,301.2123865341615,562.3753906172586,555.769119302552,546.7242433833002,521.0330868256884,515.1765011796493,514.4700367400444,486.2555043727386,551.1614054210012,515.1765011796493,515.1765011796493,514.5490754855476,427.5567892754701,736.8796260827696,505.5787341688702,505.5787341688702,505.5787341688702,505.5787341688702,558.7395231974058
AD-idea,6294.139181857316,335383.6769312652,6850.06582596672,56.497499267982306,41.964654027791646,317.64458328434233,82.03787270634324,9.23613590721424,8.013634252887606,49.543679724718366,50.445719284222925,55.57198676644501,315.98261782972565,8.79863923535133,8.8052539230869,34.414598226100225,52.88959524506067,8.79863923535133,8.79863923535133,8.806905965979073,25.532964826781676,717.3669271468688,7.7390936663348,7.7390936663348,7.7390936663348,7.7390936663348,51.829864437482364
