,labels_fuzzyx_MeanShift_params1,labels_fuzzyx_MeanShift_params10,labels_fuzzyx_MeanShift_params11,labels_fuzzyx_MeanShift_params12,labels_fuzzyx_MeanShift_params13,labels_fuzzyx_MeanShift_params14,labels_fuzzyx_MeanShift_params15,labels_fuzzyx_MeanShift_params16,labels_fuzzyx_MeanShift_params2,labels_fuzzyx_MeanShift_params3,labels_fuzzyx_MeanShift_params4,labels_fuzzyx_MeanShift_params5,labels_fuzzyx_MeanShift_params6,labels_fuzzyx_MeanShift_params7,labels_fuzzyx_MeanShift_params8,labels_fuzzyx_MeanShift_params9
BARI_nn,0.481423939327197,0.6061072521742651,0.5982668115550573,0.6172619418146624,0.7830507848437321,0.7504299866953671,0.5982668115550573,0.6061072521742651,0.48780388930019225,0.733630329071039,0.6852243664879702,0.7830449124617503,0.7282113942364619,0.7830507848437321,0.7504299866953671,0.5982668115550573
